Correlation,Country Code,Index
0.5154264733007871,RU,centralBank
0.47104872439113865,RU,optimism
0.46951139162799016,ZA,loveHate
0.468581611520388,RU,businessExpansion
0.4522740802179093,LY,marketRisk
0.444971781618002,BR,sanctions
0.43074207671151665,CH,gloom
0.41842232788084677,KP,tradeBalance
0.40552094570591685,US,debtDefault
0.40490278127243806,ZA,economicGrowth
