id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	loveHate	anger	debtDefault	innovation	marketRisk	budgetDeficit	businessExpansion	centralBank	commercialRealEstateSentiment	consumerSentiment	creditEasyVsTight	economicGrowth	economicUncertainty	economicVolatility	financialSystemInstability	fiscalPolicyLooseVsTight	governmentAnger	governmentCorruption	governmentInstability	inflation	inflationForecast	interestRates	interestRatesForecast	investmentFlows	monetaryPolicyLooseVsTight	naturalDisasters	regimeChange	residentialRealEstateGrowth	residentialRealEstateSales	residentialRealEstateSentiment	residentialRealEstateValues	sanctions	socialInequality	socialUnrest	tradeBalance	unemployment
mp:2017-08-10_13.00.00.News.COU.AF	AF	2017-08-10T13:00:00.000Z	News	2.2.18	6075.1	0.003588	-0.184688	0.000247	0.008724	0.001481	-0.001749	0.269707	0.040822	0.024033	0.069382	0.004197	0.012839	0.033004	-0.001235	0.013251	0.000165	0.000329	-0.014724		0.000165				-0.000658	0.001564	0.000000	0.000247			0.002140	0.000412	0.023045	0.000329		0.001317				0.002304	-0.000000			-0.000329		0.000165	0.000494	0.017037	-0.000329	
mp:2017-08-10_13.00.00.News.COU.DZ	DZ	2017-08-10T13:00:00.000Z	News	2.2.18	709.4	0.000419	-0.097265	0.001410	0.002819	0.002819	0.000176	0.144488	0.101494	0.004229	0.034536	0.025374	0.049337	0.036404	0.035241	0.001410			-0.008458							-0.002114	-0.001410	0.019735				-0.005639	0.072878	0.001410		0.002819					0.000282							0.010572		
mp:2017-08-10_13.00.00.News.COU.AO	AO	2017-08-10T13:00:00.000Z	News	2.2.18	114.6	0.000068	0.117801	0.069808	0.017452		0.004363		-0.004363	0.026178	0.095986	0.034904	0.034904	0.100349					0.011344							0.052356	-0.017452	-0.017452																						
mp:2017-08-10_13.00.00.News.COU.AR	AR	2017-08-10T13:00:00.000Z	News	2.2.18	2080.9	0.001229	-0.037244	0.002883	0.013936	0.002883	-0.000541	0.029314	0.010092	0.026671	0.058628	0.012975	0.018502	0.075208	0.001682	0.010813	0.000481	0.001442	-0.015979		0.002403	0.002403		0.000961	0.002883	0.026191	-0.006007	0.015714	0.000481	-0.000961		-0.000961	0.008842	-0.001442		0.000481				0.002403	-0.000048							0.013696		-0.000481
mp:2017-08-10_13.00.00.News.COU.AM	AM	2017-08-10T13:00:00.000Z	News	2.2.18	218.5	0.000129	-0.114416	0.013730		0.018307	0.001144	0.173913	0.013730	0.004577	0.054920	0.018307	0.006865	0.055206	0.022883	0.022883			0.009153							0.032037	0.004577				0.009153																	0.018307		
mp:2017-08-10_13.00.00.News.COU.AU	AU	2017-08-10T13:00:00.000Z	News	2.2.18	68664.0	0.040550	-0.151040	-0.002833	0.007828	0.005381	-0.008687	0.041783	0.037880	0.030999	0.073678	0.012233	0.014855	0.083995	0.003015	0.006859	0.000714	0.003248	-0.006517		0.000553	0.000204	-0.000029	-0.001820	0.000371	0.002840	-0.001544	0.014971		0.000036	0.001981	0.003146	0.010113	0.002512	0.000117	0.000262	0.000291		-0.000029	0.003175	0.000006	0.000539	-0.000015	-0.000422	0.000218	0.000233	0.000299	0.008076	-0.000364	-0.000015
mp:2017-08-10_13.00.00.News.COU.AT	AT	2017-08-10T13:00:00.000Z	News	2.2.18	1340.7	0.000792	-0.198404	0.012307	0.000746	0.003729	-0.002611	0.029089	-0.005967	0.025360	0.064146	0.003356	0.005967	0.080974	0.003729	0.007832		0.002238	-0.002722		-0.005221			0.002238	-0.002238	-0.027598	-0.001492	0.030581					0.005221	-0.005967														0.002238		0.003729
mp:2017-08-10_13.00.00.News.COU.BH	BH	2017-08-10T13:00:00.000Z	News	2.2.18	713.0	0.000421	0.137447	0.016830		0.019635	0.003857	0.018233	0.016830	0.036466	0.061711	0.025245	0.008415	0.097826	0.021038	0.005610		0.001403	0.012623		0.002805	0.005610				0.047686	-0.005610						0.007013									0.001403		0.005610		0.001403				
mp:2017-08-10_13.00.00.News.COU.BD	BD	2017-08-10T13:00:00.000Z	News	2.2.18	2996.4	0.001770	-0.160025	-0.005673	0.005173	0.003671	-0.006800	0.072420	0.024696	0.033874	0.064077	0.012181	0.010012	0.070105	0.009678	0.011848	0.001669	0.002002	-0.011030	0.000667	0.001335	0.006007		0.002002	-0.003004	0.025531	0.000167	0.010513			0.004172	0.002837	0.008010	0.002169						0.002670				-0.002670				0.013850	0.008677	
mp:2017-08-10_13.00.00.News.COU.BY	BY	2017-08-10T13:00:00.000Z	News	2.2.18	16.5	0.000010	-0.151515				-0.030303		-0.060606		0.060606			0.087121							0.060606					0.121212							0.030303	0.272727																
