id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	loveHate	anger	debtDefault	innovation	marketRisk	budgetDeficit	businessExpansion	centralBank	commercialRealEstateSentiment	consumerSentiment	creditEasyVsTight	economicGrowth	economicUncertainty	economicVolatility	financialSystemInstability	fiscalPolicyLooseVsTight	governmentAnger	governmentCorruption	governmentInstability	inflation	inflationForecast	interestRates	interestRatesForecast	investmentFlows	monetaryPolicyLooseVsTight	naturalDisasters	regimeChange	residentialRealEstateGrowth	residentialRealEstateSales	residentialRealEstateSentiment	residentialRealEstateValues	sanctions	socialInequality	socialUnrest	tradeBalance	unemployment
mp:2017-08-12_14.00.00.News.COU.AF	AF	2017-08-12T14:00:00.000Z	News	2.2.18	4540.7	0.004235	-0.158566	-0.002643	0.001652	0.001542	-0.000853	0.368556	0.046028	0.024115	0.054067	0.009690	0.007047	0.009401	0.001321	0.006937			-0.008842		0.000220				0.000661	-0.003083	-0.000220	0.002643			0.001431	0.002423	0.015857							0.007488	-0.000330			-0.003524		0.001982		0.041513		-0.000220
mp:2017-08-12_14.00.00.News.COU.DZ	DZ	2017-08-12T14:00:00.000Z	News	2.2.18	391.9	0.000366	-0.135239	-0.025517	0.012758	0.005103	0.006379	0.056137	0.033172	0.010207	0.059964	0.005103	0.079102	0.081207	0.007655	0.012758			-0.031258		0.002552					0.007655					0.005103	-0.005103	0.024751							0.012758	0.000510							0.015310		
mp:2017-08-12_14.00.00.News.COU.AO	AO	2017-08-12T14:00:00.000Z	News	2.2.18	207.0	0.000193	-0.198068	0.000000		0.009662		0.053140	-0.024155		0.111111	-0.019324		0.045290	0.019324		0.130435		-0.004831							-0.048309							0.067633																	
mp:2017-08-12_14.00.00.News.COU.AR	AR	2017-08-12T14:00:00.000Z	News	2.2.18	1823.0	0.001700	-0.193637	-0.013165	0.010971	0.007131	-0.001440	0.054580	0.036753	0.025233	0.071860	0.018651	0.020296	0.077208	0.004388	0.002194		0.001097	-0.013714		0.002194	0.000549				0.008502	-0.004937	0.002743		-0.000549		0.002743	0.011245	0.001097	0.000549	0.001097				0.007680		0.001097		0.001371			0.001646	0.030444	0.009874	
mp:2017-08-12_14.00.00.News.COU.AM	AM	2017-08-12T14:00:00.000Z	News	2.2.18	17.5	0.000016	0.285714						-0.114286			-0.057143		0.096429					0.028571					0.028571	0.057143	0.028571		-0.028571																						
mp:2017-08-12_14.00.00.News.COU.AU	AU	2017-08-12T14:00:00.000Z	News	2.2.18	33775.5	0.031504	-0.114402	-0.005951	0.007935	0.010895	-0.002953	0.058430	0.032435	0.035499	0.068541	0.026543	0.018060	0.087762	0.005433	0.009578	-0.000252	0.000903	-0.009834		0.001510	0.000947		-0.001214	-0.000133	0.007402	0.001480	0.005084	0.000030		0.002280	0.001747	0.011091	0.000770		0.000059				0.003390	0.000107	0.000518		-0.004086			0.000148	0.009252	-0.000118	-0.000178
mp:2017-08-12_14.00.00.News.COU.AT	AT	2017-08-12T14:00:00.000Z	News	2.2.18	430.5	0.000402	-0.032520	0.011614	0.004646	0.002323	-0.004065	0.032520	0.044135	0.037166	0.061556	0.009292	0.009292	0.095383		0.011614		0.009292	-0.011614							-0.020906	0.004646	0.003484			0.002323		0.013937							0.015099								0.004646		
mp:2017-08-12_14.00.00.News.COU.BH	BH	2017-08-12T14:00:00.000Z	News	2.2.18	1155.7	0.001078	-0.263909	0.007787	0.000865	0.001731	-0.001406	0.056243	0.026391	0.133253	0.112053	0.016873	0.004326	0.078470	0.000865	0.001731			-0.000346					0.001298		0.089989		0.002596			0.000865	-0.002596	0.008653								0.000865			0.001731				0.002596	-0.003461	-0.000865
mp:2017-08-12_14.00.00.News.COU.BD	BD	2017-08-12T14:00:00.000Z	News	2.2.18	4059.0	0.003786	-0.145726	0.002710	0.003449	0.004435	-0.008992	0.084627	0.040650	0.031535	0.056418	0.011333	0.014659	0.076777	0.011333	0.013057		0.002217	-0.009966		0.000246	0.000739		0.000493		0.003572	-0.001971	0.015373				0.005666	0.018847	0.000000		-0.000493				0.008376	0.000493			-0.002710				0.026115		-0.000246
mp:2017-08-12_14.00.00.News.COU.BY	BY	2017-08-12T14:00:00.000Z	News	2.2.18	45.0	0.000042	0.000000	0.022222					-0.022222		0.022222	0.088889		0.102778	0.022222			0.022222	0.011111																							0.044444		-0.022222				0.044444		
mp:2017-08-12_14.00.00.News.COU.BE	BE	2017-08-12T14:00:00.000Z	News	2.2.18	2208.5	0.002060	-0.256735	-0.015169	0.007924	0.015848	-0.019131	0.072900	0.045053	0.035997	0.079466	-0.007018	0.014263	0.087361	0.004981	0.004528		0.002717	-0.015508					-0.002717		0.004075	-0.003622	0.005886			0.001358	0.010414	0.021734	0.000453						0.002264		0.000000		-0.001358		0.000906		0.028073		-0.004981
mp:2017-08-12_14.00.00.News.COU.BO	BO	2017-08-12T14:00:00.000Z	News	2.2.18	378.0	0.000353	-0.023810	0.060847		0.010582	0.015212	0.015873	0.066138	0.015873	0.068783	-0.007937	0.047619	0.090608	0.005291				0.007937		0.010582					0.023810	0.010582	0.010582					0.002646	0.042328	0.042328									-0.005291				0.002646		
