id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	loveHate	carryTrade	currencyPegInstability	priceMomentum
mp:2017-08-14_23.00.00.News_Social.CUR.ARS	ARS	2017-08-14T23:00:00.000Z	News_Social	2.2.19	118.5	0.003763	0.206751				-0.016878		0.033755	0.016878	0.033755	0.008439		0.152954	-0.016878		0.025316			0.008439			-0.008439
mp:2017-08-14_23.00.00.News_Social.CUR.AUD	AUD	2017-08-14T23:00:00.000Z	News_Social	2.2.19	554.5	0.017610	-0.080252	-0.002705	0.009017	0.000902	0.000902	0.009017	0.041479	0.033363	0.091975	0.002705	0.031560	0.107529	0.004509		0.038774	-0.004509	0.028855	0.000902			0.000000
mp:2017-08-14_23.00.00.News_Social.CUR.BRL	BRL	2017-08-14T23:00:00.000Z	News_Social	2.2.19	8.0	0.000254	-0.250000							0.125000	0.125000			0.000000			0.250000		0.250000				
mp:2017-08-14_23.00.00.News_Social.CUR.CAD	CAD	2017-08-14T23:00:00.000Z	News_Social	2.2.19	402.0	0.012767	-0.099502	0.002488	0.004975	0.002488	0.019900	0.014925	0.027363	0.014925	0.078358	-0.002488	0.007463	0.136816	0.019900		0.011194	0.002488		0.012438			-0.004975
mp:2017-08-14_23.00.00.News_Social.CUR.CNY	CNY	2017-08-14T23:00:00.000Z	News_Social	2.2.19	2830.5	0.089891	-0.021551	-0.007949	0.006006	0.000353	0.000353	0.007066	0.003003	0.016781	0.052994	0.038156	0.010952	0.061827	-0.052994	0.001060	0.102809	0.006359	0.019113	0.001060			0.004240
mp:2017-08-14_23.00.00.News_Social.CUR.EGP	EGP	2017-08-14T23:00:00.000Z	News_Social	2.2.19	17.0	0.000540	0.058824						-0.058824	0.117647				0.102941			0.058824						
mp:2017-08-14_23.00.00.News_Social.CUR.EUR	EUR	2017-08-14T23:00:00.000Z	News_Social	2.2.19	2999.3	0.095251	-0.165705	-0.021672	0.011336	0.004001	0.004501	0.007168	-0.003167	0.013837	0.050512	0.002334	0.013336	0.083745	0.001834	-0.001000	0.027173	-0.001334	0.030274	0.003334			0.011169
mp:2017-08-14_23.00.00.News_Social.CUR.HKD	HKD	2017-08-14T23:00:00.000Z	News_Social	2.2.19	16.0	0.000508	-0.250000	0.062500	0.062500				0.062500		0.062500			0.109375			0.000000	0.062500		0.062500			
mp:2017-08-14_23.00.00.News_Social.CUR.INR	INR	2017-08-14T23:00:00.000Z	News_Social	2.2.19	510.5	0.016212	-0.052889	0.014691	0.000000	0.009794	0.010774	0.001959	0.009794	0.035260	0.022527	-0.006856	0.029383	0.087414	-0.001959	-0.003918	0.091087	0.000979	0.023506	0.009794			0.003918
mp:2017-08-14_23.00.00.News_Social.CUR.IDR	IDR	2017-08-14T23:00:00.000Z	News_Social	2.2.19	278.8	0.008854	-0.208034	0.046628	0.007174		-0.044835	0.035868	0.000000	0.017934	0.021521	0.043042	0.010760	0.158537	-0.007174		-0.043042		0.027977	0.007174			0.017934
mp:2017-08-14_23.00.00.News_Social.CUR.ILS	ILS	2017-08-14T23:00:00.000Z	News_Social	2.2.19	23.0	0.000730	0.217391									0.000000		0.076087	0.000000		0.086957						
mp:2017-08-14_23.00.00.News_Social.CUR.JPY	JPY	2017-08-14T23:00:00.000Z	News_Social	2.2.19	1606.0	0.051003	-0.057597	-0.000623	0.009340	0.000623	0.011597	0.018057	0.011208	0.035492	0.063200	0.010585	0.011831	0.103829	0.002179	0.000311	0.029577	0.009340	0.033001	0.001245			0.008095
mp:2017-08-14_23.00.00.News_Social.CUR.MYR	MYR	2017-08-14T23:00:00.000Z	News_Social	2.2.19	492.8	0.015650	-0.014205	0.000000	0.012175		0.020292	0.024351	-0.022321	0.018263	0.035511	0.016234	0.020292	0.080763	0.014205		0.147119		0.066558	0.014205			0.004058
mp:2017-08-14_23.00.00.News_Social.CUR.MXN	MXN	2017-08-14T23:00:00.000Z	News_Social	2.2.19	80.9	0.002569	-0.191595					0.024722	-0.012361	0.049444	0.185414	-0.006180	0.024722	0.139370			-0.006180		0.054388				
mp:2017-08-14_23.00.00.News_Social.CUR.NZD	NZD	2017-08-14T23:00:00.000Z	News_Social	2.2.19	246.5	0.007828	-0.024341	-0.004057	0.008114	0.008114	0.019270	0.004057	-0.014199	0.020284	0.064909	0.024341	0.032454	0.109026			0.099391	0.020284	0.002028	0.004057			0.004057
mp:2017-08-14_23.00.00.News_Social.CUR.PLN	PLN	2017-08-14T23:00:00.000Z	News_Social	2.2.19	242.8	0.007711	-0.090610	0.016474			0.003089	0.008237	0.107084	0.032949	0.123558	0.012356	0.008237	0.108320			0.074135		0.077430				0.057661
mp:2017-08-14_23.00.00.News_Social.CUR.RUB	RUB	2017-08-14T23:00:00.000Z	News_Social	2.2.19	37.0	0.001175	0.189189								0.081081	0.081081		0.006757	0.054054		0.108108						0.054054
mp:2017-08-14_23.00.00.News_Social.CUR.SGD	SGD	2017-08-14T23:00:00.000Z	News_Social	2.2.19	45.5	0.001445	0.230769	0.043956		0.098901	0.010989	-0.010989	-0.043956	0.043956	0.087912	0.043956	0.043956	0.189560			0.065934						
mp:2017-08-14_23.00.00.News_Social.CUR.ZAR	ZAR	2017-08-14T23:00:00.000Z	News_Social	2.2.19	538.4	0.017098	-0.192236	-0.011144	0.040862	0.011144	0.001161		0.001857	0.020431	0.026003	0.016716	0.009287	0.130293	0.007429		-0.009287		0.004458	0.018574			0.013001
mp:2017-08-14_23.00.00.News_Social.CUR.KRW	KRW	2017-08-14T23:00:00.000Z	News_Social	2.2.19	26.0	0.000826	0.153846						-0.115385		0.038462			0.211538			-0.076923						
mp:2017-08-14_23.00.00.News_Social.CUR.CHF	CHF	2017-08-14T23:00:00.000Z	News_Social	2.2.19	202.6	0.006434	-0.518263	-0.074038			0.001234			0.009872	0.019743	-0.029615	0.004936	0.074531	-0.019743	-0.014808	-0.148075	-0.014808	0.002962				0.000000
