id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	loveHate	carryTrade	currencyPegInstability	priceMomentum
mp:2017-08-11_11.00.00.Social.CUR.AUD	AUD	2017-08-11T11:00:00.000Z	Social	2.2.18	308.0	0.028346	-0.089286	0.068182	0.003247	0.045455	0.000000	0.014610	-0.017857	0.051948	0.061688	-0.003247	0.016234	0.135552	-0.001623		0.060065	0.006494	0.017857	0.000000			-0.006494
mp:2017-08-11_11.00.00.Social.CUR.BRL	BRL	2017-08-11T11:00:00.000Z	Social	2.2.18	27.5	0.002531	-0.290909				0.009091		-0.036364	0.036364	0.036364			0.113636	0.000000		0.054545		0.036364				
mp:2017-08-11_11.00.00.Social.CUR.CAD	CAD	2017-08-11T11:00:00.000Z	Social	2.2.18	86.0	0.007915	0.063953	0.011628		0.011628	0.000000	0.058140	0.000000	0.005814	0.075581	0.000000	0.046512	0.081395	-0.011628		0.040698	0.011628	0.069767	0.011628			0.000000
mp:2017-08-11_11.00.00.Social.CUR.CNY	CNY	2017-08-11T11:00:00.000Z	Social	2.2.18	153.5	0.014127	-0.039088	0.006515		0.006515	-0.019544		-0.006515	0.052117	0.039088	0.019544	-0.006515	0.103420	0.006515		-0.016287		0.032573	0.006515			
mp:2017-08-11_11.00.00.Social.CUR.EUR	EUR	2017-08-11T11:00:00.000Z	Social	2.2.18	811.5	0.074684	-0.022797	-0.001232	0.014171	0.006778	0.001848	0.019717	-0.014787	0.025262	0.057917	-0.004929	0.012939	0.092113	0.004313	0.000000	0.080715	0.000000	0.027726	0.005545			0.002465
mp:2017-08-11_11.00.00.Social.CUR.HKD	HKD	2017-08-11T11:00:00.000Z	Social	2.2.18	1.0	0.000092	1.000000											0.250000									
mp:2017-08-11_11.00.00.Social.CUR.INR	INR	2017-08-11T11:00:00.000Z	Social	2.2.18	62.5	0.005752	-0.216000	0.016000				0.064000	-0.040000	0.064000	0.032000	0.032000	0.032000	0.122000	0.024000		0.064000	0.032000					
mp:2017-08-11_11.00.00.Social.CUR.IDR	IDR	2017-08-11T11:00:00.000Z	Social	2.2.18	5.0	0.000460	-0.200000					0.400000						-0.150000			0.200000						0.200000
mp:2017-08-11_11.00.00.Social.CUR.JPY	JPY	2017-08-11T11:00:00.000Z	Social	2.2.18	183.5	0.016888	-0.258856	-0.043597	0.049046		0.000000	0.032698	0.010899	0.059946	0.149864	0.027248	0.005450	0.180518	-0.016349		0.051771	0.000000	0.016349				
mp:2017-08-11_11.00.00.Social.CUR.MXN	MXN	2017-08-11T11:00:00.000Z	Social	2.2.18	1.0	0.000092										-1.000000		0.250000									
