id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	loveHate	carryTrade	currencyPegInstability	priceMomentum
mp:2017-08-10_14.00.00.News.CUR.ARS	ARS	2017-08-10T14:00:00.000Z	News	2.2.18	6.0	0.000337	-0.166667											0.000000	-0.333333		0.166667						
mp:2017-08-10_14.00.00.News.CUR.AUD	AUD	2017-08-10T14:00:00.000Z	News	2.2.18	1322.2	0.074298	-0.166768	0.005294	0.006429		0.004160	0.008319	0.012857	0.016639	0.075253	0.023824	0.035547	0.108758	0.003025	-0.001513	-0.053320	0.001513	0.061867	0.012857	0.000756		0.001513
mp:2017-08-10_14.00.00.News.CUR.BRL	BRL	2017-08-10T14:00:00.000Z	News	2.2.18	35.0	0.001967	0.085714							0.142857	0.028571			0.107143			-0.028571		0.028571				
mp:2017-08-10_14.00.00.News.CUR.CAD	CAD	2017-08-10T14:00:00.000Z	News	2.2.18	196.6	0.011047	-0.040692	0.025432	0.010173		0.025432		-0.076297	0.010173	0.050865		0.025432	0.122584	0.020346		0.101729		0.023398	0.015259			0.000000
mp:2017-08-10_14.00.00.News.CUR.CNY	CNY	2017-08-10T14:00:00.000Z	News	2.2.18	2186.6	0.122871	0.151377	0.012119	0.002058	0.001372	-0.000514	0.012348	0.002287	0.017150	0.052136	0.054194	0.007775	0.052239	-0.066770	0.000457	0.147261	0.003201	0.023598	0.003887			0.010519
mp:2017-08-10_14.00.00.News.CUR.EGP	EGP	2017-08-10T14:00:00.000Z	News	2.2.18	12.0	0.000674	-0.416667								0.083333			0.000000			0.166667						
mp:2017-08-10_14.00.00.News.CUR.EUR	EUR	2017-08-10T14:00:00.000Z	News	2.2.18	2451.7	0.137768	-0.141534	-0.003263	0.007954	0.001224	0.009279	0.013868	0.001224	0.014684	0.054044	-0.003263	0.015499	0.078833	0.002855	-0.002039	0.078313	0.005302	0.011625	0.002855			0.010605
mp:2017-08-10_14.00.00.News.CUR.HKD	HKD	2017-08-10T14:00:00.000Z	News	2.2.18	460.0	0.025849	-0.097826		-0.004348		0.002174		0.021739	0.034783	0.054348	0.013043	0.052174	0.098913	-0.017391		0.034783	0.008696	0.013043		0.030435		0.017391
mp:2017-08-10_14.00.00.News.CUR.INR	INR	2017-08-10T14:00:00.000Z	News	2.2.18	426.9	0.023989	0.015226	0.016397			-0.001464	0.021082	0.000000	0.039822	0.030452	-0.023425	0.018740	0.023483	-0.007027		0.141719	0.025767	0.040759	0.016397			0.018740
mp:2017-08-10_14.00.00.News.CUR.IDR	IDR	2017-08-10T14:00:00.000Z	News	2.2.18	2.0	0.000112												-0.375000			0.500000	0.500000	0.500000				
mp:2017-08-10_14.00.00.News.CUR.ILS	ILS	2017-08-10T14:00:00.000Z	News	2.2.18	2.0	0.000112	1.000000	0.500000										0.375000									
mp:2017-08-10_14.00.00.News.CUR.JPY	JPY	2017-08-10T14:00:00.000Z	News	2.2.18	1544.0	0.086762	-0.161269	-0.019430	0.014573	0.001295	0.001619	0.022668	0.001619	0.019430	0.128562	0.020725	0.006477	0.104922	0.004534		0.076749	0.003238	0.047280	-0.000648			0.007772
mp:2017-08-10_14.00.00.News.CUR.MYR	MYR	2017-08-10T14:00:00.000Z	News	2.2.18	568.9	0.031968	-0.049218	-0.045702	0.001758			0.017578	-0.007031	0.028124	0.049218	-0.006152	0.014062	0.063324	-0.008789	-0.015820	0.199508	-0.001758	0.010371				0.003516
mp:2017-08-10_14.00.00.News.CUR.MXN	MXN	2017-08-10T14:00:00.000Z	News	2.2.18	554.3	0.031148	-0.161465	-0.027061	0.025257		0.003157	0.010824	-0.012629	0.021649	0.073065	-0.005412	0.003608	0.077891			0.114559	-0.023453	0.033917				0.036082
mp:2017-08-10_14.00.00.News.CUR.NZD	NZD	2017-08-10T14:00:00.000Z	News	2.2.18	479.3	0.026933	-0.106405	-0.018777	0.004173		0.001565	0.012518	-0.006259		0.027123	-0.052159	0.004173	0.019664			0.059462	0.006259	0.028792	0.006259			0.052159
mp:2017-08-10_14.00.00.News.CUR.PLN	PLN	2017-08-10T14:00:00.000Z	News	2.2.18	40.0	0.002248	0.000000	0.100000			0.012500		0.012500	0.100000	0.112500			0.218750			0.000000			0.025000			
mp:2017-08-10_14.00.00.News.CUR.RUB	RUB	2017-08-10T14:00:00.000Z	News	2.2.18	17.0	0.000955	0.176471						-0.058824		0.058824	-0.058824		0.102941	-0.058824		0.000000						
