id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	consumptionVolume	productionVolume	regulatoryIssues	supplyVsDemand	supplyVsDemandForecast	acreageCultivated	agDisease	subsidies	subsidiesSentiment	weatherDamage
mp:2017-08-12_00.00.00.News.COM_AGR.CTTL	CTTL	2017-08-12T00:00:00.000Z	News	2.2.18	1322.1	0.114313	-0.155056	-0.010589	0.009076	0.004538	0.002458	0.103623	0.035171	0.004538	0.049542	0.013237	0.012102	0.127430	0.011346		0.004538		0.036382	-0.000756	-0.003404		-0.012480	0.001513	0.001513	0.002269			0.001891
mp:2017-08-12_00.00.00.News.COM_AGR.COC	COC	2017-08-12T00:00:00.000Z	News	2.2.18	131.0	0.011327	-0.633588						0.076336	0.007634	0.045802	-0.007634		0.158397	-0.061069		-0.007634												
mp:2017-08-12_00.00.00.News.COM_AGR.COF	COF	2017-08-12T00:00:00.000Z	News	2.2.18	433.0	0.037439	-0.101617	0.030023	0.003464	0.006928	0.004619	0.011547	-0.019630	0.027714	0.058891	0.020785		0.155889	-0.012702		0.011547		0.057737				-0.020785						
mp:2017-08-12_00.00.00.News.COM_AGR.COR	COR	2017-08-12T00:00:00.000Z	News	2.2.18	2110.0	0.182438	-0.075592	-0.027251	0.003318	0.011374	0.004384	0.005213	-0.021090	0.041943	0.024408	0.008531	0.022275	0.057583	0.012796	-0.000474	-0.008294		0.047867		0.038626		0.125829	0.027962	-0.000948	0.002844			0.001659
mp:2017-08-12_00.00.00.News.COM_AGR.COT	COT	2017-08-12T00:00:00.000Z	News	2.2.18	897.2	0.077575	-0.220129	-0.019505	0.008917	0.001115	-0.000279	0.026750	0.018948	0.026750	0.101984	0.014490	0.007802	0.109870	-0.002229		0.001115		0.015827	-0.001115	-0.006687		0.007802	0.002229	0.014490	0.018948			0.005573
mp:2017-08-12_00.00.00.News.COM_AGR.HOGS	HOGS	2017-08-12T00:00:00.000Z	News	2.2.18	92.0	0.007955	0.032609	0.086957	0.021739			0.032609	-0.086957		0.021739	-0.043478		0.114130	0.043478		0.086957												
mp:2017-08-12_00.00.00.News.COM_AGR.ORJ	ORJ	2017-08-12T00:00:00.000Z	News	2.2.18	4.0	0.000346	-0.750000									-0.250000		0.250000															
mp:2017-08-12_00.00.00.News.COM_AGR.POIL	POIL	2017-08-12T00:00:00.000Z	News	2.2.18	505.5	0.043707	0.065282	0.027695	0.003956			0.003956	0.011869	0.047478	0.057369	-0.009891		0.114491	-0.029674		-0.035608	-0.003956	0.005935	0.003956	0.021761		0.040554	0.019782	-0.001978				
mp:2017-08-12_00.00.00.News.COM_AGR.RICE1	RICE1	2017-08-12T00:00:00.000Z	News	2.2.18	736.0	0.063637	-0.033967	0.031929		0.007473	0.002038	0.007473	0.002717	0.028533	0.069293	0.023777	0.019701	0.129076	-0.002717		0.001359	-0.001359	0.038723	-0.001359	0.010190		0.003397	-0.001359	0.005435		0.008152	0.002717	0.062500
mp:2017-08-12_00.00.00.News.COM_AGR.SOY1	SOY1	2017-08-12T00:00:00.000Z	News	2.2.18	1596.0	0.137995	-0.188596	-0.012531	0.003759		0.000627	0.006266	-0.040727	0.039787	0.039787	0.005639	0.016291	0.069079	0.010652		-0.011278		0.054511		0.041980		0.093985	0.041980	-0.005013				
mp:2017-08-12_00.00.00.News.COM_AGR.SUG	SUG	2017-08-12T00:00:00.000Z	News	2.2.18	1087.9	0.094063	-0.152588	0.008273	0.004596	0.001838	-0.004596	0.004596	-0.002758	0.034010	0.067561	-0.003217	0.012869	0.158585	-0.035849		-0.003677		0.031621		0.005515		0.024359	0.002758	0.000000				0.001838
mp:2017-08-12_00.00.00.News.COM_AGR.WHT	WHT	2017-08-12T00:00:00.000Z	News	2.2.18	2650.9	0.229206	-0.241239	0.003772	0.006413	0.000754	0.001509	0.003395	0.000377	0.018862	0.069410	-0.021502	0.053755	0.123411	0.016410	0.001132	-0.009808		0.030707		0.007545		0.044513	0.006413	0.000566				0.002263
mp:2017-08-12_00.00.00.News_Social.COM_AGR.CTTL	CTTL	2017-08-12T00:00:00.000Z	News_Social	2.2.18	1728.8	0.128555	-0.145187	-0.010123	0.006941	0.008677	0.001085	0.101226	0.032682	0.010701	0.044540	0.016196	0.013593	0.128442	0.006941	0.001157	0.001157		0.038350	0.000000	-0.001157		-0.008387	0.001157	0.001157	0.001735			0.001446
mp:2017-08-12_00.00.00.News_Social.COM_AGR.COC	COC	2017-08-12T00:00:00.000Z	News_Social	2.2.18	131.0	0.009741	-0.633588						0.076336	0.007634	0.045802	-0.007634		0.158397	-0.061069		-0.007634												
mp:2017-08-12_00.00.00.News_Social.COM_AGR.COF	COF	2017-08-12T00:00:00.000Z	News_Social	2.2.18	587.5	0.043687	-0.091064	0.028936	0.002553	0.005106	0.003404	0.011915	-0.014468	0.023830	0.046809	0.015319	0.003404	0.139787	-0.012766		0.010213		0.071489				-0.015319						0.023830
mp:2017-08-12_00.00.00.News_Social.COM_AGR.COR	COR	2017-08-12T00:00:00.000Z	News_Social	2.2.18	2480.9	0.184482	-0.087267	-0.027208	0.003628	0.013302	0.003628	0.009271	-0.015720	0.040509	0.025797	0.009271	0.019348	0.061228	0.012495	-0.000403	-0.007860		0.051352		0.034262		0.112056	0.023782	-0.002822	0.002418			0.010682
mp:2017-08-12_00.00.00.News_Social.COM_AGR.COT	COT	2017-08-12T00:00:00.000Z	News_Social	2.2.18	1019.2	0.075789	-0.215365	-0.017170	0.007849	0.000981	0.001226	0.029435	0.020114	0.026491	0.095173	0.011774	0.009812	0.107020	0.002943		0.000981		0.015895	-0.000981	-0.009812		0.003925	0.001962	0.012755	0.018642			0.006868
mp:2017-08-12_00.00.00.News_Social.COM_AGR.HOGS	HOGS	2017-08-12T00:00:00.000Z	News_Social	2.2.18	145.7	0.010834	0.000000	0.054907	0.013727		0.001716	0.058339	-0.054907	0.006863	0.048044	-0.048044	0.013727	0.125772	0.068634		0.054907		0.001373										
mp:2017-08-12_00.00.00.News_Social.COM_AGR.ORJ	ORJ	2017-08-12T00:00:00.000Z	News_Social	2.2.18	4.0	0.000297	-0.750000									-0.250000		0.250000															
mp:2017-08-12_00.00.00.News_Social.COM_AGR.POIL	POIL	2017-08-12T00:00:00.000Z	News_Social	2.2.18	563.5	0.041902	0.067436	0.026619	0.003549		0.002662	0.003549	0.008873	0.046140	0.058563	-0.001775		0.114241	-0.024845		-0.031943	-0.003549	0.008873	0.003549	0.021295		0.038154	0.017746	-0.001775				
mp:2017-08-12_00.00.00.News_Social.COM_AGR.RICE1	RICE1	2017-08-12T00:00:00.000Z	News_Social	2.2.18	914.5	0.068003	-0.041006	0.039913		0.006014	0.001640	0.014762	0.024057	0.022963	0.069984	0.021323	0.018043	0.134636	0.006561		0.002187	-0.001093	0.034445	-0.001093	0.008201		0.000547	-0.001093	0.004374		0.012028	0.003280	0.050301
mp:2017-08-12_00.00.00.News_Social.COM_AGR.SOY1	SOY1	2017-08-12T00:00:00.000Z	News_Social	2.2.18	1714.3	0.127477	-0.188998	-0.011667	0.003500		0.000583	0.005833	-0.037041	0.037041	0.041125	0.005250	0.015167	0.068352	0.010500		-0.015750		0.051216	0.001167	0.040833		0.086916	0.039083	-0.003500				
mp:2017-08-12_00.00.00.News_Social.COM_AGR.SUG	SUG	2017-08-12T00:00:00.000Z	News_Social	2.2.18	1387.4	0.103169	-0.127216	0.014415	0.005045	0.002523	-0.005406	0.004325	0.009010	0.035318	0.074960	0.007568	0.013695	0.163904	-0.023785	0.000721	-0.005766		0.031282		0.007208		0.016938	0.002162	0.000721	0.001442			0.002523
mp:2017-08-12_00.00.00.News_Social.COM_AGR.WHT	WHT	2017-08-12T00:00:00.000Z	News_Social	2.2.18	2771.1	0.206062	-0.242503	0.003609	0.006135	0.000722	0.001624	0.003609	0.001804	0.018043	0.068926	-0.020028	0.051784	0.122100	0.016059	0.001083	-0.010104		0.031251		0.008300		0.045469	0.006135	0.000902		0.000361		0.002165
