id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	loveHate	carryTrade	currencyPegInstability	priceMomentum
mp:2017-08-11_06.00.00.News.CUR.ARS	ARS	2017-08-11T06:00:00.000Z	News	2.2.18	10.0	0.000459	-0.400000							0.200000		-0.100000		0.100000	-0.100000		-0.200000						
mp:2017-08-11_06.00.00.News.CUR.AUD	AUD	2017-08-11T06:00:00.000Z	News	2.2.18	834.7	0.038273	-0.141967	0.005990	0.007188		0.002995	0.007188	0.006589	0.025159	0.052115	0.028154	0.029951	0.071493	0.000000	-0.002396	-0.019768	0.003594	0.053672	0.011980			-0.003594
mp:2017-08-11_06.00.00.News.CUR.CAD	CAD	2017-08-11T06:00:00.000Z	News	2.2.18	189.6	0.008694	-0.110759	0.015823				0.010549	-0.036920	0.010549	0.058017	-0.015823	0.005274	0.088871			0.110759		0.061181	0.010549			0.000000
mp:2017-08-11_06.00.00.News.CUR.CNY	CNY	2017-08-11T06:00:00.000Z	News	2.2.18	2014.7	0.092378	0.106716	0.008438	0.005212	0.000993	-0.007073	0.019358	0.012161	0.008934	0.048146	0.053110	0.004964	0.061957	-0.072964	0.000993	0.115898	0.003971	0.030873	0.004467			0.010672
mp:2017-08-11_06.00.00.News.CUR.EGP	EGP	2017-08-11T06:00:00.000Z	News	2.2.18	12.0	0.000550	-0.333333											-0.083333			0.333333						
mp:2017-08-11_06.00.00.News.CUR.EUR	EUR	2017-08-11T06:00:00.000Z	News	2.2.18	2341.4	0.107358	-0.121081	0.016230	0.007261	0.003417	0.011638	0.011532	-0.003844	0.012386	0.055095	0.006406	0.014521	0.086871	0.001922	-0.000427	0.082643	0.006406	0.008926	0.005125			0.011532
mp:2017-08-11_06.00.00.News.CUR.HKD	HKD	2017-08-11T06:00:00.000Z	News	2.2.18	103.0	0.004723	0.038835				0.004854		0.019417	0.038835	0.077670	0.048544	0.058252	0.114078	-0.009709		0.106796		0.019417		0.038835		0.019417
mp:2017-08-11_06.00.00.News.CUR.INR	INR	2017-08-11T06:00:00.000Z	News	2.2.18	409.0	0.018754	0.008557	0.007335			0.006112		-0.024450	0.017115	0.046455	-0.017115	0.019560	0.026895	-0.002445		0.057457	0.022005	0.031785	0.014670			0.012225
mp:2017-08-11_06.00.00.News.CUR.IDR	IDR	2017-08-11T06:00:00.000Z	News	2.2.18	13.0	0.000596	-0.192308					-0.038462	0.076923			-0.076923		-0.096154	-0.153846		0.153846	0.230769	0.076923				
mp:2017-08-11_06.00.00.News.CUR.ILS	ILS	2017-08-11T06:00:00.000Z	News	2.2.18	7.0	0.000321	0.571429	0.285714										0.107143			0.000000		0.142857				
