id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	loveHate	anger	debtDefault	innovation	marketRisk	budgetDeficit	businessExpansion	centralBank	commercialRealEstateSentiment	consumerSentiment	creditEasyVsTight	economicGrowth	economicUncertainty	economicVolatility	financialSystemInstability	fiscalPolicyLooseVsTight	governmentAnger	governmentCorruption	governmentInstability	inflation	inflationForecast	interestRates	interestRatesForecast	investmentFlows	monetaryPolicyLooseVsTight	naturalDisasters	regimeChange	residentialRealEstateGrowth	residentialRealEstateSales	residentialRealEstateSentiment	residentialRealEstateValues	sanctions	socialInequality	socialUnrest	tradeBalance	unemployment
mp:2017-08-13_23.00.00.News_Social.COU.AF	AF	2017-08-13T23:00:00.000Z	News_Social	2.2.19	4874.7	0.003888	-0.166574	-0.026566	0.012001	0.000308	-0.003616	0.344329	0.060517	0.031181	0.049849	0.011385	0.003898	0.015096	0.000718	0.008000		0.000205	-0.021242							-0.002257	-0.000410	0.001949			0.001128	0.001436	0.018237	-0.000103		-0.000205				0.000615	0.000800			-0.001231		0.000615		0.052106	0.004513	
mp:2017-08-13_23.00.00.News_Social.COU.DZ	DZ	2017-08-13T23:00:00.000Z	News_Social	2.2.19	373.7	0.000298	-0.148515		0.006690	-0.001338	-0.001338	0.147177	0.029435	0.082954	0.072250	0.078940	0.017394	0.064724	0.000000	0.029435			-0.013781					-0.002676		-0.002676		0.002676					0.005352								0.005352							0.040139		
mp:2017-08-13_23.00.00.News_Social.COU.AO	AO	2017-08-13T23:00:00.000Z	News_Social	2.2.19	143.0	0.000114	-0.129371		0.003497	0.006993	0.015734	0.045455	-0.031469		0.055944	0.041958	0.027972	0.102273	0.020979				0.001748							0.020979	0.006993	0.006993																0.041958				0.006993		
mp:2017-08-13_23.00.00.News_Social.COU.AR	AR	2017-08-13T23:00:00.000Z	News_Social	2.2.19	5222.4	0.004165	-0.153473	0.005266	0.005649	0.002872	-0.005649	0.039445	0.022403	0.036190	0.075157	0.045669	0.008425	0.065585	0.006510	0.001340	0.003255	0.004404	-0.003638			0.002681		0.000383		-0.006893	-0.000574	0.012925		0.000957		0.000957	0.007793	0.000383						0.037626	0.000038			-0.010723		0.000191		0.009287	0.003447	
mp:2017-08-13_23.00.00.News_Social.COU.AM	AM	2017-08-13T23:00:00.000Z	News_Social	2.2.19	238.0	0.000190	-0.233193	-0.046218	0.004202	0.004202	0.002101	0.281513	0.073529	0.025210	0.065126	-0.008403	0.004202	0.030725	0.004202				-0.009454						0.004202	-0.021008	0.004202						-0.008403							0.025210								0.021008		
mp:2017-08-13_23.00.00.News_Social.COU.AU	AU	2017-08-13T23:00:00.000Z	News_Social	2.2.19	41351.3	0.032978	-0.153526	-0.002080	0.009480	0.011003	-0.004153	0.044944	0.039213	0.024570	0.086261	0.016989	0.016251	0.084604	0.002829	0.011741	0.001330	0.001354	-0.011567		0.000508	0.000701		0.000278	-0.000314	-0.000907	-0.001028	0.015252		0.000193	0.000375	-0.000447	0.010626	0.001971	0.000157	-0.000689	-0.000145			0.004800	0.000022	0.000399	0.000000	-0.008488	0.000568	0.000060	0.000073	0.005719	-0.000242	0.000048
mp:2017-08-13_23.00.00.News_Social.COU.AT	AT	2017-08-13T23:00:00.000Z	News_Social	2.2.19	832.7	0.000664	0.017413	0.010208	0.006005	0.028822	0.000600	0.088267	0.028822	0.022217	0.060046	0.066651	0.012009	0.081062	0.006005	0.000600		0.002402	0.006125							-0.009607	0.002402	0.013210	-0.001201			-0.001201		0.007205	0.001201				0.003603							0.003603		0.004804		
mp:2017-08-13_23.00.00.News_Social.COU.BH	BH	2017-08-13T23:00:00.000Z	News_Social	2.2.19	666.7	0.000532	-0.012749	0.029999	0.003000	0.004500	0.005250	0.145493	0.019499	0.031498	0.049498	0.029999	0.009000	0.063559	0.003000	0.003000			0.006900		-0.003000			0.003000		0.025499	0.000000	0.001500			0.001500		0.009750								0.000750			-0.001500		0.001500		0.022499		
mp:2017-08-13_23.00.00.News_Social.COU.BD	BD	2017-08-13T23:00:00.000Z	News_Social	2.2.19	3652.0	0.002913	-0.162924	0.006572	0.009173	0.002464	-0.000993	0.093510	0.031627	0.035460	0.068456	0.017114	0.023549	0.071245	0.009584	0.006709	0.000274		-0.009036	0.000274	-0.000274	0.001917		-0.000274	-0.000548	0.008899	-0.003286	0.005613			0.001369	-0.001369	0.014102	0.005750		0.000548				0.018620		0.000274		-0.004518				0.015060	0.000548	
mp:2017-08-13_23.00.00.News_Social.COU.BY	BY	2017-08-13T23:00:00.000Z	News_Social	2.2.19	290.0	0.000231	-0.248276		0.013793		0.003448	0.079310	0.089655	0.006897	0.067241	-0.001724	0.013793	0.051724		0.020690			-0.020690							-0.048276	-0.006897	0.020690					0.058621	-0.013793						0.013793								0.041379		
