id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	loveHate	carryTrade	currencyPegInstability	priceMomentum
mp:2017-08-13_13.00.00.News_Social.CUR.AUD	AUD	2017-08-13T13:00:00.000Z	News_Social	2.2.19	82.5	0.026979	-0.084848	0.012121	0.012121	0.012121		0.012121	0.024242	0.060606	0.036364	0.024242	0.024242	0.056061	0.036364		0.054545	-0.012121	0.048485				0.000000
mp:2017-08-13_13.00.00.News_Social.CUR.BRL	BRL	2017-08-13T13:00:00.000Z	News_Social	2.2.19	21.5	0.007031	-0.465116						-0.046512	0.046512	0.046512			0.145349	-0.046512		0.023256		0.046512				
mp:2017-08-13_13.00.00.News_Social.CUR.CAD	CAD	2017-08-13T13:00:00.000Z	News_Social	2.2.19	72.5	0.023709	0.110345	0.000000	0.027586		0.032759		0.006897		0.013793	0.013793	0.027586	0.108621	0.027586		0.137931		0.006897				-0.013793
mp:2017-08-13_13.00.00.News_Social.CUR.CNY	CNY	2017-08-13T13:00:00.000Z	News_Social	2.2.19	378.9	0.123909	0.031671	0.018475	0.013196	0.002639	0.006598	0.065980	0.000000	0.018475	0.022433	-0.010557	0.007918	0.044933	0.002639		0.142518	0.010557	0.022169				0.060702
mp:2017-08-13_13.00.00.News_Social.CUR.EGP	EGP	2017-08-13T13:00:00.000Z	News_Social	2.2.19	6.0	0.001962	0.666667											0.083333			0.333333						
mp:2017-08-13_13.00.00.News_Social.CUR.EUR	EUR	2017-08-13T13:00:00.000Z	News_Social	2.2.19	764.9	0.250139	-0.205256	0.030723		0.003922	0.006537	0.007844	0.024186	0.026147	0.103935	0.006537	0.012420	0.141881	0.010459	0.006537	-0.023532	0.005229	0.014250	0.001307		-0.001307	0.001307
mp:2017-08-13_13.00.00.News_Social.CUR.INR	INR	2017-08-13T13:00:00.000Z	News_Social	2.2.19	470.0	0.153700	0.115957	0.021277		0.002128	-0.012766		0.007447	0.010638	0.043617	-0.023404	0.004255	0.088032	-0.006383		0.186170	-0.003191	0.012766				-0.017021
mp:2017-08-13_13.00.00.News_Social.CUR.ILS	ILS	2017-08-13T13:00:00.000Z	News_Social	2.2.19	12.0	0.003924	0.000000						0.083333					0.041667			0.250000						
mp:2017-08-13_13.00.00.News_Social.CUR.JPY	JPY	2017-08-13T13:00:00.000Z	News_Social	2.2.19	184.0	0.060172	-0.016304	0.021739	0.010870			0.016304	-0.016304	0.021739	0.119565	0.005435	0.086957	0.111413	0.010870		0.114130		0.032609				0.021739
mp:2017-08-13_13.00.00.News_Social.CUR.NZD	NZD	2017-08-13T13:00:00.000Z	News_Social	2.2.19	3.0	0.000981												-0.250000			-0.666667						-0.333333
