id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	consumptionVolume	productionVolume	regulatoryIssues	supplyVsDemand	supplyVsDemandForecast	newExploration	safetyAccident
mp:2017-08-15_10.00.00.News_Social.COM_ENM.ALU	ALU	2017-08-15T10:00:00.000Z	News_Social	2.2.19	2484.9	0.042918	-0.137631	-0.037024	0.004024	0.000805	-0.003119	0.007043	0.002616	0.029176	0.037024	0.018311	0.035011	0.150419	-0.001006		0.014085		0.053483	0.003219	0.005232		-0.020323	-0.000805		
mp:2017-08-15_10.00.00.News_Social.COM_ENM.BIOF	BIOF	2017-08-15T10:00:00.000Z	News_Social	2.2.19	226.0	0.003903	0.292035	0.084071			0.016593	0.008850	0.030973	0.008850	0.053097	0.013274	0.026549	0.161504	0.053097	0.004425	0.004425		0.044248		0.026549		-0.017699		0.000000	
mp:2017-08-15_10.00.00.News_Social.COM_ENM.COA	COA	2017-08-15T10:00:00.000Z	News_Social	2.2.19	4213.5	0.072774	-0.164353	-0.018512	0.007239	0.006171	-0.001276	0.066453	0.024564	0.030260	0.089356	0.000593	0.010680	0.154426	0.003916	0.001187	0.000475	-0.001424	0.031399	0.001899	-0.006764	0.012104	-0.014003	0.000475	0.006527	0.000475
mp:2017-08-15_10.00.00.News_Social.COM_ENM.CPPR	CPPR	2017-08-15T10:00:00.000Z	News_Social	2.2.19	1904.4	0.032892	-0.089792	0.010765	0.003676	0.004726	0.007876	0.008927	0.033344	0.021004	0.046209	-0.001838	0.044108	0.162702	0.007876	0.001575	0.046209		0.019481		-0.009189	0.003151	-0.009189	-0.001050	0.015753	
mp:2017-08-15_10.00.00.News_Social.COM_ENM.CRU	CRU	2017-08-15T10:00:00.000Z	News_Social	2.2.19	16296.8	0.281471	-0.251092	-0.005369	0.017427	0.001074	-0.000790	0.006198	-0.012917	0.033688	0.078052	-0.000859	0.013346	0.132885	0.003958	0.000245	-0.001043	-0.000491	0.058054	0.000245	-0.002792	0.000982	0.006136	-0.000061	0.001718	
mp:2017-08-15_10.00.00.News_Social.COM_ENM.BIOETH	BIOETH	2017-08-15T10:00:00.000Z	News_Social	2.2.19	191.0	0.003299	0.162304	-0.010471		0.041885	0.013089	0.010471	0.020942	0.010471	0.039267	0.000000	0.005236	0.125654	0.018325	0.010471	0.005236		0.041885	0.010471	-0.010471		-0.036649			
mp:2017-08-15_10.00.00.News_Social.COM_ENM.MOG	MOG	2017-08-15T10:00:00.000Z	News_Social	2.2.19	2102.4	0.036312	-0.154823	0.016885	0.019739	0.000951	0.005113	0.037100	0.003805	0.035911	0.076341	-0.001665	0.011178	0.116212	0.024734	0.000951	0.001189	0.003330	0.035911	0.007135	0.004756		0.031393	-0.005708	0.000476	
mp:2017-08-15_10.00.00.News_Social.COM_ENM.GOL	GOL	2017-08-15T10:00:00.000Z	News_Social	2.2.19	13838.5	0.239013	-0.133830	0.013477	0.010586	0.016223	0.004814	0.025472	-0.008129	0.016584	0.073021	0.004119	0.022726	0.171456	0.002601	0.000145	0.001192	0.000506	0.024959	0.000145	-0.000361		-0.018608	-0.000795	0.009575	
mp:2017-08-15_10.00.00.News_Social.COM_ENM.HOIL	HOIL	2017-08-15T10:00:00.000Z	News_Social	2.2.19	121.0	0.002090	-0.363636	0.016529			-0.012397		-0.008264		0.008264	0.115702		0.068182			0.066116	0.082645	0.066116	-0.008264			0.157025			
mp:2017-08-15_10.00.00.News_Social.COM_ENM.IRN	IRN	2017-08-15T10:00:00.000Z	News_Social	2.2.19	4825.8	0.083349	-0.243172	0.000311	0.024037	0.001451	-0.002435	0.043205	0.030150	0.027457	0.115628	-0.019789	0.016370	0.163605	-0.008496		-0.009739	0.000414	0.021219	0.000829	-0.009843	0.000207	-0.010775	0.005802	0.000622	
mp:2017-08-15_10.00.00.News_Social.COM_ENM.JET	JET	2017-08-15T10:00:00.000Z	News_Social	2.2.19	26.0	0.000449	-0.115385	0.115385			-0.057692			0.038462	0.057692	0.307692	0.019231	0.288462					0.038462				-0.038462	-0.038462		
mp:2017-08-15_10.00.00.News_Social.COM_ENM.LNG	LNG	2017-08-15T10:00:00.000Z	News_Social	2.2.19	205.2	0.003544	-0.029240	0.019493			0.003655		-0.004873	0.029240	0.024366	0.029240	0.019493	0.125244	0.009747	0.009747	-0.024366		0.020468		0.029240		0.004873		0.009747	
mp:2017-08-15_10.00.00.News_Social.COM_ENM.NAP	NAP	2017-08-15T10:00:00.000Z	News_Social	2.2.19	90.0	0.001554	-0.422222						-0.011111	-0.011111	-0.022222	-0.011111		0.000000					0.355556				0.044444			
mp:2017-08-15_10.00.00.News_Social.COM_ENM.NGS	NGS	2017-08-15T10:00:00.000Z	News_Social	2.2.19	2316.9	0.040017	-0.091717	0.017696	0.002590	0.000432	0.001511	0.029565	0.005827	0.040356	0.080711	0.014891	0.026544	0.136249	0.002374	0.001295	-0.001295		0.033364	0.009927	0.037982	0.000432	-0.032155	-0.001726	0.012517	
mp:2017-08-15_10.00.00.News_Social.COM_ENM.NKL	NKL	2017-08-15T10:00:00.000Z	News_Social	2.2.19	516.5	0.008921	-0.148112	0.021297	0.007744	0.009681	0.010165	0.025169	0.029042	0.023233	0.051307	0.021297	0.025169	0.170862	0.003872	0.003872			0.029042		-0.020329		0.006776		0.005808	
mp:2017-08-15_10.00.00.News_Social.COM_ENM.NSEA	NSEA	2017-08-15T10:00:00.000Z	News_Social	2.2.19	880.0	0.015199	-0.352273	-0.026136	0.013636			0.009091	-0.027273	0.035227	0.068182	-0.034091	0.012500	0.127273	-0.001136		0.009091		0.088636		-0.002273		0.015909	0.009091	0.001136	
mp:2017-08-15_10.00.00.News_Social.COM_ENM.PALL	PALL	2017-08-15T10:00:00.000Z	News_Social	2.2.19	57.5	0.000993	-0.365217							0.034783	0.017391	-0.052174		0.228261	-0.017391				0.008696							
mp:2017-08-15_10.00.00.News_Social.COM_ENM.PLAT	PLAT	2017-08-15T10:00:00.000Z	News_Social	2.2.19	521.3	0.009004	-0.159217	-0.016305		0.017265	0.011030	0.003837	-0.027815	0.044120	0.027815	0.000000	0.012469	0.216622	0.007673		0.001918		0.009208		0.003837		-0.002877		0.001918	
mp:2017-08-15_10.00.00.News_Social.COM_ENM.RAREE	RAREE	2017-08-15T10:00:00.000Z	News_Social	2.2.19	250.5	0.004327	-0.051896	-0.043912			0.007984	0.047904	0.025948	0.003992	0.135729	-0.003992	0.035928	0.150200			0.007984		0.023952		-0.023952		-0.031936	-0.023952		
mp:2017-08-15_10.00.00.News_Social.COM_ENM.SLVR	SLVR	2017-08-15T10:00:00.000Z	News_Social	2.2.19	2001.4	0.034567	-0.087689	0.009493	0.003498	0.004997	0.001624	0.037973	-0.000500	0.022234	0.052463	-0.000250	0.040971	0.157128	-0.009743	0.000999	0.003248	-0.000250	0.027731	0.000500	0.000999		-0.006995	0.001999	0.015489	
mp:2017-08-15_10.00.00.News_Social.COM_ENM.STEE	STEE	2017-08-15T10:00:00.000Z	News_Social	2.2.19	4711.5	0.081375	-0.117266	-0.025576	0.018996	0.001273	0.005784	0.021225	0.002122	0.035021	0.071421	0.013902	0.013372	0.159923	-0.004669	0.000424	0.012416	0.000849	0.032686	0.001273	0.011461	0.001486	-0.005200	-0.004033		
mp:2017-08-15_10.00.00.News_Social.COM_ENM.URAN	URAN	2017-08-15T10:00:00.000Z	News_Social	2.2.19	117.5	0.002029	0.034043	0.042553			0.006383	0.042553	-0.017021	0.085106	0.080851	0.000000	0.046809	0.159574	-0.042553	-0.008511	0.034043		0.034043						0.017021	
mp:2017-08-15_10.00.00.News.COM_ENM.ALU	ALU	2017-08-15T10:00:00.000Z	News	2.2.19	2017.5	0.045187	-0.180917	-0.046344	0.004957		-0.006382	0.005204	-0.006939	0.030731	0.032466	0.020570	0.038414	0.153470	0.000000		0.015366		0.059480	0.000496	0.006939		-0.020570	-0.000496		
mp:2017-08-15_10.00.00.News.COM_ENM.BIOF	BIOF	2017-08-15T10:00:00.000Z	News	2.2.19	63.0	0.001411	0.071429	-0.031746			0.011905	0.031746	-0.015873	0.031746	0.079365	0.031746	0.031746	0.126984	0.063492	0.015873			0.063492		0.047619		0.007937			
mp:2017-08-15_10.00.00.News.COM_ENM.COA	COA	2017-08-15T10:00:00.000Z	News	2.2.19	2466.0	0.055232	-0.163423	-0.016626	0.001217	0.006894	0.002687	0.058191	0.014801	0.037713	0.081914	-0.019870	0.011760	0.147780	0.001825	0.000000	0.000406	-0.002433	0.034590	0.002433	-0.007908	0.003650	-0.019059	0.000406	0.008719	
mp:2017-08-15_10.00.00.News.COM_ENM.CPPR	CPPR	2017-08-15T10:00:00.000Z	News	2.2.19	1602.9	0.035901	-0.091709	0.015285	0.003743	0.003743	0.007798	0.008110	0.037432	0.023083	0.043047	-0.004055	0.046166	0.164686	0.006863		0.051157		0.016595		-0.010294	0.003743	-0.013725	-0.001248	0.017468	
