id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	loveHate	anger	debtDefault	innovation	marketRisk	budgetDeficit	businessExpansion	centralBank	commercialRealEstateSentiment	consumerSentiment	creditEasyVsTight	economicGrowth	economicUncertainty	economicVolatility	financialSystemInstability	fiscalPolicyLooseVsTight	governmentAnger	governmentCorruption	governmentInstability	inflation	inflationForecast	interestRates	interestRatesForecast	investmentFlows	monetaryPolicyLooseVsTight	naturalDisasters	regimeChange	residentialRealEstateGrowth	residentialRealEstateSales	residentialRealEstateSentiment	residentialRealEstateValues	sanctions	socialInequality	socialUnrest	tradeBalance	unemployment
mp:2017-08-10_12.00.00.News.COU.AF	AF	2017-08-10T12:00:00.000Z	News	2.2.18	6155.1	0.003591	-0.183506	-0.002031	0.008773	0.001462	-0.001807	0.272213	0.040129	0.023314	0.067261	0.004143	0.012916	0.031935	-0.001056	0.013810	0.000162		-0.015589		0.000162				-0.000650	-0.000244	0.000000	0.000244			0.002112	0.000406	0.024533	0.000325		0.001300				0.002275	-0.000000			-0.000325		0.000162	0.000487	0.016815		
mp:2017-08-10_12.00.00.News.COU.DZ	DZ	2017-08-10T12:00:00.000Z	News	2.2.18	625.0	0.000365	-0.115200	0.001600	0.001600	0.003200	0.000200	0.174400	0.096800	0.006400	0.034400	0.019200	0.048000	0.034800	0.036800	0.001600			-0.010400							0.013600		0.003200				-0.006400	0.077600			0.003200												0.007200	0.003200	
mp:2017-08-10_12.00.00.News.COU.AO	AO	2017-08-10T12:00:00.000Z	News	2.2.18	114.6	0.000067	0.117801	0.069808	0.017452		0.004363		-0.004363	0.026178	0.095986	0.034904	0.034904	0.100349					0.011344							0.052356	-0.017452	-0.017452																						
mp:2017-08-10_12.00.00.News.COU.AR	AR	2017-08-10T12:00:00.000Z	News	2.2.18	2149.9	0.001254	-0.042095	0.006977	0.013489	0.002791	-0.000523	0.030234	0.009303	0.028606	0.061631	0.011861	0.018140	0.075381	0.001628	0.010466	0.000465	0.001395	-0.014187		0.002326	0.002326		0.000930	0.002791	0.022094	-0.007442	0.016373	0.000465	-0.000930		-0.000930	0.007628	0.000000		0.000465				0.002326	-0.000047							0.013256		-0.000465
mp:2017-08-10_12.00.00.News.COU.AM	AM	2017-08-10T12:00:00.000Z	News	2.2.18	218.5	0.000127	-0.114416	0.013730		0.018307	0.001144	0.173913	0.013730	0.004577	0.054920	0.018307	0.006865	0.055206	0.022883	0.022883			0.009153							0.032037	0.004577				0.009153																	0.018307		
mp:2017-08-10_12.00.00.News.COU.AU	AU	2017-08-10T12:00:00.000Z	News	2.2.18	68323.5	0.039865	-0.148082	-0.002386	0.008072	0.005408	-0.008945	0.041150	0.038179	0.030180	0.073598	0.012236	0.015009	0.083984	0.003044	0.007121	0.000776	0.003176	-0.006769		0.000556	0.000234	-0.000029	-0.001873	0.000402	0.003315	-0.001537	0.015083	0.000029	0.000037	0.002093	0.003264	0.010207	0.002510	0.000132	0.000263	0.000293		-0.000029	0.003191	0.000006	0.000542	-0.000015	-0.000395	0.000220	0.000234	0.000300	0.008057	-0.000337	-0.000029
mp:2017-08-10_12.00.00.News.COU.AT	AT	2017-08-10T12:00:00.000Z	News	2.2.18	1290.7	0.000753	-0.182072	0.012784	0.000775	0.003874	-0.002905	0.024018	0.006198	0.023243	0.065856	0.002712	0.006198	0.080625	0.003099	0.008135		0.003099	-0.003215		-0.005423			0.003099	-0.002324	-0.026342	-0.003099	0.030991					0.005423	-0.006198														0.002324		0.003874
mp:2017-08-10_12.00.00.News.COU.BH	BH	2017-08-10T12:00:00.000Z	News	2.2.18	685.5	0.000400	0.142961	0.010212		0.020423	0.002918	0.014588	0.021882	0.033552	0.056893	0.036470	0.007294	0.099836	0.021882	0.005835		0.001459	0.011670		0.002918	0.002918				0.049599	-0.006565						0.007294													0.001459				
mp:2017-08-10_12.00.00.News.COU.BD	BD	2017-08-10T12:00:00.000Z	News	2.2.18	2973.4	0.001735	-0.156891	-0.005549	0.005886	0.003699	-0.006306	0.067263	0.027914	0.032118	0.061714	0.007231	0.009585	0.069008	0.009753	0.012948	0.001682	0.002018	-0.011788	0.000673	0.001345	0.006054		0.002018	-0.003027	0.029764	-0.000168	0.008912			0.005213	0.000504	0.011771	0.002186						0.002691				-0.002018				0.014966	0.008744	
mp:2017-08-10_12.00.00.News.COU.BY	BY	2017-08-10T12:00:00.000Z	News	2.2.18	12.5	0.000007	-0.240000				-0.040000	0.080000	-0.080000		0.080000			0.065000							0.080000					0.160000							0.040000																	
