id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	consumptionVolume	productionVolume	regulatoryIssues	supplyVsDemand	supplyVsDemandForecast	newExploration	safetyAccident
mp:2017-08-13_10.00.00.News_Social.COM_ENM.ALU	ALU	2017-08-13T10:00:00.000Z	News_Social	2.2.19	194.1	0.020107	0.010304	-0.015456		0.015456	-0.001288	0.051520	-0.020608		0.051520	0.000000	0.015456	0.148248	0.010304	0.005152			0.040701	0.030912	0.000000		-0.010304	-0.020608		
mp:2017-08-13_10.00.00.News_Social.COM_ENM.BIOF	BIOF	2017-08-13T10:00:00.000Z	News_Social	2.2.19	37.2	0.003854	0.053763	0.026882			0.013441		-0.013441		0.026882	0.053763	0.053763	0.112903	0.107527				0.086022		-0.013441		-0.026882			
mp:2017-08-13_10.00.00.News_Social.COM_ENM.COA	COA	2017-08-13T10:00:00.000Z	News_Social	2.2.19	771.7	0.079941	-0.116626	0.002592	0.014254	0.005183	-0.003888	0.049242	-0.003240	0.020733	0.050538	0.023325	0.015550	0.146851	0.002592		-0.002592	-0.001296	0.033951	0.003888	0.022029	0.005183	-0.019438		0.003888	
mp:2017-08-13_10.00.00.News_Social.COM_ENM.CPPR	CPPR	2017-08-13T10:00:00.000Z	News_Social	2.2.19	852.7	0.088332	-0.226926	0.012314		0.007036	-0.001173	0.010555	0.021696	0.014659	0.019937	-0.050428	0.008209	0.096253	0.004691		0.004691		0.001407		-0.012900		-0.107306			
mp:2017-08-13_10.00.00.News_Social.COM_ENM.CRU	CRU	2017-08-13T10:00:00.000Z	News_Social	2.2.19	1760.8	0.182402	-0.141981	-0.005963	0.003692	0.001136	0.002769	0.020161	0.009655	0.041174	0.061620	-0.000284	0.017890	0.155923	0.006815		0.002840		0.021468	0.001704	0.006815	0.000568	-0.002272	-0.002272	0.005111	
mp:2017-08-13_10.00.00.News_Social.COM_ENM.BIOETH	BIOETH	2017-08-13T10:00:00.000Z	News_Social	2.2.19	23.0	0.002383	0.217391						-0.043478			0.347826	0.086957	0.184783							0.130435					
mp:2017-08-13_10.00.00.News_Social.COM_ENM.MOG	MOG	2017-08-13T10:00:00.000Z	News_Social	2.2.19	228.0	0.023619	-0.157895	0.043860	0.004386	0.008772	-0.005482	0.006579	-0.010965	0.013158	0.054825	-0.035088	0.021930	0.141447	0.000000		0.000000		0.037281		0.002193	0.004386	-0.006579			
mp:2017-08-13_10.00.00.News_Social.COM_ENM.GOL	GOL	2017-08-13T10:00:00.000Z	News_Social	2.2.19	3110.5	0.322218	-0.006430	0.027488	0.010609	0.013181	-0.000683	0.017843	0.012056	0.028613	0.053207	0.006591	0.038097	0.135276	0.010931	0.000321	0.005948	0.000321	0.034528	-0.000482	-0.040508	0.000321	-0.051278	-0.008520	0.001447	0.000321
mp:2017-08-13_10.00.00.News_Social.COM_ENM.HOIL	HOIL	2017-08-13T10:00:00.000Z	News_Social	2.2.19	6.0	0.000622	-0.166667						0.166667					0.250000												
mp:2017-08-13_10.00.00.News_Social.COM_ENM.IRN	IRN	2017-08-13T10:00:00.000Z	News_Social	2.2.19	310.0	0.032113	0.020968	-0.016129	0.003226	0.001613	-0.008065	0.064516	0.077419		0.035484	-0.003226	0.012903	0.112500	-0.009677		0.000000		0.030645	-0.029032			0.074194		0.006452	
