id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	loveHate	anger	debtDefault	innovation	marketRisk	budgetDeficit	businessExpansion	centralBank	commercialRealEstateSentiment	consumerSentiment	creditEasyVsTight	economicGrowth	economicUncertainty	economicVolatility	financialSystemInstability	fiscalPolicyLooseVsTight	governmentAnger	governmentCorruption	governmentInstability	inflation	inflationForecast	interestRates	interestRatesForecast	investmentFlows	monetaryPolicyLooseVsTight	naturalDisasters	regimeChange	residentialRealEstateGrowth	residentialRealEstateSales	residentialRealEstateSentiment	residentialRealEstateValues	sanctions	socialInequality	socialUnrest	tradeBalance	unemployment
mp:2017-08-13_21.00.00.News_Social.COU.AF	AF	2017-08-13T21:00:00.000Z	News_Social	2.2.19	5195.5	0.004149	-0.165335	-0.025022	0.011260	0.000000	-0.003705	0.326629	0.060726	0.038495	0.056684	0.011067	0.004619	0.020142	0.000577	0.008661		0.000192	-0.021057							-0.002213	-0.000192	0.003946			0.001059	0.001540	0.017207	-0.000192		-0.000192				0.000577	0.001232			-0.001540		0.000577		0.046194	0.004234	0.001925
mp:2017-08-13_21.00.00.News_Social.COU.DZ	DZ	2017-08-13T21:00:00.000Z	News_Social	2.2.19	374.2	0.000299	-0.126937		0.006681		0.001336	0.144308	0.033405	0.074826	0.069482	0.085516	0.017370	0.065807	0.000000	0.026724			-0.013763					-0.002672		-0.002672		0.002672					0.010689								0.005345							0.040086		
mp:2017-08-13_21.00.00.News_Social.COU.AO	AO	2017-08-13T21:00:00.000Z	News_Social	2.2.19	188.4	0.000150	-0.082272		0.002654	0.005308	0.011943	0.034501	-0.023885	0.021231	0.053079	0.031847	0.021231	0.075637	0.015924				0.013004							-0.026539	0.005308	0.015924																0.031847				0.005308	-0.021231	
mp:2017-08-13_21.00.00.News_Social.COU.AR	AR	2017-08-13T21:00:00.000Z	News_Social	2.2.19	4462.9	0.003564	-0.155952	0.002689	0.005266	0.004705	-0.005126	0.042349	0.019158	0.036075	0.076296	0.046943	0.008067	0.068568	0.007618	0.001344	0.003809	0.004930	-0.002969			0.003137		0.000448		-0.015909	-0.000784	0.012884				0.001120	0.005871	0.000224						0.040445	0.000045			-0.009859		0.000224		0.008627	0.004033	
mp:2017-08-13_21.00.00.News_Social.COU.AM	AM	2017-08-13T21:00:00.000Z	News_Social	2.2.19	183.5	0.000147	-0.204360	-0.032698	0.005450	0.005450	0.004087	0.272480	0.073569	0.024523	0.062670	0.005450	0.005450	0.033379	0.005450				-0.009537						0.005450	-0.021798	0.005450						-0.010899							0.032698								0.016349		
mp:2017-08-13_21.00.00.News_Social.COU.AU	AU	2017-08-13T21:00:00.000Z	News_Social	2.2.19	37544.9	0.029986	-0.149727	-0.000999	0.009948	0.011813	-0.004784	0.042163	0.038141	0.023439	0.085032	0.017912	0.016300	0.085809	0.003209	0.012518	0.001172	0.001651	-0.011972		0.000533	0.000666		0.000333	-0.000373	-0.000626	-0.000879	0.015081		0.000213	0.000413	-0.000839	0.008227	0.001998	0.000173	-0.000732	-0.000160			0.003929	0.000024	0.000360	-0.000027	-0.005780	0.000679	0.000040	0.000080	0.006392	-0.000266	-0.000027
mp:2017-08-13_21.00.00.News_Social.COU.AT	AT	2017-08-13T21:00:00.000Z	News_Social	2.2.19	767.0	0.000613	0.030639	0.008475	0.006519	0.029987	0.000489	0.097132	0.020860	0.026728	0.058670	0.067145	0.010430	0.077982	0.006519	0.000652		0.002608	0.009126							-0.007823	0.002608	0.011734	-0.001304			-0.001304	0.002608	0.006519	0.001304				0.003911							0.003911		0.006519		
mp:2017-08-13_21.00.00.News_Social.COU.BH	BH	2017-08-13T21:00:00.000Z	News_Social	2.2.19	665.7	0.000532	-0.020279	0.030044	0.003004	0.004507	0.005258	0.152471	0.015773	0.033048	0.051074	0.032297	0.009013	0.063467	0.003004	0.002253			0.005783		-0.003004			0.003004		0.012017	0.000000	0.001502			0.001502		0.012769								0.000751			-0.001502		0.001502		0.021030		
mp:2017-08-13_21.00.00.News_Social.COU.BD	BD	2017-08-13T21:00:00.000Z	News_Social	2.2.19	3782.5	0.003021	-0.166292	0.002512	0.009121	0.001586	-0.000066	0.082221	0.035823	0.041771	0.074818	0.014144	0.020886	0.073001	0.008857	0.005816	0.000264		-0.009584	0.000264	-0.000264	0.001851		-0.000264	-0.000529	0.006742	-0.002776	0.005816			0.001058	-0.000264	0.014408	0.005023		0.000529				0.018771		0.000264		-0.004362				0.016391	0.000529	
mp:2017-08-13_21.00.00.News_Social.COU.BY	BY	2017-08-13T21:00:00.000Z	News_Social	2.2.19	290.0	0.000232	-0.248276		0.013793		0.003448	0.079310	0.089655	0.006897	0.067241	-0.001724	0.013793	0.051724		0.020690			-0.020690							-0.048276	-0.006897	0.020690					0.058621	-0.013793						0.013793								0.041379		
mp:2017-08-13_21.00.00.News_Social.COU.BE	BE	2017-08-13T21:00:00.000Z	News_Social	2.2.19	660.7	0.000528	-0.122597	0.008325	0.006811	0.024974	-0.004919	0.093083	-0.004541	0.053731	0.090813	0.015892	0.018919	0.091759	0.012865	0.006811		0.006054	-0.001362							0.005297	0.001514	0.001514					0.009081							0.000757								0.006054		
mp:2017-08-13_21.00.00.News_Social.COU.BO	BO	2017-08-13T21:00:00.000Z	News_Social	2.2.19	162.9	0.000130	-0.144260	-0.006139	0.003069	0.006139	0.004604	0.141191	0.015347	0.042971	0.049110	0.042971	0.012277	0.068677	0.012277	0.012277			0.002762													-0.030694	0.024555															0.018416		
mp:2017-08-13_21.00.00.News_Social.COU.BA	BA	2017-08-13T21:00:00.000Z	News_Social	2.2.19	98.0	0.000078	-0.071429	-0.030612	0.020408	0.010204	0.010204	0.112245	0.025510	0.051020	0.010204	0.025510	0.010204	0.043367					0.000000							-0.020408		0.010204												0.112245										
mp:2017-08-13_21.00.00.News_Social.COU.BR	BR	2017-08-13T21:00:00.000Z	News_Social	2.2.19	2766.7	0.002210	-0.205118	0.000361	0.008675	0.009759	-0.011656	0.050060	0.023132	0.050963	0.080240	0.024217	0.017168	0.081460	0.012289	0.009578		0.001807	-0.008819	0.000723				0.002530	0.010482	0.006325	0.002892	0.004879				0.001084	0.006867	-0.000361		0.001807	0.000361			0.000723	0.000723			-0.002169				0.012289	0.013012	
mp:2017-08-13_21.00.00.News_Social.COU.BG	BG	2017-08-13T21:00:00.000Z	News_Social	2.2.19	459.0	0.000367	-0.089325	0.019608		0.006536	0.006536	0.056645	0.038126	0.028322	0.111111	-0.001089	0.002179	0.084423	0.002179	0.015251			-0.014161							0.000000	-0.010893	0.013072			0.008715		0.002179							0.015251								0.004357		
mp:2017-08-13_21.00.00.News_Social.COU.KH	KH	2017-08-13T21:00:00.000Z	News_Social	2.2.19	169.0	0.000135	-0.130178	0.011834	0.005917	0.026627	-0.005917	0.047337	0.044379		0.127219	-0.005917	0.011834	0.090237	0.000000	0.017751	0.005917		-0.008876							0.002959		0.005917				-0.005917																0.011834		
mp:2017-08-13_21.00.00.News_Social.COU.CA	CA	2017-08-13T21:00:00.000Z	News_Social	2.2.19	14659.6	0.011708	-0.106108	0.000989	0.004400	0.015110	-0.000631	0.056038	0.021010	0.033528	0.067703	0.018179	0.014973	0.077365	0.009891	0.009550	0.000478	0.002319	-0.007776		0.000546	0.000750		-0.000443	0.001467	-0.000307	-0.000989	0.011965			0.000580	0.000341	0.006753	0.000478		0.002115			-0.000136	0.020567	0.000205	0.000443	-0.000136	-0.001433	0.000000			0.009175	0.000682	-0.000409
mp:2017-08-13_21.00.00.News_Social.COU.KY	KY	2017-08-13T21:00:00.000Z	News_Social	2.2.19	9.0	0.000007	0.555556				-0.055556					0.111111		0.138889																																				
mp:2017-08-13_21.00.00.News_Social.COU.CL	CL	2017-08-13T21:00:00.000Z	News_Social	2.2.19	467.7	0.000374	-0.079111	0.027796	0.002138	0.004276	0.005345	0.042762	-0.017105	0.002138	0.036348	0.018174	0.017105	0.074166		0.002138	0.021381	0.002138	0.007697							0.047039	-0.004276	0.006414			0.002138	0.008552	0.004276	0.002138		0.004276				0.008552								0.012829		
mp:2017-08-13_21.00.00.News_Social.COU.CN	CN	2017-08-13T21:00:00.000Z	News_Social	2.2.19	34972.0	0.027931	-0.131191	-0.003717	0.010766	0.005147	-0.001587	0.049568	0.030353	0.027922	0.080364	0.025678	0.018358	0.076580	0.004103	0.009565	0.000743	0.001458	-0.013401		0.001129	0.000372	-0.000029	0.002388	-0.000043	0.014798	-0.002016	0.008673			0.001015	0.000872	0.010300	0.002273	0.000372	0.000172	0.000029	0.000086	0.000000	0.009508	0.000163	0.000315		-0.002431	0.001458	0.001830	0.000029	0.009179	0.000086	-0.000286
mp:2017-08-13_21.00.00.News_Social.COU.CO	CO	2017-08-13T21:00:00.000Z	News_Social	2.2.19	1364.1	0.001089	-0.034455	0.000367	0.002566	0.008430	-0.003299	0.063045	0.000000	0.015395	0.067077	-0.010630	0.003665	0.073712	0.004399	0.016128		0.013929	-0.006781							0.019793	0.000367	0.004399					0.061066	0.000733						0.000367	0.003519	0.001466		-0.001466		0.000733		0.023459		
mp:2017-08-13_21.00.00.News_Social.COU.CD	CD	2017-08-13T21:00:00.000Z	News_Social	2.2.19	427.7	0.000342	-0.047931	-0.011690		0.030395	-0.002046	0.051438	0.010521	0.053776	0.056114	0.000000	0.014029	0.070727	0.004676	0.019874		0.002338	-0.024316						0.002338	0.049100	-0.016367	-0.002338				0.004676	0.021043							0.002338								0.049100		
