id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	consumptionVolume	productionVolume	regulatoryIssues	supplyVsDemand	supplyVsDemandForecast	acreageCultivated	agDisease	subsidies	subsidiesSentiment	weatherDamage
mp:2017-08-11_19.00.00.News.COM_AGR.CTTL	CTTL	2017-08-11T19:00:00.000Z	News	2.2.18	1431.6	0.125477	-0.183012	-0.038419	0.011176	0.003493	-0.004016	0.074043	0.030036	-0.001397	0.056580	0.012573	0.008382	0.110785	0.006287		0.002096		0.026614	-0.000699	-0.003143		0.010129		0.004890	0.001397			0.002445
mp:2017-08-11_19.00.00.News.COM_AGR.COC	COC	2017-08-11T19:00:00.000Z	News	2.2.18	116.0	0.010167	-0.655172						0.086207	0.008621	0.051724	-0.008621		0.181034			-0.008621												
mp:2017-08-11_19.00.00.News.COM_AGR.COF	COF	2017-08-11T19:00:00.000Z	News	2.2.18	400.0	0.035059	-0.077500	0.037500	0.003750	0.010000	0.006250	0.012500	-0.013750	0.025000	0.061250	0.025000		0.168125	-0.008750		0.007500		0.052500				-0.022500						
mp:2017-08-11_19.00.00.News.COM_AGR.COR	COR	2017-08-11T19:00:00.000Z	News	2.2.18	2102.2	0.184253	-0.181239	-0.031634	0.006660	0.008087	-0.003211	0.003806	-0.016887	0.031871	0.030444	0.016411	0.023071	0.070498	0.003330	-0.000951	-0.023071	-0.005708	0.048378	0.000476	0.029493		0.077538	0.026639	-0.001427	0.008087			0.003568
mp:2017-08-11_19.00.00.News.COM_AGR.COT	COT	2017-08-11T19:00:00.000Z	News	2.2.18	812.3	0.071196	-0.209898	-0.016619	0.007386	0.001231	0.000000	0.029546	0.020928	0.033239	0.080635	0.006155	0.004924	0.113997	-0.002462		0.007386		0.017358	-0.001231	-0.001231		-0.016004	0.001231	0.014773	0.020928			0.007386
mp:2017-08-11_19.00.00.News.COM_AGR.HOGS	HOGS	2017-08-11T19:00:00.000Z	News	2.2.18	40.0	0.003506	-0.275000					0.025000	-0.050000		0.050000			-0.062500			0.000000						-0.100000	-0.200000					
mp:2017-08-11_19.00.00.News.COM_AGR.ORJ	ORJ	2017-08-11T19:00:00.000Z	News	2.2.18	4.0	0.000351	-0.750000									-0.250000		0.250000															
mp:2017-08-11_19.00.00.News.COM_AGR.POIL	POIL	2017-08-11T19:00:00.000Z	News	2.2.18	536.0	0.046979	0.074627	0.018657	0.003731				0.013060	0.050373	0.061567	-0.016791		0.111940	-0.031716		-0.037313	-0.005597	0.009328		0.027985		0.055970	0.018657					
mp:2017-08-11_19.00.00.News.COM_AGR.RICE1	RICE1	2017-08-11T19:00:00.000Z	News	2.2.18	813.0	0.071258	-0.046740	0.009225		0.007380	0.000615	0.027675	0.026445	0.031980	0.078106	0.020295	0.020295	0.127460	-0.002460		-0.001230	-0.002460	0.032595		0.010455		-0.009840	-0.002460	0.003690		0.009840	0.003690	0.052276
mp:2017-08-11_19.00.00.News.COM_AGR.SOY1	SOY1	2017-08-11T19:00:00.000Z	News	2.2.18	1612.8	0.141358	-0.208023	-0.011781	0.003720	0.000620	0.000620	0.003720	-0.035342	0.047743	0.035962	0.009921	0.014571	0.080946	0.006820		-0.027282	-0.007440	0.051959	0.000620	0.035342		0.071925	0.024182	-0.010541				0.001240
mp:2017-08-11_19.00.00.News.COM_AGR.SUG	SUG	2017-08-11T19:00:00.000Z	News	2.2.18	974.4	0.085404	-0.172414	0.035920	0.004105	0.002053	-0.005131	0.005131	-0.005131	0.021552	0.069787	-0.006671	0.007184	0.155634	-0.021552		0.000000		0.035304		0.007184		0.024117		-0.001026				0.002053
mp:2017-08-11_19.00.00.News.COM_AGR.WHT	WHT	2017-08-11T19:00:00.000Z	News	2.2.18	2567.0	0.224992	-0.220686	0.001948	0.005843	0.000779	0.001266	0.001948	0.005064	0.023763	0.061940	-0.018115	0.055317	0.115553	0.025906	0.001558	-0.010908		0.026880		0.011687		0.052980	0.009739	0.001753				0.002143
mp:2017-08-11_19.00.00.News_Social.COM_AGR.CTTL	CTTL	2017-08-11T19:00:00.000Z	News_Social	2.2.18	1819.7	0.135536	-0.176677	-0.034896	0.008793	0.006045	-0.002679	0.081332	0.029675	0.005495	0.052206	0.014288	0.010716	0.111983	0.003022	0.001099	-0.000550		0.028686	0.000000	-0.000550		0.011266		0.002748	0.001099			0.001923
mp:2017-08-11_19.00.00.News_Social.COM_AGR.COC	COC	2017-08-11T19:00:00.000Z	News_Social	2.2.18	116.0	0.008640	-0.655172						0.086207	0.008621	0.051724	-0.008621		0.181034			-0.008621												
mp:2017-08-11_19.00.00.News_Social.COM_AGR.COF	COF	2017-08-11T19:00:00.000Z	News_Social	2.2.18	568.0	0.042306	-0.067782	0.035211	0.002641	0.007042	0.004842	0.012324	-0.000880	0.019366	0.048415	0.017606	0.007042	0.150528	-0.007923		0.007042		0.065141				-0.015845			-0.000880			0.028169
mp:2017-08-11_19.00.00.News_Social.COM_AGR.COR	COR	2017-08-11T19:00:00.000Z	News_Social	2.2.18	2502.8	0.186414	-0.183195	-0.028968	0.005993	0.010788	-0.002697	0.006792	-0.009989	0.031764	0.032164	0.016981	0.019778	0.070191	0.004395	-0.000799	-0.020177	-0.004795	0.053260	0.000400	0.026570		0.074317	0.022375	-0.002797	0.006792			0.013785
mp:2017-08-11_19.00.00.News_Social.COM_AGR.COT	COT	2017-08-11T19:00:00.000Z	News_Social	2.2.18	922.3	0.068695	-0.214681	-0.014637	0.006505	0.001084	0.001626	0.029275	0.022769	0.032527	0.076981	0.004337	0.004337	0.113683	0.001084		0.006505		0.017456	-0.001084	-0.005421		-0.021685	0.001084	0.013011	0.020601			0.007590
mp:2017-08-11_19.00.00.News_Social.COM_AGR.HOGS	HOGS	2017-08-11T19:00:00.000Z	News_Social	2.2.18	102.5	0.007634	-0.165854	0.000000			0.002439	0.102439	-0.029268	0.009756	0.068293	-0.048780	0.009756	0.054878	0.058537		0.000000						-0.039024	-0.078049					
mp:2017-08-11_19.00.00.News_Social.COM_AGR.ORJ	ORJ	2017-08-11T19:00:00.000Z	News_Social	2.2.18	4.0	0.000298	-0.750000									-0.250000		0.250000															
mp:2017-08-11_19.00.00.News_Social.COM_AGR.POIL	POIL	2017-08-11T19:00:00.000Z	News_Social	2.2.18	580.0	0.043200	0.060345	0.017241	0.003448		-0.000862	0.006897	0.012069	0.050000	0.060345	-0.013793		0.106034	-0.029310		-0.034483	-0.005172	0.012069		0.029310	0.003448	0.051724	0.017241					0.003448
mp:2017-08-11_19.00.00.News_Social.COM_AGR.RICE1	RICE1	2017-08-11T19:00:00.000Z	News_Social	2.2.18	1033.5	0.076978	-0.050798	0.019836		0.005806	0.001693	0.033382	0.044993	0.025157	0.080310	0.025641	0.017900	0.134978	0.003870		0.000000	-0.001935	0.029511		0.008224		-0.010160	-0.001935	0.003870		0.012579	0.003870	0.044993
mp:2017-08-11_19.00.00.News_Social.COM_AGR.SOY1	SOY1	2017-08-11T19:00:00.000Z	News_Social	2.2.18	1724.6	0.128452	-0.207584	-0.011017	0.003479	0.000580	0.000870	0.003479	-0.031022	0.044648	0.036820	0.009857	0.014786	0.078627	0.006958		-0.030152	-0.006958	0.049055	0.001740	0.034211		0.064653	0.022614	-0.008698				0.001160
mp:2017-08-11_19.00.00.News_Social.COM_AGR.SUG	SUG	2017-08-11T19:00:00.000Z	News_Social	2.2.18	1310.9	0.097639	-0.146464	0.034328	0.005340	0.002289	-0.006675	0.006103	0.009535	0.024411	0.077428	0.003433	0.011443	0.162503	-0.013731	0.000763	-0.003051		0.034633		0.008391		0.020215		-0.000763	0.001526			0.003433
mp:2017-08-11_19.00.00.News_Social.COM_AGR.WHT	WHT	2017-08-11T19:00:00.000Z	News_Social	2.2.18	2741.7	0.204208	-0.214283	0.003647	0.005471	0.000729	0.001824	0.002371	0.007295	0.022249	0.062917	-0.016048	0.052522	0.115239	0.024620	0.001459	-0.010942		0.026699		0.012401		0.055075	0.009118	0.003100		0.000365		0.002006
mp:2017-08-11_19.00.00.Social.COM_AGR.CTTL	CTTL	2017-08-11T19:00:00.000Z	Social	2.2.18	388.1	0.192443	-0.153311	-0.021902		0.015460	0.002255	0.108220	0.028343	0.030920	0.036073	0.020613	0.019325	0.116400	-0.009018	0.005153	-0.010307		0.036331	0.002577	0.009018		0.015460		-0.005153				
mp:2017-08-11_19.00.00.Social.COM_AGR.COF	COF	2017-08-11T19:00:00.000Z	Social	2.2.18	168.0	0.083304	-0.044643	0.029762			0.001488	0.011905	0.029762	0.005952	0.017857	0.000000	0.023810	0.108631	-0.005952		0.005952		0.095238							-0.002976			0.095238
mp:2017-08-11_19.00.00.Social.COM_AGR.COR	COR	2017-08-11T19:00:00.000Z	Social	2.2.18	400.6	0.198641	-0.193460	-0.014978	0.002496	0.024963		0.022466	0.026211	0.031203	0.041188	0.019970	0.002496	0.068585	0.009985		-0.004993		0.078882		0.011233		0.057414		-0.009985				0.067399
mp:2017-08-11_19.00.00.Social.COM_AGR.COT	COT	2017-08-11T19:00:00.000Z	Social	2.2.18	110.0	0.054545	-0.250000				0.013636	0.027273	0.036364	0.027273	0.050000	-0.009091		0.111364	0.027273				0.018182		-0.036364		-0.063636			0.018182			0.009091
mp:2017-08-11_19.00.00.Social.COM_AGR.HOGS	HOGS	2017-08-11T19:00:00.000Z	Social	2.2.18	62.5	0.030991	-0.096000	0.000000			0.004000	0.152000	-0.016000	0.016000	0.080000	-0.080000	0.016000	0.130000	0.096000														
