id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	consumptionVolume	productionVolume	regulatoryIssues	supplyVsDemand	supplyVsDemandForecast	acreageCultivated	agDisease	subsidies	subsidiesSentiment	weatherDamage
mp:2017-08-11_21.00.00.News.COM_AGR.CTTL	CTTL	2017-08-11T21:00:00.000Z	News	2.2.18	1404.6	0.117513	-0.143101	-0.009255	0.012815	0.003560	0.001602	0.069415	0.029190	0.003560	0.044497	0.012459	0.007119	0.095294	0.010679		0.006408		0.033177	-0.000712	-0.003204		0.010323	0.001424	0.004272	0.001424			0.003204
mp:2017-08-11_21.00.00.News.COM_AGR.COC	COC	2017-08-11T21:00:00.000Z	News	2.2.18	123.0	0.010291	-0.674797						0.081301	0.008130	0.048780	-0.008130		0.184959			-0.008130												
mp:2017-08-11_21.00.00.News.COM_AGR.COF	COF	2017-08-11T21:00:00.000Z	News	2.2.18	429.0	0.035891	-0.088578	0.030303	0.003497	0.006993	0.005828	0.011655	-0.019814	0.027972	0.061772	0.023310		0.162005	-0.012821		0.011655		0.058275				-0.020979						
mp:2017-08-11_21.00.00.News.COM_AGR.COR	COR	2017-08-11T21:00:00.000Z	News	2.2.18	2104.2	0.176044	-0.150651	-0.029702	0.005228	0.008079	-0.000832	0.005228	-0.026376	0.037069	0.021861	0.000475	0.021861	0.071856	0.008079	-0.000475	-0.024475	-0.005703	0.049995		0.035881		0.088395	0.028039	-0.002851	0.004277			0.002139
mp:2017-08-11_21.00.00.News.COM_AGR.COT	COT	2017-08-11T21:00:00.000Z	News	2.2.18	818.7	0.068495	-0.218029	-0.021375	0.007329	0.001221	-0.000305	0.029315	0.020765	0.031758	0.089776	0.009772	0.009772	0.116343	-0.004886		0.006107		0.018932	-0.001221	-0.002443		0.001221		0.015879	0.020765			0.007329
mp:2017-08-11_21.00.00.News.COM_AGR.HOGS	HOGS	2017-08-11T21:00:00.000Z	News	2.2.18	110.0	0.009203	0.045455	0.072727	0.018182			0.027273	-0.072727		0.036364	-0.036364		0.054545	0.036364		0.054545						-0.036364	-0.072727					
mp:2017-08-11_21.00.00.News.COM_AGR.ORJ	ORJ	2017-08-11T21:00:00.000Z	News	2.2.18	4.0	0.000335	-0.750000									-0.250000		0.250000															
mp:2017-08-11_21.00.00.News.COM_AGR.POIL	POIL	2017-08-11T21:00:00.000Z	News	2.2.18	536.0	0.044843	0.074627	0.018657	0.003731				0.013060	0.050373	0.061567	-0.016791		0.111940	-0.031716		-0.037313	-0.005597	0.009328		0.027985		0.055970	0.018657					
mp:2017-08-11_21.00.00.News.COM_AGR.RICE1	RICE1	2017-08-11T21:00:00.000Z	News	2.2.18	781.5	0.065383	-0.053103	0.007038		0.007678	0.001919	0.028791	0.025592	0.031990	0.074856	0.023672	0.018554	0.122201	-0.002559		-0.001280	-0.002559	0.037748		0.010877		0.010237	0.000000	0.005118		0.010237	0.003839	0.055022
mp:2017-08-11_21.00.00.News.COM_AGR.SOY1	SOY1	2017-08-11T21:00:00.000Z	News	2.2.18	1716.5	0.143608	-0.194873	-0.009904	0.003495	0.000583	0.000583	0.008156	-0.038159	0.042237	0.032333	0.004661	0.014273	0.063137	0.009321		-0.024468	-0.006991	0.053597		0.042528		0.097291	0.039033	-0.009904				0.000583
mp:2017-08-11_21.00.00.News.COM_AGR.SUG	SUG	2017-08-11T21:00:00.000Z	News	2.2.18	1109.9	0.092858	-0.136949	0.018020	0.003604	0.001802	-0.004505	0.004505	-0.002703	0.035138	0.065321	-0.002252	0.012614	0.160623	-0.033336		-0.003604		0.032796		0.006307		0.021173		-0.000901				0.001802
mp:2017-08-11_21.00.00.News.COM_AGR.WHT	WHT	2017-08-11T21:00:00.000Z	News	2.2.18	2815.3	0.235537	-0.243846	0.002486	0.006038	0.000710	0.001154	0.003907	0.001066	0.020602	0.070685	-0.022378	0.050616	0.120698	0.020779	0.001421	-0.011366		0.030476		0.008170		0.047597	0.008880	0.000533				0.002131
mp:2017-08-11_21.00.00.News_Social.COM_AGR.CTTL	CTTL	2017-08-11T21:00:00.000Z	News_Social	2.2.18	1787.7	0.128405	-0.140404	-0.012027	0.010069	0.006153	0.001748	0.076914	0.028528	0.009509	0.042792	0.014264	0.009789	0.100143	0.006433	0.001119	0.002797		0.033675	0.000000	-0.000559		0.011467	0.001119	0.002238	0.001119			0.002517
mp:2017-08-11_21.00.00.News_Social.COM_AGR.COC	COC	2017-08-11T21:00:00.000Z	News_Social	2.2.18	123.0	0.008835	-0.674797						0.081301	0.008130	0.048780	-0.008130		0.184959			-0.008130												
mp:2017-08-11_21.00.00.News_Social.COM_AGR.COF	COF	2017-08-11T21:00:00.000Z	News_Social	2.2.18	602.0	0.043240	-0.080565	0.029900	0.002492	0.004983	0.004568	0.011628	-0.007475	0.023256	0.049003	0.016611	0.008306	0.147841	-0.012458		0.009967		0.069767				-0.014950			-0.000831			0.023256
mp:2017-08-11_21.00.00.News_Social.COM_AGR.COR	COR	2017-08-11T21:00:00.000Z	News_Social	2.2.18	2485.3	0.178511	-0.156722	-0.029574	0.005231	0.010462	-0.000805	0.008852	-0.018911	0.035207	0.024142	0.003219	0.018911	0.070535	0.008450	-0.000402	-0.021527	-0.004828	0.055044		0.031385		0.084094	0.023740	-0.004426	0.003621			0.012675
mp:2017-08-11_21.00.00.News_Social.COM_AGR.COT	COT	2017-08-11T21:00:00.000Z	News_Social	2.2.18	935.7	0.067208	-0.218553	-0.018703	0.006412	0.001069	0.001336	0.028855	0.022977	0.030993	0.084429	0.007481	0.008550	0.114620	-0.001069		0.005344		0.018703	-0.001069	-0.006412		-0.002137		0.013893	0.020306			0.007481
mp:2017-08-11_21.00.00.News_Social.COM_AGR.HOGS	HOGS	2017-08-11T21:00:00.000Z	News_Social	2.2.18	159.5	0.011456	0.018809	0.050157	0.012539		0.001567	0.053292	-0.056426	0.006270	0.056426	-0.050157	0.006270	0.080721	0.062696		0.037618						-0.025078	-0.050157					
mp:2017-08-11_21.00.00.News_Social.COM_AGR.ORJ	ORJ	2017-08-11T21:00:00.000Z	News_Social	2.2.18	4.0	0.000287	-0.750000									-0.250000		0.250000															
mp:2017-08-11_21.00.00.News_Social.COM_AGR.POIL	POIL	2017-08-11T21:00:00.000Z	News_Social	2.2.18	580.0	0.041659	0.060345	0.017241	0.003448		-0.000862	0.006897	0.012069	0.050000	0.060345	-0.013793		0.106034	-0.029310		-0.034483	-0.005172	0.012069		0.029310	0.003448	0.051724	0.017241					0.003448
mp:2017-08-11_21.00.00.News_Social.COM_AGR.RICE1	RICE1	2017-08-11T21:00:00.000Z	News_Social	2.2.18	1002.0	0.071970	-0.055888	0.018463		0.005988	0.002745	0.034431	0.044910	0.024950	0.077844	0.028443	0.016467	0.131113	0.003992		0.000000	-0.001996	0.033433		0.008483		0.005489	0.000000	0.004990		0.012974	0.003992	0.046906
