id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	loveHate	anger	debtDefault	innovation	marketRisk	budgetDeficit	businessExpansion	centralBank	commercialRealEstateSentiment	consumerSentiment	creditEasyVsTight	economicGrowth	economicUncertainty	economicVolatility	financialSystemInstability	fiscalPolicyLooseVsTight	governmentAnger	governmentCorruption	governmentInstability	inflation	inflationForecast	interestRates	interestRatesForecast	investmentFlows	monetaryPolicyLooseVsTight	naturalDisasters	regimeChange	residentialRealEstateGrowth	residentialRealEstateSales	residentialRealEstateSentiment	residentialRealEstateValues	sanctions	socialInequality	socialUnrest	tradeBalance	unemployment
mp:2017-08-13_06.00.00.News_Social.COU.AF	AF	2017-08-13T06:00:00.000Z	News_Social	2.2.19	4223.0	0.003424	-0.171442	-0.014563	0.005683	0.000237	-0.002161	0.333057	0.045584	0.033862	0.054227	0.005446	0.008762	0.017153	0.000710	0.011485			-0.016280						0.000000	-0.002723	-0.000237	0.005920			0.001658	0.004736	0.020365	-0.000237		-0.000237				0.001421	0.000237			-0.007578		0.000947		0.030665	0.005328	0.002368
mp:2017-08-13_06.00.00.News_Social.COU.DZ	DZ	2017-08-13T06:00:00.000Z	News_Social	2.2.19	708.7	0.000575	-0.089601	-0.004233	0.007761		0.006350	0.062791	0.095950	0.022577	0.075490	0.032454	0.008466	0.061821	0.000000	0.006350		0.002822	-0.009736					-0.001411		-0.028221	-0.002822	0.108650			0.001411	-0.004233	0.021166							0.001411	0.002822							0.005644		
mp:2017-08-13_06.00.00.News_Social.COU.AO	AO	2017-08-13T06:00:00.000Z	News_Social	2.2.19	147.9	0.000120	-0.040568	0.040568	0.003381	0.006761	0.030426	0.037187	0.023665	0.027045	0.047329	0.006761	0.013523	0.068881	-0.006761	0.006761			0.040230							-0.067613	0.000000	0.013523			0.006761		0.006761																-0.027045	
mp:2017-08-13_06.00.00.News_Social.COU.AR	AR	2017-08-13T06:00:00.000Z	News_Social	2.2.19	2612.7	0.002118	-0.128603	0.004784	0.003445	0.009760	-0.000670	0.057795	0.005167	0.032916	0.075975	0.053967	0.007464	0.073994	0.008803	0.002296		0.010717	-0.007406		0.000765			0.000383		0.004593	-0.000765	0.000383		-0.000383	0.000957	-0.002488	0.003521	0.001148	0.000765					0.087075	0.000077			-0.000383				0.014353		
mp:2017-08-13_06.00.00.News_Social.COU.AM	AM	2017-08-13T06:00:00.000Z	News_Social	2.2.19	79.0	0.000064	-0.177215	0.012658	0.012658	0.025316	0.006329	0.126582	0.107595	0.025316	0.094937	0.025316	0.012658	0.078323	0.012658	0.012658			-0.003165					0.006329		0.006329		-0.006329					-0.012658															0.012658		
mp:2017-08-13_06.00.00.News_Social.COU.AU	AU	2017-08-13T06:00:00.000Z	News_Social	2.2.19	34809.9	0.028222	-0.135766	-0.007455	0.010241	0.011505	-0.003612	0.055214	0.032663	0.041382	0.077507	0.021431	0.017380	0.087036	0.004553	0.012970	0.000072	0.001953	-0.013835		0.000603	0.000115		-0.001005	0.000230	0.002183	0.000057	0.009296	0.000115		0.001077	0.001120	0.009411	0.001034	0.000086	-0.000115	0.000086			0.004266	0.000103	0.000776	-0.000287	-0.012439	0.000689	-0.000086	0.000417	0.007053	0.000000	-0.000603
mp:2017-08-13_06.00.00.News_Social.COU.AT	AT	2017-08-13T06:00:00.000Z	News_Social	2.2.19	632.0	0.000512	0.012658	0.004747	0.004747	0.023734	-0.000593	0.058544	0.025316	0.032437	0.051424	0.033228	0.012658	0.096025	0.014241	0.004747		0.001582	-0.001187							-0.004747		0.020570					0.003165											-0.006329				0.001582		
mp:2017-08-13_06.00.00.News_Social.COU.BH	BH	2017-08-13T06:00:00.000Z	News_Social	2.2.19	2148.0	0.001741	-0.279795	0.005121	0.000931	0.001862	-0.001455	0.064479	0.023510	0.125233	0.113594	0.033054	0.000931	0.079522	0.003259	0.001629			-0.001746					0.000698		0.073091		0.001397					0.008147								0.000233			0.000466				0.009078	-0.001862	-0.000466
mp:2017-08-13_06.00.00.News_Social.COU.BD	BD	2017-08-13T06:00:00.000Z	News_Social	2.2.19	3625.7	0.002939	-0.199823	-0.008412	0.008136	0.004137	-0.011101	0.099153	0.030477	0.038475	0.066884	0.005240	0.008964	0.074375	0.003586	0.008688		0.002206	-0.009929			0.003586		0.000000	0.000827	0.004689	-0.001379	0.002537			0.000276	0.007723	0.011584	0.004551		-0.000552				0.011032	0.000827	0.000552		-0.002206				0.020548	0.001655	-0.000276
mp:2017-08-13_06.00.00.News_Social.COU.BY	BY	2017-08-13T06:00:00.000Z	News_Social	2.2.19	51.5	0.000042	-0.058252					0.038835	0.174757	0.019417	0.165049		0.038835	0.093447	0.019417	0.058252			-0.058252																									-0.097087				0.019417		
