id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	loveHate	carryTrade	currencyPegInstability	priceMomentum
mp:2017-08-12_17.00.00.News.CUR.AUD	AUD	2017-08-12T17:00:00.000Z	News	2.2.18	24.0	0.005098	-0.375000	-0.041667				0.041667	0.041667	0.208333	0.125000			0.125000			-0.041667	-0.041667	0.041667				0.041667
mp:2017-08-12_17.00.00.News.CUR.CAD	CAD	2017-08-12T17:00:00.000Z	News	2.2.18	213.0	0.045248	0.164319	0.018779			0.065728	0.042254	0.032864		0.042254	0.023474	0.009390	0.113850	0.028169		0.117371		0.004695				0.018779
mp:2017-08-12_17.00.00.News.CUR.CNY	CNY	2017-08-12T17:00:00.000Z	News	2.2.18	745.5	0.158368	-0.064386	0.049631		0.001341	0.006707	0.020121	-0.012072	0.009390	0.011402	-0.012072	0.012072	0.077632	-0.006707		0.085848	0.020121	0.020121	0.001341			0.091214
mp:2017-08-12_17.00.00.News.CUR.EUR	EUR	2017-08-12T17:00:00.000Z	News	2.2.18	526.2	0.111781	-0.144432	0.002851	0.007602	0.007602	0.000000	0.003801	0.014253	0.039909	0.071266	0.024705	0.011403	0.126995	-0.000950	-0.000950	0.044660	0.001900	0.006081	0.001900		-0.001900	0.001900
mp:2017-08-12_17.00.00.News.CUR.INR	INR	2017-08-12T17:00:00.000Z	News	2.2.18	235.0	0.049921	-0.387234	-0.025532			0.002128	0.004255	0.014894	0.025532	0.061702	0.029787	0.014894	0.118617			-0.021277		0.008511				-0.034043
mp:2017-08-12_17.00.00.News.CUR.IDR	IDR	2017-08-12T17:00:00.000Z	News	2.2.18	34.0	0.007223	0.205882						-0.294118			-0.147059		0.198529			-0.029412			0.147059			
mp:2017-08-12_17.00.00.News.CUR.ILS	ILS	2017-08-12T17:00:00.000Z	News	2.2.18	6.0	0.001275	0.166667				0.041667							0.083333			0.333333						
mp:2017-08-12_17.00.00.News.CUR.JPY	JPY	2017-08-12T17:00:00.000Z	News	2.2.18	304.7	0.064728	-0.214966	-0.022973	0.022973			0.031178	0.011487	0.022973	0.105021	0.006564	0.029537	0.119216	-0.003282	-0.006564	0.059074	0.003282	0.030194	0.003282			0.009846
mp:2017-08-12_17.00.00.News.CUR.MYR	MYR	2017-08-12T17:00:00.000Z	News	2.2.18	87.0	0.018482	0.000000	-0.022989			0.005747	0.040230	0.040230		0.045977	0.022989		0.091954			0.126437		0.011494				0.011494
mp:2017-08-12_17.00.00.News.CUR.MXN	MXN	2017-08-12T17:00:00.000Z	News	2.2.18	405.6	0.086162	-0.145464					0.007396	0.007396	0.081361	0.036982	-0.022189		0.106262	0.014793		-0.054241		0.016272				0.007396
mp:2017-08-12_17.00.00.News.CUR.KRW	KRW	2017-08-12T17:00:00.000Z	News	2.2.18	9.0	0.001912	-0.111111							0.222222	0.222222			0.138889	-0.111111		0.111111						
mp:2017-08-12_17.00.00.News.CUR.CHF	CHF	2017-08-12T17:00:00.000Z	News	2.2.18	5.0	0.001062	-0.600000											0.050000			0.000000						
mp:2017-08-12_17.00.00.News.CUR.THB	THB	2017-08-12T17:00:00.000Z	News	2.2.18	65.0	0.013808	-0.123077	-0.015385					0.046154	0.076923	0.076923	-0.046154	0.015385	0.038462			0.138462		0.061538				
mp:2017-08-12_17.00.00.News.CUR.USD	USD	2017-08-12T17:00:00.000Z	News	2.2.18	2016.4	0.428347	-0.248463	-0.002232	0.008927	-0.000248	0.025169	0.003967	-0.006199	0.007687	0.064967	-0.014878	0.002480	0.119012	0.000496	0.000496	-0.035459	0.000496	0.007885	0.003472			-0.011159
mp:2017-08-12_17.00.00.News.CUR.GBP	GBP	2017-08-12T17:00:00.000Z	News	2.2.18	31.0	0.006585	-0.177419						-0.064516		0.112903			0.120968	0.032258		0.032258						0.064516
