id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	loveHate	carryTrade	currencyPegInstability	priceMomentum
mp:2017-08-11_18.00.00.News.CUR.ARS	ARS	2017-08-11T18:00:00.000Z	News	2.2.18	17.0	0.000833	-0.352941					0.117647		0.176471		-0.058824		0.044118	-0.058824		-0.235294						
mp:2017-08-11_18.00.00.News.CUR.AUD	AUD	2017-08-11T18:00:00.000Z	News	2.2.18	534.0	0.026169	-0.190075	0.016854	0.009363	0.003745		0.009363	-0.004682	0.046816	0.050562	0.022472	0.020599	0.064139	0.001873		-0.018727	0.003745	0.041199	0.003745			-0.005618
mp:2017-08-11_18.00.00.News.CUR.CAD	CAD	2017-08-11T18:00:00.000Z	News	2.2.18	462.0	0.022641	0.051948	0.004329			0.014069	0.049784	0.038961	0.004329	0.086580	0.019481		0.084416	0.002165		0.021645		0.015152	0.002165			0.019481
mp:2017-08-11_18.00.00.News.CUR.CNY	CNY	2017-08-11T18:00:00.000Z	News	2.2.18	2144.5	0.105094	0.016321	-0.004663	0.003264	0.000466	-0.005887	0.009559	-0.014222	0.030077	0.049895	0.022849	0.000466	0.068547	-0.068314	0.000000	0.088366	0.010259	0.022150	0.002332			0.017020
mp:2017-08-11_18.00.00.News.CUR.EUR	EUR	2017-08-11T18:00:00.000Z	News	2.2.18	2783.6	0.136414	-0.072927	0.009879	0.012035	0.003952	0.002694	0.001257	0.003413	0.031614	0.044367	0.003233	0.011676	0.103319	0.001796	0.000898	0.053528	0.005029	0.008299	0.002335			0.005209
mp:2017-08-11_18.00.00.News.CUR.HKD	HKD	2017-08-11T18:00:00.000Z	News	2.2.18	103.0	0.005048	0.038835				0.004854		0.019417	0.038835	0.077670	0.048544	0.058252	0.114078	-0.009709		0.106796		0.019417		0.038835		0.019417
mp:2017-08-11_18.00.00.News.CUR.INR	INR	2017-08-11T18:00:00.000Z	News	2.2.18	693.2	0.033971	-0.168061	0.028852	0.002885	0.001443	0.004688	0.001443	-0.015868	0.030294	0.034622	-0.008656	0.010098	0.050058	-0.005770		0.039671	0.046163	0.036353				0.005770
mp:2017-08-11_18.00.00.News.CUR.IDR	IDR	2017-08-11T18:00:00.000Z	News	2.2.18	98.0	0.004803	0.096939	0.010204				0.117347	0.132653	0.010204		-0.010204		0.025510	-0.030612		0.173469	0.020408	0.071429				
mp:2017-08-11_18.00.00.News.CUR.ILS	ILS	2017-08-11T18:00:00.000Z	News	2.2.18	6.0	0.000294	0.500000	0.166667										0.041667			0.000000		0.166667				
mp:2017-08-11_18.00.00.News.CUR.JPY	JPY	2017-08-11T18:00:00.000Z	News	2.2.18	1193.1	0.058470	-0.324784	-0.036041	0.041908			0.040650	-0.001676	0.007543	0.160925	0.005448	0.010058	0.134293	-0.008382	-0.007543	0.045679	0.006705	0.020619	0.003353			0.003353
mp:2017-08-11_18.00.00.News.CUR.MYR	MYR	2017-08-11T18:00:00.000Z	News	2.2.18	259.3	0.012707	0.042422	0.000000	-0.003857		0.005785	0.038565	0.003857	0.019283	0.067489	-0.026996	-0.001928	0.019958	-0.003857		0.200540		0.005013				0.007713
mp:2017-08-11_18.00.00.News.CUR.MXN	MXN	2017-08-11T18:00:00.000Z	News	2.2.18	188.0	0.009213	-0.175532	0.010638	0.021277		-0.005319		0.010638	0.042553	0.053191	-0.010638		0.101064			0.127660		0.026596				
mp:2017-08-11_18.00.00.News.CUR.NZD	NZD	2017-08-11T18:00:00.000Z	News	2.2.18	231.5	0.011345	-0.172786	0.004320					-0.008639	0.017279	0.038877	-0.006479	0.012959	0.083693			-0.047516		0.004320				0.021598
mp:2017-08-11_18.00.00.News.CUR.PLN	PLN	2017-08-11T18:00:00.000Z	News	2.2.18	29.8	0.001460	0.218121				-0.012584		-0.067114		0.033557			-0.048658			0.335570	0.100671	0.161074				
mp:2017-08-11_18.00.00.News.CUR.RUB	RUB	2017-08-11T18:00:00.000Z	News	2.2.18	46.2	0.002264	0.119048								0.021645	-0.064935		0.015152	0.010823		0.108225		0.004329				0.086580
mp:2017-08-11_18.00.00.News.CUR.SGD	SGD	2017-08-11T18:00:00.000Z	News	2.2.18	118.0	0.005783	-0.084746					0.008475		0.101695	0.059322	0.101695		-0.076271	0.008475		0.118644		0.110169				0.000000
mp:2017-08-11_18.00.00.News.CUR.ZAR	ZAR	2017-08-11T18:00:00.000Z	News	2.2.18	451.0	0.022102	-0.126386	-0.008869			0.005543		-0.011086	0.031042	0.075388	-0.008869	0.028825	0.085920	-0.017738		0.053215	-0.008869	0.013304				0.035477
mp:2017-08-11_18.00.00.News.CUR.KRW	KRW	2017-08-11T18:00:00.000Z	News	2.2.18	471.5	0.023107	-0.419936					0.028632	0.005302	0.048780	0.080594	0.004242	-0.001060	0.063892	-0.021209		-0.096501		0.024390				-0.004242
mp:2017-08-11_18.00.00.News.CUR.CHF	CHF	2017-08-11T18:00:00.000Z	News	2.2.18	158.5	0.007768	-0.056782	-0.037855				0.063091	-0.018927	0.012618	0.088328	-0.018927	0.006309	0.071767			0.056782		0.015773				0.012618
mp:2017-08-11_18.00.00.News.CUR.THB	THB	2017-08-11T18:00:00.000Z	News	2.2.18	187.7	0.009199	-0.135855	-0.010655			0.001998	0.005328	0.005328	0.074587	0.023974	-0.015983	0.005328	0.049680	-0.002664		0.151838		0.011721				0.010655
mp:2017-08-11_18.00.00.News.CUR.TRY	TRY	2017-08-11T18:00:00.000Z	News	2.2.18	22.0	0.001078	-0.363636					0.090909						-0.068182	0.090909		-0.090909						
mp:2017-08-11_18.00.00.News.CUR.USD	USD	2017-08-11T18:00:00.000Z	News	2.2.18	10096.9	0.494813	-0.263348	-0.022086	0.010300	0.000297	0.000248	0.007874	-0.001783	0.062296	0.069378	0.030653	0.006685	0.054787	0.002476	0.001288	-0.027137	-0.010795	0.039804	0.001486			-0.018917
mp:2017-08-11_18.00.00.News.CUR.GBP	GBP	2017-08-11T18:00:00.000Z	News	2.2.18	110.7	0.005425	-0.523939	-0.027100			-0.002258		0.000000	0.009033	0.081301	-0.009033	0.009033	0.136179	0.004517		-0.108401		0.001807				0.000000
mp:2017-08-11_18.00.00.News_Social.CUR.ARS	ARS	2017-08-11T18:00:00.000Z	News_Social	2.2.18	17.0	0.000555	-0.352941					0.117647		0.176471		-0.058824		0.044118	-0.058824		-0.235294						
mp:2017-08-11_18.00.00.News_Social.CUR.AUD	AUD	2017-08-11T18:00:00.000Z	News_Social	2.2.18	836.5	0.027322	-0.148237	0.035864	0.008368	0.017932	0.000897	0.012552	-0.009564	0.047818	0.052600	0.010759	0.020323	0.090705	0.000598		0.009564	0.005977	0.035266	0.001195			-0.003586
