id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	loveHate	carryTrade	currencyPegInstability	priceMomentum
mp:2017-08-12_16.00.00.News.CUR.AUD	AUD	2017-08-12T16:00:00.000Z	News	2.2.18	24.0	0.004178	-0.375000	-0.041667				0.041667	0.041667	0.208333	0.125000			0.125000			-0.041667	-0.041667	0.041667				0.041667
mp:2017-08-12_16.00.00.News.CUR.CAD	CAD	2017-08-12T16:00:00.000Z	News	2.2.18	312.0	0.054315	0.163462	0.012821			0.049679	0.048077	0.038462		0.054487	0.019231	0.006410	0.100962	0.019231		0.108974		0.003205				0.028846
mp:2017-08-12_16.00.00.News.CUR.CNY	CNY	2017-08-12T16:00:00.000Z	News	2.2.18	753.0	0.131086	-0.065073	0.049137		0.001328	0.006308	0.019920	-0.011952	0.009296	0.009960	-0.012616	0.011952	0.078021	-0.006640		0.084993	0.021248	0.019920	0.001328			0.091633
mp:2017-08-12_16.00.00.News.CUR.EUR	EUR	2017-08-12T16:00:00.000Z	News	2.2.18	841.1	0.146423	-0.079063	0.013078	0.021401	0.007134		0.002378	0.008322	0.082035	0.037451	0.010700	0.008322	0.132238	-0.012484	-0.001189	0.029129	0.002378	0.001308				-0.003567
mp:2017-08-12_16.00.00.News.CUR.INR	INR	2017-08-12T16:00:00.000Z	News	2.2.18	208.0	0.036210	-0.394231	-0.024038			0.002404	0.004808	0.016827	0.024038	0.060096	0.038462	0.012019	0.121995			-0.019231		0.009615				-0.033654
mp:2017-08-12_16.00.00.News.CUR.IDR	IDR	2017-08-12T16:00:00.000Z	News	2.2.18	34.0	0.005919	0.205882						-0.294118			-0.147059		0.198529			-0.029412			0.147059			
mp:2017-08-12_16.00.00.News.CUR.ILS	ILS	2017-08-12T16:00:00.000Z	News	2.2.18	6.0	0.001045	0.166667				0.041667							0.083333			0.333333						
mp:2017-08-12_16.00.00.News.CUR.JPY	JPY	2017-08-12T16:00:00.000Z	News	2.2.18	304.7	0.053044	-0.214966	-0.022973	0.022973			0.031178	0.011487	0.022973	0.105021	0.006564	0.029537	0.119216	-0.003282	-0.006564	0.059074	0.003282	0.030194	0.003282			0.009846
mp:2017-08-12_16.00.00.News.CUR.MYR	MYR	2017-08-12T16:00:00.000Z	News	2.2.18	114.0	0.019846	0.078947	-0.017544			0.004386	0.030702	0.030702		0.035088	0.017544		0.076754			0.149123		0.008772				0.008772
mp:2017-08-12_16.00.00.News.CUR.MXN	MXN	2017-08-12T16:00:00.000Z	News	2.2.18	405.6	0.070609	-0.145464					0.007396	0.007396	0.081361	0.036982	-0.022189		0.106262	0.014793		-0.054241		0.016272				0.007396
mp:2017-08-12_16.00.00.News.CUR.RUB	RUB	2017-08-12T16:00:00.000Z	News	2.2.18	21.0	0.003656	0.142857								0.047619	-0.047619		-0.035714			0.190476						0.095238
mp:2017-08-12_16.00.00.News.CUR.ZAR	ZAR	2017-08-12T16:00:00.000Z	News	2.2.18	50.0	0.008704	-0.320000						-0.080000	0.080000	0.040000	-0.040000	0.040000	0.130000	-0.040000		-0.040000						
mp:2017-08-12_16.00.00.News.CUR.KRW	KRW	2017-08-12T16:00:00.000Z	News	2.2.18	9.0	0.001567	-0.111111							0.222222	0.222222			0.138889	-0.111111		0.111111						
mp:2017-08-12_16.00.00.News.CUR.CHF	CHF	2017-08-12T16:00:00.000Z	News	2.2.18	5.0	0.000870	-0.600000											0.050000			0.000000						
mp:2017-08-12_16.00.00.News.CUR.THB	THB	2017-08-12T16:00:00.000Z	News	2.2.18	140.0	0.024372	-0.200000	-0.007143					0.064286	0.085714	0.050000	-0.021429	0.007143	0.051786			0.064286		0.028571				0.014286
mp:2017-08-12_16.00.00.News.CUR.USD	USD	2017-08-12T16:00:00.000Z	News	2.2.18	2472.9	0.430496	-0.250718	-0.001415	0.007279	0.000607	0.020522	0.003235	-0.008290	0.008694	0.063488	-0.015164	0.002022	0.115290	0.002426	0.000404	-0.040641	0.000404	0.006430	0.002831			-0.016378
mp:2017-08-12_16.00.00.News.CUR.GBP	GBP	2017-08-12T16:00:00.000Z	News	2.2.18	44.0	0.007660	-0.193182	-0.022727			-0.005682		-0.045455		0.125000		0.022727	0.125000	0.022727		-0.045455						0.045455
mp:2017-08-12_16.00.00.Social.CUR.AUD	AUD	2017-08-12T16:00:00.000Z	Social	2.2.18	149.5	0.012214	-0.107023	0.006689	0.006689		0.020067	0.033445	0.006689	0.033445	0.020067	0.006689	0.010033	0.035953	0.026756		0.110368		0.090301	0.020067			0.000000
mp:2017-08-12_16.00.00.Social.CUR.CAD	CAD	2017-08-12T16:00:00.000Z	Social	2.2.18	88.0	0.007190	-0.170455		0.011364			0.045455	0.034091		0.073864	0.034091	0.011364	0.059659	-0.011364		0.142045		0.011364	0.022727			0.034091
mp:2017-08-12_16.00.00.Social.CUR.CNY	CNY	2017-08-12T16:00:00.000Z	Social	2.2.18	61.5	0.005025	-0.260163	-0.016260				0.016260	0.032520	0.081301	0.016260			0.071138			-0.186992	-0.032520	0.032520				
mp:2017-08-12_16.00.00.Social.CUR.EUR	EUR	2017-08-12T16:00:00.000Z	Social	2.2.18	648.5	0.052983	-0.298381	0.007710		0.010794	0.000771	0.010794	-0.011565	0.021588	0.111025	-0.002313	0.010794	0.106592	0.007710	0.001542	-0.046261	0.000000	0.024672	0.001542			0.006168
mp:2017-08-12_16.00.00.Social.CUR.INR	INR	2017-08-12T16:00:00.000Z	Social	2.2.18	58.5	0.004780	-0.145299				0.004274	0.017094	0.068376		0.085470	0.051282	0.042735	0.170940	-0.034188	-0.017094	0.051282						
mp:2017-08-12_16.00.00.Social.CUR.IDR	IDR	2017-08-12T16:00:00.000Z	Social	2.2.18	5.0	0.000409	1.000000											0.250000									
mp:2017-08-12_16.00.00.Social.CUR.ILS	ILS	2017-08-12T16:00:00.000Z	Social	2.2.18	6.0	0.000490	0.166667				0.041667							0.083333			0.333333						
