id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	consumptionVolume	productionVolume	regulatoryIssues	supplyVsDemand	supplyVsDemandForecast	acreageCultivated	agDisease	subsidies	subsidiesSentiment	weatherDamage
mp:2017-08-13_17.00.00.Social.COM_AGR.CTTL	CTTL	2017-08-13T17:00:00.000Z	Social	2.2.19	133.0	0.186929	-0.195489	-0.015038	0.007519		0.000000	0.090226	0.015038	0.097744	0.052632	0.007519	0.015038	0.110902					0.142857							0.060150			
mp:2017-08-13_17.00.00.Social.COM_AGR.COF	COF	2017-08-13T17:00:00.000Z	Social	2.2.19	35.0	0.049192	0.114286						-0.042857			0.042857		0.135714	0.028571								0.057143						0.114286
mp:2017-08-13_17.00.00.Social.COM_AGR.COR	COR	2017-08-13T17:00:00.000Z	Social	2.2.19	48.5	0.068166	-0.185567			0.041237	-0.015464	0.061856	0.000000		0.103093	-0.010309	0.020619	0.048969			-0.041237		0.164948				0.041237						0.061856
mp:2017-08-13_17.00.00.Social.COM_AGR.COT	COT	2017-08-13T17:00:00.000Z	Social	2.2.19	110.0	0.154603	-0.059091	-0.018182		0.027273		0.059091	0.054545	0.018182	0.040909	0.036364	0.009091	0.131818	0.000000		0.018182		0.036364		0.050000		0.018182		0.009091				
mp:2017-08-13_17.00.00.Social.COM_AGR.HOGS	HOGS	2017-08-13T17:00:00.000Z	Social	2.2.19	36.5	0.051300	-0.301370					0.027397	0.013699	0.136986	0.164384	-0.027397	0.054795	0.140411					0.054795		0.000000		0.027397						
mp:2017-08-13_17.00.00.Social.COM_AGR.RICE1	RICE1	2017-08-13T17:00:00.000Z	Social	2.2.19	82.0	0.115249	-0.109756			0.012195	0.003049		0.036585		0.060976		0.012195	0.115854	0.000000						0.146341		-0.097561						
mp:2017-08-13_17.00.00.Social.COM_AGR.SOY1	SOY1	2017-08-13T17:00:00.000Z	Social	2.2.19	23.0	0.032326	-0.304348						0.043478		0.043478		0.043478	0.010870	0.086957				0.130435				-0.086957						
mp:2017-08-13_17.00.00.Social.COM_AGR.SUG	SUG	2017-08-13T17:00:00.000Z	Social	2.2.19	81.5	0.114547	-0.134969	0.036810		0.012270			0.085890		0.116564	0.024540	0.012270	0.200920	0.012270	0.012270				0.024540	0.024540				-0.024540				
mp:2017-08-13_17.00.00.Social.COM_AGR.WHT	WHT	2017-08-13T17:00:00.000Z	Social	2.2.19	162.0	0.227688	-0.012346	0.037037	0.024691		-0.004630	0.012346	-0.021605		0.067901	-0.012346	0.003086	0.118827					0.018519		0.064815		0.061728	0.006173	0.021605				
mp:2017-08-13_17.00.00.News_Social.COM_AGR.CTTL	CTTL	2017-08-13T17:00:00.000Z	News_Social	2.2.19	434.5	0.149662	-0.191024	-0.006904	0.002301	0.011507	-0.021864	0.069045	0.013809	0.029919	0.062140	-0.016110	0.023015	0.170598	0.006904				0.048331				-0.020713		-0.001151	0.027618			
mp:2017-08-13_17.00.00.News_Social.COM_AGR.COC	COC	2017-08-13T17:00:00.000Z	News_Social	2.2.19	42.7	0.014708	-0.210773						0.023419	0.187354			0.023419	0.019321			-0.023419		0.121780				0.187354		0.058548				
mp:2017-08-13_17.00.00.News_Social.COM_AGR.COF	COF	2017-08-13T17:00:00.000Z	News_Social	2.2.19	124.5	0.042884	-0.020080	-0.040161	0.008032	0.024096			-0.060241		0.040161	-0.036145	0.008032	0.187751	-0.016064				0.016064		0.008032		0.024096						0.032129
mp:2017-08-13_17.00.00.News_Social.COM_AGR.COR	COR	2017-08-13T17:00:00.000Z	News_Social	2.2.19	288.5	0.099373	-0.150780	-0.008666		0.013865	-0.006932	0.006932	-0.013865	0.029463	0.065858	0.020797	0.005199	0.038128	0.003466		-0.020797	-0.010399	0.053726		0.010399		0.102253	0.051993	-0.003466				0.013865
mp:2017-08-13_17.00.00.News_Social.COM_AGR.COT	COT	2017-08-13T17:00:00.000Z	News_Social	2.2.19	561.7	0.193476	-0.114830	-0.008902	0.012462	0.005341	-0.009347	0.032936	0.044508	0.032936	0.080114	0.012462	0.008902	0.143448	-0.012462		-0.015133	-0.016023	0.025280		0.025814		-0.001780		0.003561	0.001780			
mp:2017-08-13_17.00.00.News_Social.COM_AGR.HOGS	HOGS	2017-08-13T17:00:00.000Z	News_Social	2.2.19	46.5	0.016017	-0.290323		0.021505			0.021505	0.053763	0.107527	0.172043	0.010753	0.043011	0.147849					0.064516		0.000000		0.021505						
mp:2017-08-13_17.00.00.News_Social.COM_AGR.POIL	POIL	2017-08-13T17:00:00.000Z	News_Social	2.2.19	31.0	0.010678	0.064516						0.064516					-0.064516			0.000000		0.032258		0.032258		-0.161290	-0.032258					
mp:2017-08-13_17.00.00.News_Social.COM_AGR.RICE1	RICE1	2017-08-13T17:00:00.000Z	News_Social	2.2.19	584.5	0.201330	-0.165098	0.016253		0.008554	0.002139	0.008554	0.049615	0.030796	0.061591	-0.009410	0.010265	0.130667	-0.002566		0.005133		0.011976	0.006843	0.040205		-0.070145	0.001711	0.000000				0.011976
mp:2017-08-13_17.00.00.News_Social.COM_AGR.SOY1	SOY1	2017-08-13T17:00:00.000Z	News_Social	2.2.19	93.0	0.032034	-0.177419	0.010753				-0.010753	0.037634	0.005376	0.080645	0.000000	0.021505	0.041667	0.021505				0.032258		0.000000		-0.010753	-0.010753					-0.005376
mp:2017-08-13_17.00.00.News_Social.COM_AGR.SUG	SUG	2017-08-13T17:00:00.000Z	News_Social	2.2.19	133.1	0.045846	-0.127724	0.022539	0.007513	0.007513	0.003757		0.052592		0.131480	0.007513	0.052592	0.201165	-0.007513	0.007513			-0.004508	0.015026	0.007513		-0.007513		-0.015026				
mp:2017-08-13_17.00.00.News_Social.COM_AGR.WHT	WHT	2017-08-13T17:00:00.000Z	News_Social	2.2.19	563.2	0.193993	-0.169567	0.017756	0.017756		0.006658	0.003551	0.002663	0.016868	0.078125	-0.045277	0.014205	0.131481	0.007990		-0.003551		0.009411	0.007102	0.016868		0.024858	0.008878	0.006214				0.003551
mp:2017-08-13_17.00.00.News.COM_AGR.CTTL	CTTL	2017-08-13T17:00:00.000Z	News	2.2.19	301.5	0.137564	-0.189055	-0.003317		0.016584	-0.031509	0.059701	0.013267		0.066335	-0.026534	0.026534	0.196932	0.009950				0.006633				-0.029851		-0.001658	0.013267			
mp:2017-08-13_17.00.00.News.COM_AGR.COC	COC	2017-08-13T17:00:00.000Z	News	2.2.19	42.7	0.019483	-0.210773						0.023419	0.187354			0.023419	0.019321			-0.023419		0.121780				0.187354		0.058548				
mp:2017-08-13_17.00.00.News.COM_AGR.COF	COF	2017-08-13T17:00:00.000Z	News	2.2.19	89.5	0.040836	-0.072626	-0.055866	0.011173	0.033520			-0.067039		0.055866	-0.067039	0.011173	0.208101	-0.033520				0.022346		0.011173		0.011173						
mp:2017-08-13_17.00.00.News.COM_AGR.COR	COR	2017-08-13T17:00:00.000Z	News	2.2.19	240.0	0.109504	-0.143750	-0.010417		0.008333	-0.005208	-0.004167	-0.016667	0.035417	0.058333	0.027083	0.002083	0.035937	0.004167		-0.016667	-0.012500	0.031250		0.012500		0.114583	0.062500	-0.004167				0.004167
mp:2017-08-13_17.00.00.News.COM_AGR.COT	COT	2017-08-13T17:00:00.000Z	News	2.2.19	451.7	0.206096	-0.128404	-0.006642	0.015497		-0.011623	0.026566	0.042063	0.036529	0.089661	0.006642	0.008855	0.146281	-0.015497		-0.023246	-0.019925	0.022581		0.019925		-0.006642		0.002214	0.002214			
mp:2017-08-13_17.00.00.News.COM_AGR.HOGS	HOGS	2017-08-13T17:00:00.000Z	News	2.2.19	10.0	0.004563	-0.250000		0.100000				0.200000		0.200000	0.150000		0.175000					0.100000										
mp:2017-08-13_17.00.00.News.COM_AGR.POIL	POIL	2017-08-13T17:00:00.000Z	News	2.2.19	31.0	0.014144	0.064516						0.064516					-0.064516			0.000000		0.032258		0.032258		-0.161290	-0.032258					
mp:2017-08-13_17.00.00.News.COM_AGR.RICE1	RICE1	2017-08-13T17:00:00.000Z	News	2.2.19	502.5	0.229274	-0.174129	0.018905		0.007960	0.001990	0.009950	0.051741	0.035821	0.061692	-0.010945	0.009950	0.133085	-0.002985		0.005970		0.013930	0.007960	0.022886		-0.065672	0.001990	0.000000				0.013930
mp:2017-08-13_17.00.00.News.COM_AGR.SOY1	SOY1	2017-08-13T17:00:00.000Z	News	2.2.19	70.0	0.031939	-0.135714	0.014286				-0.014286	0.035714	0.007143	0.092857	0.000000	0.014286	0.051786	0.000000						0.000000		0.014286	-0.014286					-0.007143
mp:2017-08-13_17.00.00.News.COM_AGR.SUG	SUG	2017-08-13T17:00:00.000Z	News	2.2.19	51.6	0.023543	-0.116279		0.019380		0.009690		0.000000		0.155039	-0.019380	0.116279	0.201550	-0.038760				-0.011628		-0.019380		-0.019380						
mp:2017-08-13_17.00.00.News.COM_AGR.WHT	WHT	2017-08-13T17:00:00.000Z	News	2.2.19	401.2	0.183054	-0.233051	0.009970	0.014955		0.011216		0.012463	0.023679	0.082253	-0.058574	0.018694	0.136590	0.011216		-0.004985		0.005733	0.009970	-0.002493		0.009970	0.009970					0.004985
