id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	consumptionVolume	productionVolume	regulatoryIssues	supplyVsDemand	supplyVsDemandForecast	newExploration	safetyAccident
mp:2017-08-15_07.00.00.News_Social.COM_ENM.ALU	ALU	2017-08-15T07:00:00.000Z	News_Social	2.2.19	2413.9	0.042173	-0.103153	-0.033556	0.001243	0.002071	0.001243	0.006007	0.010564	0.027549	0.036456	0.018228	0.033556	0.153859	-0.000414		0.013671		0.060856	0.001657	0.002071		-0.001657	-0.000829		
mp:2017-08-15_07.00.00.News_Social.COM_ENM.BIOF	BIOF	2017-08-15T07:00:00.000Z	News_Social	2.2.19	228.0	0.003983	0.298246	0.083333			0.016447	0.008772	0.030702	0.008772	0.052632	0.013158	0.026316	0.162281	0.052632	0.004386	0.004386		0.043860		0.026316		-0.017544		0.000000	
mp:2017-08-15_07.00.00.News_Social.COM_ENM.COA	COA	2017-08-15T07:00:00.000Z	News_Social	2.2.19	4157.4	0.072634	-0.164887	-0.018040	0.007336	0.003127	0.000631	0.071078	0.029225	0.031390	0.089599	-0.006013	0.008900	0.158086	0.005172	0.001203	0.000241	-0.001443	0.030331	0.001203	-0.001323	0.012508	-0.007577	0.000481	0.005532	0.000481
mp:2017-08-15_07.00.00.News_Social.COM_ENM.CPPR	CPPR	2017-08-15T07:00:00.000Z	News_Social	2.2.19	1816.5	0.031736	-0.094137	0.011836	0.003854	0.003854	0.008395	0.010184	0.033856	0.020369	0.044041	-0.003854	0.047894	0.155312	0.012111	0.002753	0.040462		0.026149		-0.005230	0.001652	-0.000275	-0.001101	0.015965	
mp:2017-08-15_07.00.00.News_Social.COM_ENM.CRU	CRU	2017-08-15T07:00:00.000Z	News_Social	2.2.19	15872.9	0.277314	-0.243812	-0.004914	0.019215	0.001071	-0.000701	0.005166	-0.007844	0.029043	0.076294	0.001260	0.013797	0.129857	0.004442	0.000315	-0.001103	-0.000473	0.057028	0.000189	-0.001103	0.001071	0.012537	0.000189	0.001827	
mp:2017-08-15_07.00.00.News_Social.COM_ENM.BIOETH	BIOETH	2017-08-15T07:00:00.000Z	News_Social	2.2.19	173.0	0.003022	0.190751	-0.011561		0.046243	0.017341	0.011561	0.005780	0.011561	0.031792	-0.011561	0.005780	0.141618	0.020231	0.011561	0.005780		0.017341	0.011561	0.000000		-0.034682			
mp:2017-08-15_07.00.00.News_Social.COM_ENM.MOG	MOG	2017-08-15T07:00:00.000Z	News_Social	2.2.19	1923.4	0.033604	-0.127379	0.020277	0.020017	0.001040	0.004939	0.039513	0.006239	0.036134	0.070708	0.004679	0.007539	0.112990	0.027035	0.001560	0.001300	0.003639	0.037694	0.007279	0.005199		0.028075	-0.005199	0.001560	
mp:2017-08-15_07.00.00.News_Social.COM_ENM.GOL	GOL	2017-08-15T07:00:00.000Z	News_Social	2.2.19	13682.9	0.239053	-0.095850	0.023752	0.009611	0.025031	0.005664	0.025177	-0.004202	0.013996	0.068553	-0.000256	0.020610	0.168245	0.001754	0.000146	0.002046	0.000804	0.027728	0.000365	-0.000292		-0.018490	-0.001169	0.011072	0.000219
mp:2017-08-15_07.00.00.News_Social.COM_ENM.HOIL	HOIL	2017-08-15T07:00:00.000Z	News_Social	2.2.19	121.0	0.002114	-0.363636	0.016529			-0.012397		-0.008264		0.008264	0.115702		0.068182			0.066116	0.082645	0.066116	-0.008264			0.157025			
mp:2017-08-15_07.00.00.News_Social.COM_ENM.IRN	IRN	2017-08-15T07:00:00.000Z	News_Social	2.2.19	5120.9	0.089467	-0.243414	-0.005175	0.025386	0.001367	-0.002832	0.048917	0.034564	0.023531	0.117948	-0.025484	0.014939	0.160812	-0.006835		-0.007909	0.000391	0.022457	0.000781	-0.003417	0.000195	0.007030	0.007030	0.000586	
mp:2017-08-15_07.00.00.News_Social.COM_ENM.JET	JET	2017-08-15T07:00:00.000Z	News_Social	2.2.19	33.2	0.000580	-0.030120	0.090361			-0.045181			0.030120	0.045181	0.240964	0.015060	0.262048					0.036145				-0.060241	-0.030120		
mp:2017-08-15_07.00.00.News_Social.COM_ENM.LNG	LNG	2017-08-15T07:00:00.000Z	News_Social	2.2.19	183.2	0.003201	-0.136463	0.021834			0.002729		0.010917	0.032751	0.032751	0.021834	0.021834	0.121179	0.016376	0.010917	-0.027293		0.017467		0.032751		0.005459		0.010917	
mp:2017-08-15_07.00.00.News_Social.COM_ENM.NAP	NAP	2017-08-15T07:00:00.000Z	News_Social	2.2.19	85.0	0.001485	-0.423529						-0.011765	-0.047059	-0.023529	-0.011765		0.008824					0.329412				0.047059			
mp:2017-08-15_07.00.00.News_Social.COM_ENM.NGS	NGS	2017-08-15T07:00:00.000Z	News_Social	2.2.19	2234.1	0.039032	-0.063336	0.027304	0.002686	0.000895	0.001567	0.029318	0.003805	0.035137	0.071393	0.018800	0.027080	0.130925	0.001119	0.001343	-0.002238		0.029990	0.008952	0.042970	0.000448	-0.031109	-0.001790	0.012981	
mp:2017-08-15_07.00.00.News_Social.COM_ENM.NKL	NKL	2017-08-15T07:00:00.000Z	News_Social	2.2.19	477.0	0.008334	-0.038784	0.018868	0.008386	0.008386	0.025681	0.029350	0.033543	0.033543	0.048218	0.020964	0.023061	0.159329	0.004193	0.004193	-0.002096		0.044025		-0.023061		0.033543		0.005241	
mp:2017-08-15_07.00.00.News_Social.COM_ENM.NSEA	NSEA	2017-08-15T07:00:00.000Z	News_Social	2.2.19	786.0	0.013732	-0.337150	-0.026718	0.015267			0.005089	-0.017812	0.033079	0.064885	-0.021628	0.011450	0.117684	-0.001272		-0.017812		0.081425		-0.002545		0.019084	0.010178	0.001272	
mp:2017-08-15_07.00.00.News_Social.COM_ENM.PALL	PALL	2017-08-15T07:00:00.000Z	News_Social	2.2.19	46.0	0.000804	-0.195652							0.043478	0.021739	-0.065217		0.217391	-0.021739				0.021739							
mp:2017-08-15_07.00.00.News_Social.COM_ENM.PLAT	PLAT	2017-08-15T07:00:00.000Z	News_Social	2.2.19	539.3	0.009422	-0.163174	-0.025032		0.009271	0.010662	0.003709	-0.025032	0.040794	0.028741	-0.005563	0.008344	0.217736	0.009271	0.001854	0.001854		0.007046		0.003709		-0.002781		0.001854	
mp:2017-08-15_07.00.00.News_Social.COM_ENM.RAREE	RAREE	2017-08-15T07:00:00.000Z	News_Social	2.2.19	262.5	0.004586	-0.072381	-0.026667			0.003810	0.015238	0.049524	0.007619	0.160000	0.011429	0.011429	0.076667			-0.003810		0.007619		-0.049524		0.125714	-0.007619		
mp:2017-08-15_07.00.00.News_Social.COM_ENM.SLVR	SLVR	2017-08-15T07:00:00.000Z	News_Social	2.2.19	2034.4	0.035543	-0.088232	0.006882	0.003932	0.005899	0.002826	0.032442	0.000492	0.021874	0.047680	0.001229	0.039815	0.160354	-0.009094	0.001966	0.002703	-0.000737	0.027772	0.000492	0.000000		-0.007865	0.001966	0.015238	
mp:2017-08-15_07.00.00.News_Social.COM_ENM.STEE	STEE	2017-08-15T07:00:00.000Z	News_Social	2.2.19	4827.4	0.084339	-0.137755	-0.026101	0.016676	0.001243	0.003625	0.022372	0.016261	0.030658	0.074471	0.010461	0.016054	0.154053	-0.001864	0.000207	0.016883	0.000829	0.036956	0.001243	0.009115	0.001450	-0.000518	-0.004350		
mp:2017-08-15_07.00.00.News_Social.COM_ENM.URAN	URAN	2017-08-15T07:00:00.000Z	News_Social	2.2.19	220.0	0.003844	-0.111364	0.009091	0.009091		0.001136	0.050000	0.036364	0.045455	0.059091	0.000000	0.045455	0.152841	-0.013636		0.018182		0.063636						0.031818	
mp:2017-08-15_07.00.00.News.COM_ENM.ALU	ALU	2017-08-15T07:00:00.000Z	News	2.2.19	1909.5	0.044143	-0.141398	-0.041110	0.001571		-0.001244	0.005499	-0.002095	0.029327	0.027494	0.021733	0.037444	0.155211	-0.003142		0.016235		0.069652	0.000524	0.005761		-0.000786	-0.000524		
mp:2017-08-15_07.00.00.News.COM_ENM.BIOF	BIOF	2017-08-15T07:00:00.000Z	News	2.2.19	63.0	0.001456	0.071429	-0.031746			0.011905	0.031746	-0.015873	0.031746	0.079365	0.031746	0.031746	0.126984	0.063492	0.015873			0.063492		0.047619		0.007937			
mp:2017-08-15_07.00.00.News.COM_ENM.COA	COA	2017-08-15T07:00:00.000Z	News	2.2.19	2364.9	0.054670	-0.182460	-0.016914	0.001691	0.000846	0.004599	0.066599	0.025371	0.040171	0.085839	-0.028965	0.009303	0.151951	0.003171	0.000000	0.000423	-0.002537	0.038945	0.002537	0.000634	0.003806	-0.004440	0.000423	0.007188	
mp:2017-08-15_07.00.00.News.COM_ENM.CPPR	CPPR	2017-08-15T07:00:00.000Z	News	2.2.19	1510.5	0.034919	-0.094671	0.016882	0.003972	0.003972	0.006786	0.009599	0.037074	0.022509	0.039722	-0.005296	0.050976	0.154998	0.011255	0.001324	0.044687		0.023171		-0.006289	0.001986	-0.004303	-0.001324	0.018537	
mp:2017-08-15_07.00.00.News.COM_ENM.CRU	CRU	2017-08-15T07:00:00.000Z	News	2.2.19	13747.7	0.317810	-0.246950	-0.003601	0.020876	0.001091	-0.001064	0.005274	-0.012366	0.028950	0.076085	0.000109	0.013566	0.126221	0.004364	0.000436	-0.000727	-0.000218	0.060337	0.000000	-0.000982	0.001018	0.015166	0.000291	0.001891	
mp:2017-08-15_07.00.00.News.COM_ENM.BIOETH	BIOETH	2017-08-15T07:00:00.000Z	News	2.2.19	72.1	0.001667	0.353675	-0.034674		0.110957	0.006935		-0.013870		0.006935	-0.041609	0.013870	0.193828	0.055479	0.027739	0.013870		0.022191	0.013870			0.013870			
mp:2017-08-15_07.00.00.News.COM_ENM.MOG	MOG	2017-08-15T07:00:00.000Z	News	2.2.19	1610.0	0.037219	-0.145963	0.024845	0.023602	0.001242	0.004193	0.046584	0.008696	0.039130	0.074534	0.002484	0.008075	0.107019	0.029814	0.001863	0.001242	0.005590	0.038882	0.008696	0.003106		0.032919	-0.006211	0.001863	
