id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	consumptionVolume	productionVolume	regulatoryIssues	supplyVsDemand	supplyVsDemandForecast	newExploration	safetyAccident
mp:2017-08-14_12.00.00.News_Social.COM_ENM.ALU	ALU	2017-08-14T12:00:00.000Z	News_Social	2.2.19	1940.6	0.055501	0.002061	-0.011079	0.001546	0.001288	0.004509	0.007214	-0.002577	0.007472	0.037360	0.008760	0.027311	0.115480	-0.013398	0.000000	0.023704	0.000515	0.056993	0.001031	-0.035556	-0.000258	0.023446	-0.002577		
mp:2017-08-14_12.00.00.News_Social.COM_ENM.BIOF	BIOF	2017-08-14T12:00:00.000Z	News_Social	2.2.19	81.5	0.002331	0.257669	0.098160			0.012270		0.018405		0.024540	0.012270	-0.006135	0.127301					0.030675	0.000000	0.061350		0.012270	0.000000		
mp:2017-08-14_12.00.00.News_Social.COM_ENM.COA	COA	2017-08-14T12:00:00.000Z	News_Social	2.2.19	2953.0	0.084456	-0.144599	-0.007958	0.003386	0.003048	0.003471	0.067558	0.020657	0.030139	0.061971	-0.017101	0.011006	0.144548	0.007958		-0.006773	0.000677	0.030342	0.000339	0.006265	0.006265	0.010498	-0.000677	0.001355	0.000339
mp:2017-08-14_12.00.00.News_Social.COM_ENM.CPPR	CPPR	2017-08-14T12:00:00.000Z	News_Social	2.2.19	1298.9	0.037149	0.160135	0.019247	0.004619		0.003080	0.013858	0.013858	0.016168	0.031180	0.000385	0.039649	0.141485	0.019247	0.006929	0.067365	0.000000	0.029563	0.000000	0.001540		0.015013		0.003849	0.001540
mp:2017-08-14_12.00.00.News_Social.COM_ENM.CRU	CRU	2017-08-14T12:00:00.000Z	News_Social	2.2.19	7851.1	0.224542	-0.137815	-0.012610	0.009553	0.000637	0.004617	0.007260	-0.003885	0.024328	0.060246	-0.007515	0.020125	0.107418	0.002293	0.000000	-0.000446	0.000064	0.031537	0.000127	-0.000382	0.000255	0.007833	0.000382	0.000637	0.000127
mp:2017-08-14_12.00.00.News_Social.COM_ENM.BIOETH	BIOETH	2017-08-14T12:00:00.000Z	News_Social	2.2.19	29.6	0.000847	0.202703			0.101351	0.016892		-0.033784			-0.067568	0.033784	0.113176					0.054054				-0.033784	-0.067568		
mp:2017-08-14_12.00.00.News_Social.COM_ENM.MOG	MOG	2017-08-14T12:00:00.000Z	News_Social	2.2.19	597.5	0.017089	0.005021	0.043515	0.014226	0.010042	0.001674	0.032636	0.000000	0.003347	0.039331	0.010879	0.010879	0.064226	0.010042	0.001674	0.005021		0.041841		0.012552		-0.108787	-0.102092	0.005021	
mp:2017-08-14_12.00.00.News_Social.COM_ENM.GOL	GOL	2017-08-14T12:00:00.000Z	News_Social	2.2.19	8727.8	0.249615	-0.013921	0.021139	0.007677	0.031967	0.004325	0.030019	0.002234	0.022743	0.078141	-0.004182	0.022743	0.174749	0.005672	0.000917	0.005958	0.000573	0.033525	0.000344	0.003896		-0.016556	-0.004067	0.005442	0.000344
mp:2017-08-14_12.00.00.News_Social.COM_ENM.HOIL	HOIL	2017-08-14T12:00:00.000Z	News_Social	2.2.19	1.0	0.000029	-1.000000											0.250000												
mp:2017-08-14_12.00.00.News_Social.COM_ENM.IRN	IRN	2017-08-14T12:00:00.000Z	News_Social	2.2.19	3049.1	0.087204	-0.304188	-0.014594	0.025253		0.000820	0.055426	0.038700	0.029845	0.107737	-0.032141	0.009839	0.156677	0.006231		-0.006231		0.021187		-0.000328		0.028533	0.004592	0.000656	
