id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	loveHate	carryTrade	currencyPegInstability	priceMomentum
mp:2017-08-13_22.00.00.News_Social.CUR.AUD	AUD	2017-08-13T22:00:00.000Z	News_Social	2.2.19	101.5	0.030428	0.059113	0.009852	0.009852	0.009852	0.002463	0.009852	0.009852	0.049261	0.029557	0.000000	0.039409	0.038177	0.019704		0.073892	-0.009852	0.078818				0.000000
mp:2017-08-13_22.00.00.News_Social.CUR.BRL	BRL	2017-08-13T22:00:00.000Z	News_Social	2.2.19	21.5	0.006445	-0.465116						-0.046512	0.046512	0.046512			0.145349	-0.046512		0.023256		0.046512				
mp:2017-08-13_22.00.00.News_Social.CUR.CAD	CAD	2017-08-13T22:00:00.000Z	News_Social	2.2.19	74.5	0.022334	0.107383	0.000000	0.026846		0.031879		0.006711		0.013423	0.013423	0.026846	0.112416	0.026846		0.134228		0.006711				-0.013423
mp:2017-08-13_22.00.00.News_Social.CUR.CNY	CNY	2017-08-13T22:00:00.000Z	News_Social	2.2.19	603.2	0.180832	-0.056366	0.001658	0.013263	0.003316	0.006217	0.034814	0.009947	0.016578	0.035643	-0.008289	0.008289	0.074644	0.004973		0.099469	0.004973	0.035643	0.001658			0.051393
mp:2017-08-13_22.00.00.News_Social.CUR.EGP	EGP	2017-08-13T22:00:00.000Z	News_Social	2.2.19	26.0	0.007794	0.076923							0.076923	0.076923			0.096154	0.038462		0.192308						
mp:2017-08-13_22.00.00.News_Social.CUR.EUR	EUR	2017-08-13T22:00:00.000Z	News_Social	2.2.19	912.6	0.273586	-0.088210	0.027394	0.016437	0.005479	0.010684	0.014245	0.023011	0.016437	0.099167	0.002192	0.023559	0.139081	0.002192	0.005479	0.046022	0.013149	0.016875				0.009314
mp:2017-08-13_22.00.00.News_Social.CUR.HKD	HKD	2017-08-13T22:00:00.000Z	News_Social	2.2.19	18.0	0.005396	-0.111111		0.111111						0.111111			-0.083333			0.166667						0.277778
mp:2017-08-13_22.00.00.News_Social.CUR.INR	INR	2017-08-13T22:00:00.000Z	News_Social	2.2.19	478.0	0.143298	0.298117	0.048117		0.002092	-0.017782		-0.001046	0.004184	0.027197	-0.015690	0.002092	0.086559	0.000000		0.266736	0.001046	0.020921	0.002092			0.010460
mp:2017-08-13_22.00.00.News_Social.CUR.ILS	ILS	2017-08-13T22:00:00.000Z	News_Social	2.2.19	18.0	0.005396	0.055556				0.013889		0.055556					0.055556			0.277778						
mp:2017-08-13_22.00.00.News_Social.CUR.JPY	JPY	2017-08-13T22:00:00.000Z	News_Social	2.2.19	21.5	0.006445	-0.162791	-0.046512				0.046512	0.046512	0.046512	0.232558		0.186047	0.151163					-0.069767				
