id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	loveHate	carryTrade	currencyPegInstability	priceMomentum
mp:2017-08-10_17.00.00.News.CUR.ARS	ARS	2017-08-10T17:00:00.000Z	News	2.2.18	6.0	0.000317	-0.166667											0.000000	-0.333333		0.166667						
mp:2017-08-10_17.00.00.News.CUR.AUD	AUD	2017-08-10T17:00:00.000Z	News	2.2.18	1283.2	0.067901	-0.168719	0.006234	0.006624		0.004286	0.008572	0.015586	0.017145	0.073644	0.028055	0.036627	0.108167	0.003117	-0.001559	-0.054161	0.001559	0.063747	0.013248	0.000779		0.001559
mp:2017-08-10_17.00.00.News.CUR.BRL	BRL	2017-08-10T17:00:00.000Z	News	2.2.18	12.0	0.000635	-0.500000							0.250000				0.125000			-0.250000						
mp:2017-08-10_17.00.00.News.CUR.CAD	CAD	2017-08-10T17:00:00.000Z	News	2.2.18	226.6	0.011991	0.004413	0.022065	0.008826		0.022065		-0.079435	0.008826	0.044131		0.022065	0.114078	0.017652		0.136805		0.020300	0.017652			0.000000
mp:2017-08-10_17.00.00.News.CUR.CNY	CNY	2017-08-10T17:00:00.000Z	News	2.2.18	2238.1	0.118429	0.145659	0.014521	0.002904	0.001787	-0.000279	0.021447	0.003128	0.015862	0.049372	0.052053	0.008043	0.055505	-0.065234	0.000447	0.138064	0.004021	0.024619	0.004468			0.008489
mp:2017-08-10_17.00.00.News.CUR.EGP	EGP	2017-08-10T17:00:00.000Z	News	2.2.18	12.0	0.000635	-0.333333											-0.083333			0.333333						
mp:2017-08-10_17.00.00.News.CUR.EUR	EUR	2017-08-10T17:00:00.000Z	News	2.2.18	2317.7	0.122641	-0.124045	0.001726	0.006688	0.001294	0.009600	0.014238	-0.001942	0.014238	0.049402	-0.000863	0.014670	0.078138	0.003883	-0.002157	0.088881	0.006903	0.012167	0.003667			0.010355
mp:2017-08-10_17.00.00.News.CUR.HKD	HKD	2017-08-10T17:00:00.000Z	News	2.2.18	460.0	0.024341	-0.097826		-0.004348		0.002174		0.021739	0.034783	0.054348	0.013043	0.052174	0.098913	-0.017391		0.034783	0.008696	0.013043		0.030435		0.017391
mp:2017-08-10_17.00.00.News.CUR.INR	INR	2017-08-10T17:00:00.000Z	News	2.2.18	421.9	0.022325	0.013036	0.002370			-0.001481	0.021332	0.000000	0.040294	0.030813	-0.023702	0.018962	0.020206	-0.002370		0.138658	0.018962	0.041242	0.016592			0.014221
mp:2017-08-10_17.00.00.News.CUR.IDR	IDR	2017-08-10T17:00:00.000Z	News	2.2.18	2.0	0.000106												-0.375000			0.500000	0.500000	0.500000				
mp:2017-08-10_17.00.00.News.CUR.ILS	ILS	2017-08-10T17:00:00.000Z	News	2.2.18	2.0	0.000106	1.000000	0.500000										0.375000									
mp:2017-08-10_17.00.00.News.CUR.JPY	JPY	2017-08-10T17:00:00.000Z	News	2.2.18	1611.4	0.085267	-0.159489	-0.020479	0.018928	0.001241	0.001551	0.023582	-0.000310	0.018617	0.132493	0.016756	0.004965	0.109470	0.004344		0.076641	0.003103	0.043068	-0.000621			0.007447
mp:2017-08-10_17.00.00.News.CUR.MYR	MYR	2017-08-10T17:00:00.000Z	News	2.2.18	664.1	0.035141	-0.074537	-0.036892	0.003012		0.000376	0.015058	-0.005270	0.030116	0.052703	-0.003764	0.013552	0.063206	-0.007529	-0.013552	0.156603	-0.001506	0.012197				0.004517
mp:2017-08-10_17.00.00.News.CUR.MXN	MXN	2017-08-10T17:00:00.000Z	News	2.2.18	451.4	0.023886	-0.146212	-0.031015	0.022153		0.003323	0.004431	-0.017723	0.026584	0.069783	-0.012184	0.002215	0.073438			0.107444	-0.028799	0.031901				0.027692
mp:2017-08-10_17.00.00.News.CUR.NZD	NZD	2017-08-10T17:00:00.000Z	News	2.2.18	479.3	0.025362	-0.106405	-0.018777	0.004173		0.001565	0.012518	-0.006259		0.027123	-0.052159	0.004173	0.019664			0.059462	0.006259	0.028792	0.006259			0.052159
mp:2017-08-10_17.00.00.News.CUR.PLN	PLN	2017-08-10T17:00:00.000Z	News	2.2.18	40.0	0.002117	0.000000	0.100000			0.012500		0.012500	0.100000	0.112500			0.218750			0.000000			0.025000			
mp:2017-08-10_17.00.00.News.CUR.RUB	RUB	2017-08-10T17:00:00.000Z	News	2.2.18	14.0	0.000741	-0.214286								0.071429	-0.142857		0.107143	-0.071429		-0.214286						
mp:2017-08-10_17.00.00.News.CUR.SGD	SGD	2017-08-10T17:00:00.000Z	News	2.2.18	3.0	0.000159	0.333333								0.333333	-0.333333		0.250000									
mp:2017-08-10_17.00.00.News.CUR.ZAR	ZAR	2017-08-10T17:00:00.000Z	News	2.2.18	553.0	0.029262	-0.140145	0.016275	0.005425	-0.000904	-0.003617	0.009946	-0.009042	0.072333	0.059675	0.014467	0.007233	0.113472	0.025316	0.007233	-0.034358	-0.003617	0.015371				-0.007233
mp:2017-08-10_17.00.00.News.CUR.KRW	KRW	2017-08-10T17:00:00.000Z	News	2.2.18	9.0	0.000476	0.333333											-0.083333			0.222222						
mp:2017-08-10_17.00.00.News.CUR.CHF	CHF	2017-08-10T17:00:00.000Z	News	2.2.18	1604.5	0.084902	-0.125896	-0.014335	0.008102			0.013088	-0.021190	0.019944	0.145217	0.009660	0.000623	0.076581	-0.007479		0.076971		0.078841	0.002493			0.000623
mp:2017-08-10_17.00.00.News.CUR.TWD	TWD	2017-08-10T17:00:00.000Z	News	2.2.18	2.0	0.000106												-0.250000			1.000000						
mp:2017-08-10_17.00.00.News.CUR.THB	THB	2017-08-10T17:00:00.000Z	News	2.2.18	40.2	0.002127	-0.273632	-0.049751	0.024876			-0.049751		0.099502	0.099502	0.000000		0.110697			0.024876		0.029851				
mp:2017-08-10_17.00.00.News.CUR.TRY	TRY	2017-08-10T17:00:00.000Z	News	2.2.18	75.0	0.003969	0.040000				0.013333	0.253333				-0.026667		-0.003333	0.080000		0.093333						
mp:2017-08-10_17.00.00.News.CUR.USD	USD	2017-08-10T17:00:00.000Z	News	2.2.18	6202.3	0.328195	-0.219354	-0.022089	0.015559	0.001209	0.001935	0.012415	-0.008868	0.019025	0.071667	0.001935	0.007336	0.090196	-0.001048	-0.000161	0.028215	-0.001612	0.026813	0.000161	0.000322		0.000645
mp:2017-08-10_17.00.00.News.CUR.GBP	GBP	2017-08-10T17:00:00.000Z	News	2.2.18	167.5	0.008863	0.059701	0.005970	0.005970		0.008955		0.005970	0.011940	0.011940	-0.032836	0.017910	0.087313	0.029851		0.113433	-0.005970					0.005970
mp:2017-08-10_17.00.00.News_Social.CUR.ARS	ARS	2017-08-10T17:00:00.000Z	News_Social	2.2.18	6.0	0.000204	-0.166667											0.000000	-0.333333		0.166667						
mp:2017-08-10_17.00.00.News_Social.CUR.AUD	AUD	2017-08-10T17:00:00.000Z	News_Social	2.2.18	1855.8	0.063182	-0.150339	0.003772	0.005658	0.001617	0.006197	0.011316	0.029367	0.025865	0.074092	0.029637	0.028829	0.114075	-0.008622	-0.002155	-0.025057	0.001617	0.046718	0.014549	0.000539		0.001617
mp:2017-08-10_17.00.00.News_Social.CUR.BRL	BRL	2017-08-10T17:00:00.000Z	News_Social	2.2.18	13.0	0.000443	-0.384615							0.230769				0.134615			-0.230769						
mp:2017-08-10_17.00.00.News_Social.CUR.CAD	CAD	2017-08-10T17:00:00.000Z	News_Social	2.2.18	422.6	0.014388	-0.056791	0.010648	0.004733	0.003549	0.021593	0.009465	-0.042593	0.010648	0.054425	0.000000	0.022480	0.110270	0.011832	0.004733	0.098202	0.002366	0.025083	0.009465			0.004733
mp:2017-08-10_17.00.00.News_Social.CUR.CNY	CNY	2017-08-10T17:00:00.000Z	News_Social	2.2.18	2418.6	0.082343	0.145539	0.014471	0.002688	0.001654	0.000362	0.019846	0.009923	0.017159	0.051476	0.051890	0.011163	0.061854	-0.059125	0.000413	0.140164	0.003721	0.024849	0.005375			0.007856
mp:2017-08-10_17.00.00.News_Social.CUR.EGP	EGP	2017-08-10T17:00:00.000Z	News_Social	2.2.18	12.0	0.000409	-0.333333											-0.083333			0.333333						
mp:2017-08-10_17.00.00.News_Social.CUR.EUR	EUR	2017-08-10T17:00:00.000Z	News_Social	2.2.18	2934.9	0.099921	-0.102559	0.006474	0.009029	0.003067	0.007496	0.017377	-0.000341	0.013799	0.050598	0.002385	0.017718	0.079918	0.004259	-0.001363	0.076834	0.002726	0.014276	0.003237			0.008518
mp:2017-08-10_17.00.00.News_Social.CUR.HKD	HKD	2017-08-10T17:00:00.000Z	News_Social	2.2.18	460.0	0.015661	-0.097826		-0.004348		0.002174		0.021739	0.034783	0.054348	0.013043	0.052174	0.098913	-0.017391		0.034783	0.008696	0.013043		0.030435		0.017391
mp:2017-08-10_17.00.00.News_Social.CUR.INR	INR	2017-08-10T17:00:00.000Z	News_Social	2.2.18	481.4	0.016390	0.023889	0.006232		0.002077	-0.000779	0.018695	-0.010386	0.035314	0.027005	-0.016618	0.018695	0.032509	-0.001039	0.002077	0.144371	0.016618	0.036145	0.014541			0.014541
mp:2017-08-10_17.00.00.News_Social.CUR.IDR	IDR	2017-08-10T17:00:00.000Z	News_Social	2.2.18	7.0	0.000238	0.428571											-0.071429	-0.142857		0.285714	0.142857	0.142857				
mp:2017-08-10_17.00.00.News_Social.CUR.ILS	ILS	2017-08-10T17:00:00.000Z	News_Social	2.2.18	2.0	0.000068	1.000000	0.500000										0.375000									
mp:2017-08-10_17.00.00.News_Social.CUR.JPY	JPY	2017-08-10T17:00:00.000Z	News_Social	2.2.18	1901.6	0.064742	-0.160128	-0.017880	0.018668	0.001052	0.001446	0.020509	0.002366	0.022613	0.135149	0.014724	0.007362	0.114430	0.004733		0.069678	0.003155	0.042385	-0.000526			0.005785
mp:2017-08-10_17.00.00.News_Social.CUR.MYR	MYR	2017-08-10T17:00:00.000Z	News_Social	2.2.18	692.6	0.023580	-0.077967	-0.035374	0.002888	-0.000722	0.000361	0.014438	-0.003610	0.028877	0.050534	-0.002166	0.030321	0.063312	-0.007219	-0.012995	0.153768	-0.001444	0.011695				0.004332
mp:2017-08-10_17.00.00.News_Social.CUR.MXN	MXN	2017-08-10T17:00:00.000Z	News_Social	2.2.18	463.4	0.015777	-0.148899	-0.030211	0.021580		0.003237	0.004316	-0.017264	0.025896	0.078766	-0.011869	0.002158	0.078010			0.104661	-0.028054	0.031075				0.026975
mp:2017-08-10_17.00.00.News_Social.CUR.NZD	NZD	2017-08-10T17:00:00.000Z	News_Social	2.2.18	718.6	0.024465	-0.128723	-0.037573	0.002783	0.002783	0.001392	0.016699	-0.009741	0.009741	0.054968	-0.036181	0.006958	0.043105	-0.004175		0.041748	-0.000696	0.031172	0.006958			0.034790
mp:2017-08-10_17.00.00.News_Social.CUR.PLN	PLN	2017-08-10T17:00:00.000Z	News_Social	2.2.18	44.0	0.001498	0.045455	0.090909			0.011364		0.011364	0.090909	0.102273		0.022727	0.210227			0.022727			0.022727			
mp:2017-08-10_17.00.00.News_Social.CUR.RUB	RUB	2017-08-10T17:00:00.000Z	News_Social	2.2.18	14.0	0.000477	-0.214286								0.071429	-0.142857		0.107143	-0.071429		-0.214286						
mp:2017-08-10_17.00.00.News_Social.CUR.SGD	SGD	2017-08-10T17:00:00.000Z	News_Social	2.2.18	12.2	0.000415	-0.040984			0.081967			0.040984		0.081967	-0.081967	0.163934	0.114754			-0.163934		0.016393				
mp:2017-08-10_17.00.00.News_Social.CUR.ZAR	ZAR	2017-08-10T17:00:00.000Z	News_Social	2.2.18	645.5	0.021977	-0.104570	0.019365	0.004648	0.000775	-0.003292	0.011619	-0.007746	0.071263	0.054222	0.020139	0.006197	0.100116	0.012393	0.006197	-0.016266	-0.003098	0.022463	0.001549			-0.001549
mp:2017-08-10_17.00.00.News_Social.CUR.KRW	KRW	2017-08-10T17:00:00.000Z	News_Social	2.2.18	18.0	0.000613	0.222222				-0.027778		-0.055556		0.055556			0.069444			0.166667						
mp:2017-08-10_17.00.00.News_Social.CUR.SEK	SEK	2017-08-10T17:00:00.000Z	News_Social	2.2.18	5.0	0.000170	0.600000											0.050000	-0.200000		0.200000						
mp:2017-08-10_17.00.00.News_Social.CUR.CHF	CHF	2017-08-10T17:00:00.000Z	News_Social	2.2.18	1658.5	0.056465	-0.133554	-0.013868	0.007838			0.012662	-0.018692	0.021103	0.146518	0.010552	0.000603	0.077254	-0.007235		0.079590		0.078083	0.002412			0.000603
mp:2017-08-10_17.00.00.News_Social.CUR.TWD	TWD	2017-08-10T17:00:00.000Z	News_Social	2.2.18	2.0	0.000068												-0.250000			1.000000						
mp:2017-08-10_17.00.00.News_Social.CUR.THB	THB	2017-08-10T17:00:00.000Z	News_Social	2.2.18	50.2	0.001709	-0.219124	-0.039841	0.019920			-0.039841	-0.039841	0.079681	0.079681	-0.039841		0.078685			0.059761		0.023904				
mp:2017-08-10_17.00.00.News_Social.CUR.TRY	TRY	2017-08-10T17:00:00.000Z	News_Social	2.2.18	85.0	0.002894	0.011765				0.011765	0.282353				-0.023529		-0.008824	0.082353		0.082353						
