id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	loveHate	anger	debtDefault	innovation	marketRisk	budgetDeficit	businessExpansion	centralBank	commercialRealEstateSentiment	consumerSentiment	creditEasyVsTight	economicGrowth	economicUncertainty	economicVolatility	financialSystemInstability	fiscalPolicyLooseVsTight	governmentAnger	governmentCorruption	governmentInstability	inflation	inflationForecast	interestRates	interestRatesForecast	investmentFlows	monetaryPolicyLooseVsTight	naturalDisasters	regimeChange	residentialRealEstateGrowth	residentialRealEstateSales	residentialRealEstateSentiment	residentialRealEstateValues	sanctions	socialInequality	socialUnrest	tradeBalance	unemployment
mp:2017-08-11_19.00.00.News.COU.AF	AF	2017-08-11T19:00:00.000Z	News	2.2.18	5533.8	0.003519	-0.150891	-0.002349	0.002168	0.001084	-0.001626	0.309462	0.038129	0.023131	0.056200	0.013372	0.010391	0.028145	0.000361	0.008674	0.000542		-0.007563		0.000542				0.000000	0.004337	0.000000	0.001717			0.001084	0.001265	0.007409							0.006957	-0.000090			-0.002891		0.001265		0.023221		-0.001626
mp:2017-08-11_19.00.00.News.COU.DZ	DZ	2017-08-11T19:00:00.000Z	News	2.2.18	605.9	0.000385	-0.196402	0.003301	0.003301	0.003301	0.004951	0.092424	0.041261	0.066017	0.066843	-0.008252	0.041261	0.069236	0.009903	0.008252			-0.004126		0.001650					0.000000		0.001650			0.003301	-0.003301	-0.012048							0.004951	0.000330							0.018155		
mp:2017-08-11_19.00.00.News.COU.AO	AO	2017-08-11T19:00:00.000Z	News	2.2.18	222.0	0.000141	-0.090090	0.000000	0.004505	0.009009	0.003378	0.049550	-0.027027		0.103604	-0.027027		0.068694	0.076577				0.000000						-0.009009	-0.054054							0.063063																	
mp:2017-08-11_19.00.00.News.COU.AR	AR	2017-08-11T19:00:00.000Z	News	2.2.18	3304.4	0.002101	-0.108340	0.000908	0.006658	0.003783	0.000946	0.048874	0.031171	0.034651	0.054775	0.022848	0.023302	0.068764	0.001816	0.009684	0.000605	0.001513	-0.007687		0.000605	0.005145				0.016947	-0.003632	0.009442		-0.002421	0.000605	-0.003178	0.017250	0.013770	0.000605				0.000605	0.010592	0.000303			0.000605			0.000908	0.008927	0.011500	-0.000303
mp:2017-08-11_19.00.00.News.COU.AM	AM	2017-08-11T19:00:00.000Z	News	2.2.18	23.5	0.000015	0.085106				-0.021277	0.106383	-0.021277	0.042553	0.106383	0.042553		0.093085		0.042553			-0.021277																													0.042553		
mp:2017-08-11_19.00.00.News.COU.AU	AU	2017-08-11T19:00:00.000Z	News	2.2.18	66709.1	0.042416	-0.118897	-0.005516	0.008222	0.007278	-0.004218	0.047924	0.029786	0.031285	0.066625	0.017082	0.017336	0.078626	0.004220	0.006633	0.000390	0.001537	-0.010087		0.001919	0.002309	0.000045	-0.000585	0.001102	0.004804	0.000997	0.014643	0.000030		0.001424	0.000202	0.007053	0.001394	0.000277	0.001027	0.000045		0.000015	0.002578	0.000075	0.000645		-0.002129	0.000225	0.000165	0.000172	0.007075	-0.000105	-0.000090
mp:2017-08-11_19.00.00.News.COU.AT	AT	2017-08-11T19:00:00.000Z	News	2.2.18	850.6	0.000541	0.015871	0.025864	0.007054	0.009993	-0.005290	0.035269	0.031154	0.032330	0.046438	0.017635	0.007642	0.070450	0.001176	0.004703		0.002351	-0.007054					0.003527		0.024688	0.010581	0.015401			0.001176		0.012932	0.012932						0.032330								0.004703	-0.002351	
mp:2017-08-11_19.00.00.News.COU.BH	BH	2017-08-11T19:00:00.000Z	News	2.2.18	386.6	0.000246	0.020693	-0.002587	0.007760	0.005173	0.007113	0.062080	0.002587	0.023280	0.077600	0.005173	0.028453	0.088270		0.002587			0.009829							-0.015520		0.010347			0.002587	-0.010347	0.031040								0.002587			0.010347				0.005173		
mp:2017-08-11_19.00.00.News.COU.BD	BD	2017-08-11T19:00:00.000Z	News	2.2.18	3994.1	0.002540	-0.188653	0.005508	0.004131	0.003130	-0.008074	0.081996	0.032548	0.029293	0.070479	0.014021	0.013645	0.073712	0.008513	0.009389		0.001252	-0.009564	0.000250	0.001252	0.003756		0.001502	-0.000501	-0.004131	0.000125	0.012969			0.001252	0.003881	0.010566	0.000250						0.015273	0.000050	0.000751		-0.001753				0.020906	0.000501	
mp:2017-08-11_19.00.00.News.COU.BY	BY	2017-08-11T19:00:00.000Z	News	2.2.18	229.5	0.000146	0.000000	0.056645			0.000000		-0.017429	0.017429	0.013072	0.037037	0.021786	0.059641	0.013072			0.004357	0.017429		0.017429					0.034858	0.013072					0.004357	0.008715	-0.047930						0.004357								0.013072		
