id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	loveHate	carryTrade	currencyPegInstability	priceMomentum
mp:2017-08-14_09.00.00.News_Social.CUR.ARS	ARS	2017-08-14T09:00:00.000Z	News_Social	2.2.19	5.0	0.000277	0.000000											0.150000			-0.200000						
mp:2017-08-14_09.00.00.News_Social.CUR.AUD	AUD	2017-08-14T09:00:00.000Z	News_Social	2.2.19	442.0	0.024517	0.010181	0.011312	0.002262	0.001131	0.000566	0.009050	0.020362	0.022624	0.054299	0.002262	0.033937	0.080034	-0.002262		0.105204	0.002262	0.036199	0.003394			-0.002262
mp:2017-08-14_09.00.00.News_Social.CUR.BRL	BRL	2017-08-14T09:00:00.000Z	News_Social	2.2.19	21.5	0.001193	-0.465116						-0.046512	0.046512	0.046512			0.145349	-0.046512		0.023256		0.046512				
mp:2017-08-14_09.00.00.News_Social.CUR.CAD	CAD	2017-08-14T09:00:00.000Z	News_Social	2.2.19	15.0	0.000832	-0.200000		0.066667					0.000000	0.066667			0.116667			-0.066667						-0.066667
mp:2017-08-14_09.00.00.News_Social.CUR.CNY	CNY	2017-08-14T09:00:00.000Z	News_Social	2.2.19	2401.8	0.133226	-0.002706	-0.016862	0.009993	0.000416	0.002394	0.008327	0.004788	0.010201	0.052461	0.043509	0.004580	0.076297	-0.061204	-0.000416	0.076193	-0.004580	0.026314	0.001665			0.009993
mp:2017-08-14_09.00.00.News_Social.CUR.EGP	EGP	2017-08-14T09:00:00.000Z	News_Social	2.2.19	28.0	0.001553	0.107143						-0.035714	0.071429	0.071429			0.107143	0.035714		0.178571						
mp:2017-08-14_09.00.00.News_Social.CUR.EUR	EUR	2017-08-14T09:00:00.000Z	News_Social	2.2.19	1398.1	0.077552	-0.101209	-0.014305	0.020027	0.005007	0.006258	0.015736	0.011802	0.020742	0.085831	0.001431	0.018239	0.118232	-0.000358	-0.000715	0.042558	0.002146	0.027108	0.002146			0.003219
mp:2017-08-14_09.00.00.News_Social.CUR.HKD	HKD	2017-08-14T09:00:00.000Z	News_Social	2.2.19	34.0	0.001886	-0.176471	0.029412	0.088235				0.029412		0.088235			0.007353			0.088235	0.029412		0.029412			0.147059
mp:2017-08-14_09.00.00.News_Social.CUR.INR	INR	2017-08-14T09:00:00.000Z	News_Social	2.2.19	547.5	0.030369	0.124201	0.041096	-0.001826	0.010959	-0.007306		0.015525	0.014612	0.034703	-0.010046	0.014612	0.085845	0.003653		0.172603	0.001826	0.027397	0.003653			0.009132
mp:2017-08-14_09.00.00.News_Social.CUR.IDR	IDR	2017-08-14T09:00:00.000Z	News_Social	2.2.19	142.8	0.007921	-0.231092	0.056022				0.014006	-0.049020	0.028011	0.028011	-0.014006	0.014006	0.087185	-0.014006		-0.077031		0.054622	0.014006			0.035014
