id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	loveHate	carryTrade	currencyPegInstability	priceMomentum
mp:2017-08-10_11.00.00.News.CUR.ARS	ARS	2017-08-10T11:00:00.000Z	News	2.2.18	6.0	0.000348	-0.166667											0.000000	-0.333333		0.166667						
mp:2017-08-10_11.00.00.News.CUR.AUD	AUD	2017-08-10T11:00:00.000Z	News	2.2.18	1361.7	0.079092	-0.165969	0.004406	0.006242		0.004039	0.008078	0.011750	0.016156	0.079313	0.022398	0.034516	0.110432	0.002938	-0.001469	-0.051039	0.001469	0.060586	0.012484	0.000734		0.001469
mp:2017-08-10_11.00.00.News.CUR.BRL	BRL	2017-08-10T11:00:00.000Z	News	2.2.18	40.0	0.002323	0.025000							0.125000	0.025000			0.087500			-0.050000		0.025000				
mp:2017-08-10_11.00.00.News.CUR.CAD	CAD	2017-08-10T11:00:00.000Z	News	2.2.18	269.6	0.015659	-0.185460	0.014837	0.022255		0.018546	0.007418	-0.048220	0.018546	0.103858	-0.011128	0.033383	0.124629	0.014837		0.007418		0.009644	0.014837			0.000000
mp:2017-08-10_11.00.00.News.CUR.CNY	CNY	2017-08-10T11:00:00.000Z	News	2.2.18	2085.0	0.121103	0.133573	0.012710	0.002158	0.001439	0.001799	0.023022	0.000719	0.018705	0.053237	0.058993	0.008633	0.049341	-0.070504	0.000480	0.131655	0.004317	0.021103	0.004077			0.011031
mp:2017-08-10_11.00.00.News.CUR.EGP	EGP	2017-08-10T11:00:00.000Z	News	2.2.18	16.5	0.000958	-0.545455		0.060606						0.121212			0.113636			-0.151515						
mp:2017-08-10_11.00.00.News.CUR.EUR	EUR	2017-08-10T11:00:00.000Z	News	2.2.18	1683.7	0.097795	-0.104532	-0.008909	0.002673	0.001188	-0.000148	0.015442	0.004454	0.024945	0.034745	-0.007127	0.011285	0.056884	0.004158	-0.002970	0.086120	0.006533	0.012473	0.001782			0.019600
mp:2017-08-10_11.00.00.News.CUR.HKD	HKD	2017-08-10T11:00:00.000Z	News	2.2.18	658.0	0.038219	-0.101824	-0.003040	0.000000		0.001900	0.004559	0.013678	0.024316	0.060790	0.009119	0.050152	0.075228	-0.015198		0.054711	0.007599	0.048632	0.003040	0.021277		0.004559
mp:2017-08-10_11.00.00.News.CUR.INR	INR	2017-08-10T11:00:00.000Z	News	2.2.18	383.9	0.022298	0.036468	0.039073			-0.001628	0.023444	-0.013024	0.033863	0.018234	-0.028653	0.015629	0.031323	-0.007815		0.130242	0.031258	0.032300	0.015629			0.015629
mp:2017-08-10_11.00.00.News.CUR.IDR	IDR	2017-08-10T11:00:00.000Z	News	2.2.18	19.0	0.001104	0.315789						-0.105263			0.000000		0.065789					0.210526				
mp:2017-08-10_11.00.00.News.CUR.ILS	ILS	2017-08-10T11:00:00.000Z	News	2.2.18	1.0	0.000058	1.000000											0.250000									
mp:2017-08-10_11.00.00.News.CUR.JPY	JPY	2017-08-10T11:00:00.000Z	News	2.2.18	1666.0	0.096767	-0.211585	-0.037815	0.011104	0.001200	-0.003902	0.015606	0.013205	0.030612	0.106543	0.013205	0.006603	0.112095	0.003601		0.044718	-0.003001	0.038415	-0.000600			0.001801
mp:2017-08-10_11.00.00.News.CUR.MYR	MYR	2017-08-10T11:00:00.000Z	News	2.2.18	617.9	0.035890	-0.119760	-0.074446	0.001618			0.016184	0.000000	0.051788	0.063117	-0.015375	0.014565	0.076105	-0.021039	-0.014565	0.120570	-0.003237	0.009548				-0.003237
mp:2017-08-10_11.00.00.News.CUR.MXN	MXN	2017-08-10T11:00:00.000Z	News	2.2.18	588.7	0.034194	-0.174962	-0.020384	0.030576		0.000425	0.010192	-0.013589	0.020384	0.074741	-0.006795	0.003397	0.078266			0.123153	-0.022083	0.034313				0.037370
mp:2017-08-10_11.00.00.News.CUR.NZD	NZD	2017-08-10T11:00:00.000Z	News	2.2.18	459.3	0.026678	-0.124102	-0.019595	0.004354		0.001633	0.013063	-0.004354		0.028304	-0.054431	0.004354	0.023242			0.044633		0.030046	0.006532			0.052253
mp:2017-08-10_11.00.00.News.CUR.PLN	PLN	2017-08-10T11:00:00.000Z	News	2.2.18	40.0	0.002323	0.000000	0.100000			0.012500		0.012500	0.100000	0.112500			0.218750			0.000000			0.025000			
mp:2017-08-10_11.00.00.News.CUR.RUB	RUB	2017-08-10T11:00:00.000Z	News	2.2.18	17.0	0.000987	0.176471						-0.058824		0.058824	-0.058824		0.102941	-0.058824		0.000000						
mp:2017-08-10_11.00.00.News.CUR.ZAR	ZAR	2017-08-10T11:00:00.000Z	News	2.2.18	481.4	0.027961	-0.117366	0.033236		-0.001039	-0.012464	0.011425	-0.006232		0.035314	0.035314	0.008309	0.132738	0.008309		-0.006232		0.016410				-0.004155
mp:2017-08-10_11.00.00.News.CUR.KRW	KRW	2017-08-10T11:00:00.000Z	News	2.2.18	73.0	0.004240	-0.410959	-0.013699	0.013699			0.027397	0.013699	0.041096	0.082192	0.013699		0.109589			-0.095890	0.013699	0.013699				
mp:2017-08-10_11.00.00.News.CUR.CHF	CHF	2017-08-10T11:00:00.000Z	News	2.2.18	1844.3	0.107123	-0.139077	-0.014097	0.013013			0.011386	-0.015724	0.014640	0.140975	0.010573	0.001084	0.078038	-0.007591		0.089465	0.001627	0.066855	0.001627			0.000542
mp:2017-08-10_11.00.00.News.CUR.THB	THB	2017-08-10T11:00:00.000Z	News	2.2.18	32.2	0.001870	0.093168	-0.062112	0.031056			-0.062112	-0.031056	0.062112	0.062112	0.031056		0.169255			0.093168		0.037267				
mp:2017-08-10_11.00.00.News.CUR.TRY	TRY	2017-08-10T11:00:00.000Z	News	2.2.18	44.0	0.002556	0.318182				0.022727	0.068182						0.062500			0.113636	0.022727					
mp:2017-08-10_11.00.00.News.CUR.USD	USD	2017-08-10T11:00:00.000Z	News	2.2.18	4697.0	0.272817	-0.167660	-0.007026	0.009687	0.001597	0.002448	0.011284	-0.005110	0.016606	0.074090	-0.012242	0.010645	0.087077	-0.001810	-0.000213	0.040238	0.003406	0.023100	0.000426	0.000426		0.002129
mp:2017-08-10_11.00.00.News.CUR.GBP	GBP	2017-08-10T11:00:00.000Z	News	2.2.18	131.5	0.007638	0.136882	0.030418					-0.038023	0.015209	0.015209	-0.034221	0.007605	0.105513	0.022814		0.091255						0.007605
mp:2017-08-10_11.00.00.Social.CUR.AUD	AUD	2017-08-10T11:00:00.000Z	Social	2.2.18	741.9	0.072151	-0.107831	0.022914	0.004044	0.002696	0.008087	0.017523	0.019544	0.031001	0.052568	0.022914	0.008761	0.110291	-0.010783	0.002696	0.022914	-0.002696	0.033293	0.008087			0.008087
mp:2017-08-10_11.00.00.Social.CUR.CAD	CAD	2017-08-10T11:00:00.000Z	Social	2.2.18	204.0	0.019839	-0.093137	-0.022059		0.007353	0.015319	0.004902	-0.004902	0.014706	0.049020	0.000000	0.007353	0.113971	0.004902	0.009804	0.049020	-0.014706	0.009804				0.000000
mp:2017-08-10_11.00.00.Social.CUR.CNY	CNY	2017-08-10T11:00:00.000Z	Social	2.2.18	212.5	0.020666	0.084706	0.007059			0.007059		0.094118	0.032941	0.080000	0.037647	0.047059	0.134706	0.000000		0.150588	0.009412	0.023529	0.014118			
mp:2017-08-10_11.00.00.Social.CUR.EUR	EUR	2017-08-10T11:00:00.000Z	Social	2.2.18	485.7	0.047235	-0.054560	0.014412	0.010294	0.006177	0.002574	0.049413	0.005147	0.010294	0.063825	0.017501	0.029854	0.097951	0.012353	0.002059	0.001029	-0.008236	0.027177	0.004118			0.010294
mp:2017-08-10_11.00.00.Social.CUR.INR	INR	2017-08-10T11:00:00.000Z	Social	2.2.18	48.0	0.004668	0.072917	0.020833		0.020833	0.005208		-0.041667			0.041667		0.098958	0.041667	0.020833	0.197917						0.020833
mp:2017-08-10_11.00.00.Social.CUR.IDR	IDR	2017-08-10T11:00:00.000Z	Social	2.2.18	5.0	0.000486	0.600000											0.050000	-0.200000		0.200000						
mp:2017-08-10_11.00.00.Social.CUR.ILS	ILS	2017-08-10T11:00:00.000Z	Social	2.2.18	9.0	0.000875	-0.333333	0.000000			-0.055556		0.111111					0.333333									
mp:2017-08-10_11.00.00.Social.CUR.JPY	JPY	2017-08-10T11:00:00.000Z	Social	2.2.18	267.7	0.026034	-0.196115	0.000000	0.018678		-0.000934	0.003736	0.022413	0.044826	0.132611	-0.007471	0.022413	0.125420	0.000000		0.016810	0.000000	0.056780	0.003736			-0.003736
mp:2017-08-10_11.00.00.Social.CUR.MYR	MYR	2017-08-10T11:00:00.000Z	Social	2.2.18	47.5	0.004619	-0.200000	-0.126316		-0.010526		0.021053	0.021053	0.042105	0.042105	0.021053	0.252632	0.113158			0.031579		0.042105				
mp:2017-08-10_11.00.00.Social.CUR.MXN	MXN	2017-08-10T11:00:00.000Z	Social	2.2.18	15.0	0.001459	-0.333333								0.400000			0.250000									
mp:2017-08-10_11.00.00.Social.CUR.NZD	NZD	2017-08-10T11:00:00.000Z	Social	2.2.18	290.5	0.028252	-0.189329	-0.072289		0.006885	0.002151	0.020654	-0.015491	0.024096	0.096386	-0.015491	0.024096	0.079862	-0.013769		-0.027539	-0.008606	0.040620	0.006885			-0.003442
mp:2017-08-10_11.00.00.Social.CUR.PLN	PLN	2017-08-10T11:00:00.000Z	Social	2.2.18	8.0	0.000778	0.500000										0.250000	0.125000			0.250000						
mp:2017-08-10_11.00.00.Social.CUR.RUB	RUB	2017-08-10T11:00:00.000Z	Social	2.2.18	1.0	0.000097				1.000000								0.250000									
mp:2017-08-10_11.00.00.Social.CUR.SGD	SGD	2017-08-10T11:00:00.000Z	Social	2.2.18	6.0	0.000584	-0.333333								0.000000		0.333333	0.083333			-0.333333						
mp:2017-08-10_11.00.00.Social.CUR.ZAR	ZAR	2017-08-10T11:00:00.000Z	Social	2.2.18	79.5	0.007732	0.119497	-0.006289		0.012579	-0.001572	0.025157	-0.012579	0.062893	0.025157	0.062893		0.001572	-0.075472		0.150943		0.088050				0.037736
mp:2017-08-10_11.00.00.Social.CUR.SEK	SEK	2017-08-10T11:00:00.000Z	Social	2.2.18	1.0	0.000097	1.000000											0.250000									
mp:2017-08-10_11.00.00.Social.CUR.CHF	CHF	2017-08-10T11:00:00.000Z	Social	2.2.18	183.2	0.017817	-0.207424	-0.005459	0.016376			0.016376	0.016376		0.150109	0.019105		0.088428			0.120087	0.005459	0.028384				
mp:2017-08-10_11.00.00.Social.CUR.THB	THB	2017-08-10T11:00:00.000Z	Social	2.2.18	123.4	0.012001	-0.291734	-0.097245					-0.048622	0.081037	0.081037	-0.032415		0.106564	-0.032415	-0.016207	0.000000		0.092382				-0.016207
mp:2017-08-10_11.00.00.Social.CUR.USD	USD	2017-08-10T11:00:00.000Z	Social	2.2.18	7359.7	0.715743	0.214343	0.003533	0.002921	0.001087	0.002004	0.025748	0.053331	0.007677	0.066443	0.002718	0.002446	0.157405	0.003669	0.000408	0.049323	0.004892	0.045206	0.000679			0.002038
mp:2017-08-10_11.00.00.Social.CUR.AED	AED	2017-08-10T11:00:00.000Z	Social	2.2.18	49.0	0.004765	0.612245	0.040816		0.040816	0.010204						0.040816	0.158163			0.163265		0.020408				
mp:2017-08-10_11.00.00.Social.CUR.GBP	GBP	2017-08-10T11:00:00.000Z	Social	2.2.18	145.0	0.014101	-0.058621	-0.096552		0.020690	0.003448	0.027586	-0.006897	0.006897	0.051724	0.017241	0.020690	0.063793	-0.048276		0.065517	0.020690	0.034483				0.000000
mp:2017-08-10_11.00.00.News_Social.CUR.ARS	ARS	2017-08-10T11:00:00.000Z	News_Social	2.2.18	6.0	0.000218	-0.166667											0.000000	-0.333333		0.166667						
mp:2017-08-10_11.00.00.News_Social.CUR.AUD	AUD	2017-08-10T11:00:00.000Z	News_Social	2.2.18	2103.6	0.076496	-0.145465	0.010934	0.005467	0.000951	0.005467	0.011409	0.014499	0.021392	0.069880	0.022580	0.025433	0.110382	-0.001902	0.000000	-0.024957	0.000000	0.050960	0.010934	0.000475		0.003803
mp:2017-08-10_11.00.00.News_Social.CUR.BRL	BRL	2017-08-10T11:00:00.000Z	News_Social	2.2.18	40.0	0.001455	0.025000							0.125000	0.025000			0.087500			-0.050000		0.025000				
mp:2017-08-10_11.00.00.News_Social.CUR.CAD	CAD	2017-08-10T11:00:00.000Z	News_Social	2.2.18	473.6	0.017222	-0.145693	-0.001056	0.012669	0.003167	0.017156	0.006334	-0.029561	0.016892	0.080236	-0.006334	0.022171	0.120038	0.010557	0.004223	0.025338	-0.006334	0.009713	0.008446			0.000000
mp:2017-08-10_11.00.00.News_Social.CUR.CNY	CNY	2017-08-10T11:00:00.000Z	News_Social	2.2.18	2297.5	0.083548	0.129053	0.012187	0.001959	0.001306	0.002285	0.020892	0.009358	0.020022	0.055713	0.057018	0.012187	0.057236	-0.063983	0.000435	0.133406	0.004788	0.021328	0.005005			0.010011
mp:2017-08-10_11.00.00.News_Social.CUR.EGP	EGP	2017-08-10T11:00:00.000Z	News_Social	2.2.18	16.5	0.000600	-0.545455		0.060606						0.121212			0.113636			-0.151515						
mp:2017-08-10_11.00.00.News_Social.CUR.EUR	EUR	2017-08-10T11:00:00.000Z	News_Social	2.2.18	2169.4	0.078889	-0.093344	-0.003688	0.004379	0.002305	0.000461	0.023048	0.004610	0.021665	0.041256	-0.001613	0.015442	0.066078	0.005992	-0.001844	0.067069	0.003227	0.015765	0.002305			0.017516
mp:2017-08-10_11.00.00.News_Social.CUR.HKD	HKD	2017-08-10T11:00:00.000Z	News_Social	2.2.18	658.0	0.023928	-0.101824	-0.003040	0.000000		0.001900	0.004559	0.013678	0.024316	0.060790	0.009119	0.050152	0.075228	-0.015198		0.054711	0.007599	0.048632	0.003040	0.021277		0.004559
mp:2017-08-10_11.00.00.News_Social.CUR.INR	INR	2017-08-10T11:00:00.000Z	News_Social	2.2.18	431.9	0.015706	0.040519	0.037046		0.002315	-0.000868	0.020838	-0.016207	0.030100	0.016207	-0.020838	0.013892	0.038840	-0.002315	0.002315	0.137763	0.027784	0.028710	0.013892			0.016207
mp:2017-08-10_11.00.00.News_Social.CUR.IDR	IDR	2017-08-10T11:00:00.000Z	News_Social	2.2.18	24.0	0.000873	0.375000						-0.083333			0.000000		0.062500	-0.041667		0.041667		0.166667				
mp:2017-08-10_11.00.00.News_Social.CUR.ILS	ILS	2017-08-10T11:00:00.000Z	News_Social	2.2.18	10.0	0.000364	-0.200000	0.000000			-0.050000		0.100000					0.325000									
mp:2017-08-10_11.00.00.News_Social.CUR.JPY	JPY	2017-08-10T11:00:00.000Z	News_Social	2.2.18	1933.7	0.070318	-0.209443	-0.032580	0.012153	0.001034	-0.003491	0.013963	0.014480	0.032580	0.110152	0.010343	0.008791	0.113940	0.003103		0.040854	-0.002586	0.040958	0.000000			0.001034
mp:2017-08-10_11.00.00.News_Social.CUR.MYR	MYR	2017-08-10T11:00:00.000Z	News_Social	2.2.18	665.4	0.024197	-0.125488	-0.078148	0.001503	-0.000751		0.016531	0.001503	0.051097	0.061617	-0.012774	0.031560	0.078750	-0.019537	-0.013526	0.114217	-0.003006	0.011873				-0.003006
mp:2017-08-10_11.00.00.News_Social.CUR.MXN	MXN	2017-08-10T11:00:00.000Z	News_Social	2.2.18	603.7	0.021953	-0.178897	-0.019877	0.029816		0.000414	0.009939	-0.013252	0.019877	0.082823	-0.006626	0.003313	0.082533			0.120093	-0.021534	0.033460				0.036442
mp:2017-08-10_11.00.00.News_Social.CUR.NZD	NZD	2017-08-10T11:00:00.000Z	News_Social	2.2.18	749.8	0.027266	-0.149373	-0.040011	0.002667	0.002667	0.001834	0.016004	-0.008669	0.009336	0.054681	-0.039344	0.012003	0.045179	-0.005335		0.016671	-0.003334	0.034142	0.006668			0.030675
mp:2017-08-10_11.00.00.News_Social.CUR.PLN	PLN	2017-08-10T11:00:00.000Z	News_Social	2.2.18	48.0	0.001745	0.083333	0.083333			0.010417		0.010417	0.083333	0.093750		0.041667	0.203125			0.041667			0.020833			
