id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	consumptionVolume	productionVolume	regulatoryIssues	supplyVsDemand	supplyVsDemandForecast	newExploration	safetyAccident
mp:2017-08-16_03.00.00.News_Social.COM_ENM.ALU	ALU	2017-08-16T03:00:00.000Z	News_Social	2.2.19	1175.8	0.024690	-0.062511	-0.029342	0.006804	0.001701	-0.012332	0.026365	-0.014458	0.026790	0.061235	0.017010	0.024239	0.165037	0.000425	0.000850	0.009355	-0.003402	0.017265	0.003402	0.001701		-0.026365	-0.000850		
mp:2017-08-16_03.00.00.News_Social.COM_ENM.BIOF	BIOF	2017-08-16T03:00:00.000Z	News_Social	2.2.19	223.9	0.004701	0.209915	0.089326			0.029031	0.008933	-0.098258	0.013399	0.017865	-0.008933	0.004466	0.135217	-0.020098				0.037517	0.017865	0.058062		0.044663			
mp:2017-08-16_03.00.00.News_Social.COM_ENM.COA	COA	2017-08-16T03:00:00.000Z	News_Social	2.2.19	3015.7	0.063324	-0.121531	0.000829	0.002984	0.006964	-0.000746	0.028186	0.009451	0.026196	0.083231	0.000166	0.020393	0.156232	-0.003648	-0.000332	0.002155		0.029976	-0.000332	-0.004974	0.006300	-0.010280	-0.000995	0.003813	0.000332
mp:2017-08-16_03.00.00.News_Social.COM_ENM.CPPR	CPPR	2017-08-16T03:00:00.000Z	News_Social	2.2.19	1680.3	0.035283	-0.094626	0.014581	0.002381	0.005356	0.002529	0.007737	0.014283	0.018449	0.036005	-0.016961	0.013688	0.124903	0.011010	0.001190	0.054752	0.008332	0.033030		-0.016961	0.001785	-0.042552	-0.001785	0.014283	
mp:2017-08-16_03.00.00.News_Social.COM_ENM.CRU	CRU	2017-08-16T03:00:00.000Z	News_Social	2.2.19	12866.9	0.270181	-0.320784	-0.021412	0.007072	0.001593	0.001137	0.005518	-0.022810	0.061786	0.067849	-0.010026	0.006995	0.128393	0.000544	-0.000466	-0.002293	-0.000272	0.039862	0.000078	-0.003109	0.000078	0.015855	0.008705	0.001943	0.000078
mp:2017-08-16_03.00.00.News_Social.COM_ENM.BIOETH	BIOETH	2017-08-16T03:00:00.000Z	News_Social	2.2.19	231.0	0.004851	-0.056277	0.038961			0.010823	0.019481	0.010823	0.025974	0.062771	0.025974	0.038961	0.123377	0.023810				0.056277		0.060606		-0.004329		0.000000	
mp:2017-08-16_03.00.00.News_Social.COM_ENM.MOG	MOG	2017-08-16T03:00:00.000Z	News_Social	2.2.19	2813.7	0.059083	-0.145716	-0.002310	0.024523	0.000355	0.009241	0.018481	-0.001777	0.053666	0.059175	0.004620	0.024345	0.159576	0.004087	-0.000711	0.006042	0.004265	0.033941	-0.002843	0.007997		0.014216	-0.001777	0.000711	
mp:2017-08-16_03.00.00.News_Social.COM_ENM.GOL	GOL	2017-08-16T03:00:00.000Z	News_Social	2.2.19	11897.0	0.249815	-0.200303	-0.013659	0.007817	0.006346	0.004035	0.021644	-0.003867	0.025048	0.088047	0.007187	0.025973	0.181863	0.010717	-0.000630	0.000000	0.000084	0.027141	0.000252	-0.000210		-0.021434	-0.000462	0.008826	
mp:2017-08-16_03.00.00.News_Social.COM_ENM.HOIL	HOIL	2017-08-16T03:00:00.000Z	News_Social	2.2.19	106.2	0.002230	-0.225989				0.004708					0.009416		0.169021			-0.056497		0.001883	-0.009416						
mp:2017-08-16_03.00.00.News_Social.COM_ENM.IRN	IRN	2017-08-16T03:00:00.000Z	News_Social	2.2.19	2207.0	0.046343	-0.193022	-0.016538	0.007023	0.002039	0.006343	0.024468	0.001812	0.057544	0.069325	0.006117	0.014499	0.166708	-0.003172	-0.000906	-0.031944	-0.000906	0.017444	-0.000453	-0.018124		-0.016085	0.001359	0.002266	
mp:2017-08-16_03.00.00.News_Social.COM_ENM.JET	JET	2017-08-16T03:00:00.000Z	News_Social	2.2.19	201.2	0.004225	-0.188867	0.024851					-0.049702		0.019881	0.059642	0.009940	0.061133			0.009940		0.013917				0.104374			
mp:2017-08-16_03.00.00.News_Social.COM_ENM.LNG	LNG	2017-08-16T03:00:00.000Z	News_Social	2.2.19	253.6	0.005325	-0.092666	-0.023659			0.000986		0.023659	0.039432	0.033517	0.110410	0.007886	0.155954	-0.011830		-0.011830		0.018139		0.000000		0.019716	0.003943	0.011830	
mp:2017-08-16_03.00.00.News_Social.COM_ENM.NAP	NAP	2017-08-16T03:00:00.000Z	News_Social	2.2.19	32.0	0.000672							-0.031250	0.093750				-0.187500					0.875000							
mp:2017-08-16_03.00.00.News_Social.COM_ENM.NGS	NGS	2017-08-16T03:00:00.000Z	News_Social	2.2.19	2473.7	0.051943	-0.084287	-0.000809	0.002021	0.001213	0.003739	0.025064	-0.008085	0.037596	0.098638	0.022840	0.021425	0.151948	0.006872		0.001617		0.039738	0.019000	0.011723		0.003638	-0.001213	0.019808	
mp:2017-08-16_03.00.00.News_Social.COM_ENM.NKL	NKL	2017-08-16T03:00:00.000Z	News_Social	2.2.19	583.7	0.012257	-0.351208	-0.018845		0.001713	0.002998	0.006853	0.000000	0.053109	0.070242	0.008566	0.015419	0.133545	0.003426	0.001713			0.019188		-0.005996		0.060819	-0.003426	0.001713	
mp:2017-08-16_03.00.00.News_Social.COM_ENM.NSEA	NSEA	2017-08-16T03:00:00.000Z	News_Social	2.2.19	1137.7	0.023890	-0.441681	-0.024611	0.002637			0.005274	-0.061528	0.043069	0.062407	-0.036917	0.006153	0.150149	-0.003516		0.007911		0.057309		-0.003516		0.017579	0.007032		
mp:2017-08-16_03.00.00.News_Social.COM_ENM.PALL	PALL	2017-08-16T03:00:00.000Z	News_Social	2.2.19	138.0	0.002898	-0.231884	0.036232					0.021739	0.014493	0.014493	-0.021739	0.007246	0.192029	0.000000				0.036232		0.057971					
mp:2017-08-16_03.00.00.News_Social.COM_ENM.PLAT	PLAT	2017-08-16T03:00:00.000Z	News_Social	2.2.19	551.2	0.011574	-0.259434	0.016328		0.023585	0.002268	0.019956	0.017235	0.027213	0.041727	0.007257	0.021771	0.198113	0.006350		0.003628		0.023948		0.001814		-0.001814			
mp:2017-08-16_03.00.00.News_Social.COM_ENM.RAREE	RAREE	2017-08-16T03:00:00.000Z	News_Social	2.2.19	181.0	0.003801	0.024862	0.000000			0.013812	0.060773	-0.041436		0.088398	0.011050	0.077348	0.132597			0.060773		0.049724		-0.038674		-0.044199	-0.033149		
mp:2017-08-16_03.00.00.News_Social.COM_ENM.SLVR	SLVR	2017-08-16T03:00:00.000Z	News_Social	2.2.19	1909.1	0.040088	-0.074643	0.003929	0.001571	0.004714	0.003798	0.045047	0.003929	0.033000	0.050547	0.022524	0.038762	0.146627	0.009952	0.004976	0.006809	0.001571	0.058038	0.000524	0.000524		0.005500		0.015190	
mp:2017-08-16_03.00.00.News_Social.COM_ENM.STEE	STEE	2017-08-16T03:00:00.000Z	News_Social	2.2.19	3823.0	0.080276	-0.161915	-0.018441	0.018049	0.001569	0.006997	0.024850	-0.003924	0.047607	0.068140	0.024850	0.016741	0.166950	-0.001177	0.000523	0.005231	0.000000	0.022888	0.000000	0.014256	0.002616	0.007063	-0.000131		
