id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	loveHate	anger	debtDefault	innovation	marketRisk	budgetDeficit	businessExpansion	centralBank	commercialRealEstateSentiment	consumerSentiment	creditEasyVsTight	economicGrowth	economicUncertainty	economicVolatility	financialSystemInstability	fiscalPolicyLooseVsTight	governmentAnger	governmentCorruption	governmentInstability	inflation	inflationForecast	interestRates	interestRatesForecast	investmentFlows	monetaryPolicyLooseVsTight	naturalDisasters	regimeChange	residentialRealEstateGrowth	residentialRealEstateSales	residentialRealEstateSentiment	residentialRealEstateValues	sanctions	socialInequality	socialUnrest	tradeBalance	unemployment
mp:2017-08-11_06.00.00.News.COU.AF	AF	2017-08-11T06:00:00.000Z	News	2.2.18	4323.9	0.002692	-0.112052	0.006938	0.003932	0.000925	-0.002255	0.212887	0.033997	0.022549	0.067185	0.009367	0.017230	0.048365	-0.000463	0.008904	0.000925	0.000463	-0.005100		0.000231				-0.001041	0.003238	0.000463	0.004625			0.001619	0.001503	0.001503	0.000231		0.001850				0.002891				-0.001850				0.015611	-0.000463	
mp:2017-08-11_06.00.00.News.COU.DZ	DZ	2017-08-11T06:00:00.000Z	News	2.2.18	1037.9	0.000646	-0.079969	-0.009153	0.003854	0.002890	0.005781	0.091049	0.046729	0.048174	0.046247	0.006744	0.026978	0.055894	0.007708	0.000963	-0.001927	0.000963	-0.003854		0.004817				-0.000963	0.005299	0.002890	0.017343		-0.004817		-0.001927	0.021389	0.005781	0.001927						0.000193	0.003854		0.000482				0.023124	-0.001927	
mp:2017-08-11_06.00.00.News.COU.AO	AO	2017-08-11T06:00:00.000Z	News	2.2.18	367.0	0.000228	-0.004087	0.002725	0.005450	0.005450	0.004087	0.076294	0.023161	0.021798	0.122616	0.065395	0.046322	0.063011	0.005450				-0.019074							0.073569	0.002725	0.024523					0.008174															0.010899		
mp:2017-08-11_06.00.00.News.COU.AR	AR	2017-08-11T06:00:00.000Z	News	2.2.18	2681.2	0.001669	-0.065829	0.001305	0.004849	0.002051	0.002797	0.043264	0.010630	0.032821	0.052029	0.024056	0.027600	0.064444	0.003543	0.010443	0.001305	0.002984	-0.009884		0.001119	0.005967		0.001119		0.044383	-0.003170	0.006974		-0.002984		-0.002797	0.004662	0.013240	0.001119	0.000373				0.006713	0.000373			-0.000746				0.004662	0.007459	-0.000746
mp:2017-08-11_06.00.00.News.COU.AM	AM	2017-08-11T06:00:00.000Z	News	2.2.18	39.5	0.000025	0.101266					0.050633	-0.050633		0.075949	0.025316	-0.012658	0.042722												0.050633						-0.025316	0.000000															0.050633		
mp:2017-08-11_06.00.00.News.COU.AU	AU	2017-08-11T06:00:00.000Z	News	2.2.18	61724.8	0.038422	-0.143338	-0.011227	0.009064	0.005290	-0.005741	0.049850	0.038655	0.032928	0.068878	0.014305	0.017424	0.079695	0.003994	0.007582	0.000421	0.002722	-0.012598	0.000016	0.001247	0.001920	0.000032	-0.000583	0.001774	0.003856	0.000437	0.014926	0.000000		0.001328	0.000859	0.008246	0.001823	0.000300	0.000753	0.000032		-0.000016	0.002851	0.000049	0.000616	0.000032	0.000842	0.000194	0.000194	0.000194	0.008084	0.000049	-0.000032
mp:2017-08-11_06.00.00.News.COU.AT	AT	2017-08-11T06:00:00.000Z	News	2.2.18	1031.8	0.000642	-0.033437	0.062997	0.005815	0.017930	-0.000727	0.017445	-0.034406	0.034406	0.040706	0.004361	0.007269	0.087820	0.002423	0.002423			0.013665					0.000969	-0.002908	0.014538	-0.009692	0.010273					0.009692	-0.007753						0.021322								0.001938		
mp:2017-08-11_06.00.00.News.COU.BH	BH	2017-08-11T06:00:00.000Z	News	2.2.18	640.6	0.000399	0.084296	0.007025	0.002342	0.009366	0.003903	0.035904	0.002342	0.042148	0.076491	0.007805	0.018732	0.091223	-0.001561	0.006244			0.012957		0.003122	0.006244				0.035904	-0.003122	0.004683					0.009366									0.001561		0.009366						
mp:2017-08-11_06.00.00.News.COU.BD	BD	2017-08-11T06:00:00.000Z	News	2.2.18	2835.0	0.001765	-0.182540	0.010053	0.007937	0.003880	-0.003704	0.106702	0.032981	0.026102	0.062257	0.027866	0.006702	0.068276	0.005996	0.008113		0.001058	-0.005732	0.000353	0.001058	0.002116		0.002822	-0.000705	0.000176	-0.001058	0.010582			0.001411	0.000353	0.006173	0.000353						0.001764				-0.001058				0.019929	0.007760	
mp:2017-08-11_06.00.00.News.COU.BY	BY	2017-08-11T06:00:00.000Z	News	2.2.18	241.0	0.000150	-0.053942	0.041494	0.004149		0.002075		-0.012448	0.004149	0.024896	0.037344	0.020747	0.048237	0.016598			0.004149	0.010373		0.016598					0.062241	0.012448						0.004149	0.008299		-0.008299													0.008299	
mp:2017-08-11_06.00.00.News.COU.BE	BE	2017-08-11T06:00:00.000Z	News	2.2.18	4655.0	0.002898	-0.241783	-0.009237	0.008593	0.002793	-0.023093	0.086359	0.048765	0.013212	0.071751	0.014071	0.009452	0.070811	0.003437	0.005371	0.000215		-0.017347		0.004941			0.000859	-0.000430	-0.011923	-0.000322	0.017293			0.007734	0.000644	0.037594			0.000430				0.001074				-0.003867	0.000430			0.012889		-0.000215
mp:2017-08-11_06.00.00.News.COU.BO	BO	2017-08-11T06:00:00.000Z	News	2.2.18	374.5	0.000233	-0.040053	0.021362	0.021362	-0.001335	0.005340	0.066756	0.010681	0.004005	0.029372	0.016021	0.013351	0.050567					-0.025367		0.008011					0.130841						-0.005340	0.024032			0.010681				0.040053								-0.004005		
