Correlation,Country Code,Index
-0.8975145572316212,RU,RU-anger
-0.8816203343907959,CA,CA-anger
-0.8801039416578581,IT,IT-violence
-0.8789242694750959,CA,CA-socialUnrest
-0.8767095070255645,DE,DE-monetaryPolicyLooseVsTight
-0.8750874231772984,IT,IT-anger
-0.8711288542993221,AU,AU-anger
-0.8570571775888509,CA,CA-timeUrgency
-0.8498228453272663,FR,FR-timeUrgency
-0.84405276682794,AU,AU-violence
