id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	loveHate	anger	debtDefault	innovation	marketRisk	budgetDeficit	businessExpansion	centralBank	commercialRealEstateSentiment	consumerSentiment	creditEasyVsTight	economicGrowth	economicUncertainty	economicVolatility	financialSystemInstability	fiscalPolicyLooseVsTight	governmentAnger	governmentCorruption	governmentInstability	inflation	inflationForecast	interestRates	interestRatesForecast	investmentFlows	monetaryPolicyLooseVsTight	naturalDisasters	regimeChange	residentialRealEstateGrowth	residentialRealEstateSales	residentialRealEstateSentiment	residentialRealEstateValues	sanctions	socialInequality	socialUnrest	tradeBalance	unemployment
mp:2017-08-12_06.00.00.Social.COU.AF	AF	2017-08-12T06:00:00.000Z	Social	2.2.18	1074.0	0.001475	-0.167598	-0.002328	0.004655	0.000931	-0.006983	0.229981	0.050745	0.026536	0.070298	-0.001397	0.012104	0.051443	0.002793	0.009311			-0.012104						0.001862	-0.003724		0.008380				0.001862	0.006518							0.001862				-0.003724				0.014432		
mp:2017-08-12_06.00.00.Social.COU.DZ	DZ	2017-08-12T06:00:00.000Z	Social	2.2.18	1885.4	0.002590	-0.100774	-0.002652	0.003713	0.002122	-0.002652	0.047735	0.109791	0.010873	0.081945	0.006895	0.021746	0.062420	0.001591	0.005304		0.004243	-0.003341						0.000530	0.009547	0.002122	0.100244			0.001591	-0.002122	0.008751	0.000530						0.002122				-0.004243				0.008486		
mp:2017-08-12_06.00.00.Social.COU.AO	AO	2017-08-12T06:00:00.000Z	Social	2.2.18	67.0	0.000092	-0.395522				-0.022388	0.044776	0.052239	0.014925	0.119403	0.014925		0.074627		0.029851			-0.022388						-0.014925	-0.089552		0.014925					0.044776	0.014925										-0.014925						
mp:2017-08-12_06.00.00.Social.COU.AR	AR	2017-08-12T06:00:00.000Z	Social	2.2.18	1677.4	0.002304	-0.059914	-0.024145	0.002981	0.004769	0.000894	0.033683	0.000000	0.017587	0.060212	0.033087	0.008942	0.068164	0.002683	0.004471	-0.000298	0.005365	-0.012013			0.000596				0.007750	-0.005365	0.011923		-0.000596		0.000000	-0.005723	0.001788						0.094193	-0.000060	0.000596		0.002385				0.000298		
mp:2017-08-12_06.00.00.Social.COU.AM	AM	2017-08-12T06:00:00.000Z	Social	2.2.18	524.1	0.000720	0.112574	0.020988	0.000000	0.015264	0.002862	0.118298	0.051517	0.015264	0.035299	0.029575	0.020034	0.068331	0.022896	0.008586		0.007632	0.002957							0.016218		0.001908				-0.001908	0.013356								0.001908			0.007632				0.019080		
mp:2017-08-12_06.00.00.Social.COU.AU	AU	2017-08-12T06:00:00.000Z	Social	2.2.18	12369.9	0.016993	-0.091068	0.000728	0.006023	0.011843	-0.002082	0.042280	0.019442	0.034358	0.072474	0.017543	0.018553	0.084678	0.007074	0.009095	0.000202	0.001698	-0.004337		0.001011	0.001779	-0.000081	-0.002991	-0.000323	0.012086	-0.001779	0.008812			0.000485	0.000202	0.007146	0.004446	0.002183	-0.000202			0.000081	0.003557	0.000154	0.001051		-0.001536	-0.000081	0.000121		0.004163	-0.000162	-0.000404
mp:2017-08-12_06.00.00.Social.COU.AT	AT	2017-08-12T06:00:00.000Z	Social	2.2.18	264.0	0.000363	0.007576	0.000000	0.011364	0.037879	0.000947	0.030303	0.026515	0.015152	0.039773	0.056818	0.013258	0.087595	0.015152			0.003788	0.001894							0.030303	-0.003788				0.003788		-0.000000	0.007576						0.015152										
mp:2017-08-12_06.00.00.Social.COU.BH	BH	2017-08-12T06:00:00.000Z	Social	2.2.18	38.0	0.000052	0.184211	0.052632		-0.026316	0.013158		0.000000		0.026316	0.026316		0.075658	0.052632				0.013158							0.078947																								
mp:2017-08-12_06.00.00.Social.COU.BD	BD	2017-08-12T06:00:00.000Z	Social	2.2.18	362.4	0.000498	-0.171082	-0.008278			-0.023455	0.044150	0.027594	0.046909	0.096578	-0.006898	0.024834	0.080022		0.013797			-0.022903		0.011038					0.030353	-0.022075	0.008278				0.005519								0.006898										
mp:2017-08-12_06.00.00.Social.COU.BY	BY	2017-08-12T06:00:00.000Z	Social	2.2.18	125.0	0.000172	-0.324000	-0.016000	0.048000			0.048000	0.104000	0.032000	0.116000	0.008000	0.016000	0.095000		0.048000			-0.076000																					0.024000								0.008000		
mp:2017-08-12_06.00.00.Social.COU.BE	BE	2017-08-12T06:00:00.000Z	Social	2.2.18	1571.9	0.002159	-0.211846	-0.010179	0.003499	0.008270	-0.014711	0.080794	0.027355	0.033399	0.102106	0.006362	0.021630	0.083458	0.004453	0.006998	0.003817	0.001909	-0.014664					-0.001272	-0.002545	-0.004453	-0.003181	0.010815			0.001272	0.005089	0.018449			0.002545				0.001272				-0.025447				0.009225		
