2016-08-3101:00:00,1, 1.,-18.5,304.0,305.0
2016-08-3102:00:00,1,-0.25,-18.75,305.0,304.75
2016-08-3103:00:00,0, 0.,-18.75,304.75,304.75
2016-08-3104:00:00,-1, 0.25,-18.5,304.75,304.5
2016-08-3105:00:00,1, 0.,-18.5,304.5,304.5
2016-08-3106:00:00,-1,-0.25,-18.75,304.5,304.75
2016-08-3107:00:00,0, 0.,-18.75,304.75,304.75
2016-08-3108:00:00,0, 0.,-18.75,304.75,305.0
2016-08-3109:00:00,-1, 1.,-17.75,305.0,304.0
2016-08-3110:00:00,-1, 0.25,-17.5,304.0,303.75
2016-08-3111:00:00,1, 0.25,-17.25,303.75,304.0
2016-08-3112:00:00,-1, 0.5,-16.75,304.0,303.5
2016-08-3113:00:00,1, 0.,-16.75,303.5,303.5
2016-08-3114:00:00,-1,-3.25,-20.,303.5,306.75
2016-08-3115:00:00,-1, 2.75,-17.25,306.75,304.0
2016-08-3116:00:00,-1, 0.25,-17.,304.0,303.75
2016-08-3117:00:00,1, 0.,-17.,303.75,303.75
2016-08-3118:00:00,1,-0.75,-17.75,303.75,303.0
2016-08-3119:00:00,-1, 1.5,-16.25,303.0,301.5
2016-09-0100:00:00,-1,-0.,-16.25,301.5,301.5
2016-09-0101:00:00,-1,-0.5,-16.75,301.5,302.0
2016-09-0103:00:00,-1,-0.5,-17.25,302.0,302.5
2016-09-0104:00:00,-1,-0.5,-17.75,302.5,303.0
2016-09-0105:00:00,1, 1.25,-16.5,303.0,304.25
2016-09-0106:00:00,1,-0.5,-17.,304.25,303.75
2016-09-0107:00:00,1, 0.25,-16.75,303.75,304.0
2016-09-0108:00:00,1, 1.,-15.75,304.0,305.0
2016-09-0109:00:00,-1, 0.25,-15.5,305.0,304.75
2016-09-0110:00:00,1, 0.25,-15.25,304.75,305.0
2016-09-0111:00:00,-1,-0.25,-15.5,305.0,305.25
2016-09-0112:00:00,1,-0.5,-16.,305.25,304.75
2016-09-0113:00:00,-1, 0.25,-15.75,304.75,304.5
2016-09-0114:00:00,1, 2.,-13.75,304.5,306.5
2016-09-0115:00:00,1, 2.25,-11.5,306.5,308.75
2016-09-0116:00:00,-1,-1.75,-13.25,308.75,310.5
2016-09-0117:00:00,-1, 2.75,-10.5,310.5,307.75
2016-09-0118:00:00,1, 1.25,-9.25,307.75,309.0
2016-09-0119:00:00,-1,-1.25,-10.5,309.0,310.25
2016-09-0200:00:00,0, 0.,-10.5,310.25,311.0
2016-09-0201:00:00,-1,-2.5,-13.,311.0,313.5
2016-09-0202:00:00,-1, 0.25,-12.75,313.5,313.25
2016-09-0203:00:00,1, 0.5,-12.25,313.25,313.75
2016-09-0204:00:00,-1,-1.75,-14.,313.75,315.5
2016-09-0205:00:00,-1, 0.5,-13.5,315.5,315.0
2016-09-0206:00:00,1,-0.5,-14.,315.0,314.5
2016-09-0207:00:00,1,-0.75,-14.75,314.5,313.75
2016-09-0208:00:00,1, 1.5,-13.25,313.75,315.25
2016-09-0209:00:00,-1, 0.25,-13.,315.25,315.0
2016-09-0211:00:00,1,-1.,-14.,315.0,314.0
